x,y,u
 0.25000, 0.20000, 4.14809014E-01
 0.30000, 0.20000, 4.74592453E-01
 0.35000, 0.20000, 5.22689851E-01
 0.40000, 0.20000, 5.57916889E-01
 0.45000, 0.20000, 5.79406163E-01
 0.50000, 0.20000, 5.86628533E-01
 0.55000, 0.20000, 5.79406163E-01
 0.60000, 0.20000, 5.57916889E-01
 0.65000, 0.20000, 5.22689850E-01
 0.70000, 0.20000, 4.74592453E-01
 0.75000, 0.20000, 4.14809014E-01
 0.80000, 0.20000, 3.44811600E-01
 0.85000, 0.20000, 2.66323781E-01
 0.90000, 0.20000, 1.81278186E-01
 0.95000, 0.20000, 9.17689207E-02
 1.00000, 0.20000, 7.19829328E-17
 0.00000, 0.25000, 0.00000000E+00
 0.05000, 0.25000, 1.10398187E-01
 0.10000, 0.25000, 2.18078004E-01
 0.15000, 0.25000, 3.20388017E-01
 0.20000, 0.25000, 4.14809014E-01
 0.25000, 0.25000, 4.99016036E-01
 0.30000, 0.25000, 5.70935627E-01
 0.35000, 0.25000, 6.28796888E-01
 0.40000, 0.25000, 6.71175083E-01
 0.45000, 0.25000, 6.97026720E-01
 0.50000, 0.25000, 7.05715246E-01
 0.55000, 0.25000, 6.97026720E-01
 0.60000, 0.25000, 6.71175083E-01
 0.65000, 0.25000, 6.28796888E-01
 0.70000, 0.25000, 5.70935627E-01
 0.75000, 0.25000, 4.99016036E-01
 0.80000, 0.25000, 4.14809014E-01
 0.85000, 0.25000, 3.20388017E-01
 0.90000, 0.25000, 2.18078004E-01
 0.95000, 0.25000, 1.10398187E-01
 1.00000, 0.25000, 8.65956056E-17
 0.00000, 0.30000, 0.00000000E+00
 0.05000, 0.30000, 1.26309084E-01
 0.10000, 0.30000, 2.49508018E-01
 0.15000, 0.30000, 3.66563237E-01
 0.20000, 0.30000, 4.74592453E-01
 0.25000, 0.30000, 5.70935627E-01
 0.30000, 0.30000, 6.53220472E-01
 0.35000, 0.30000, 7.19420860E-01
 0.40000, 0.30000, 7.67906719E-01
 0.45000, 0.30000, 7.97484167E-01
 0.50000, 0.30000, 8.07424907E-01
 0.55000, 0.30000, 7.97484167E-01
 0.60000, 0.30000, 7.67906719E-01
 0.65000, 0.30000, 7.19420860E-01
 0.70000, 0.30000, 6.53220472E-01
 0.75000, 0.30000, 5.70935627E-01
 0.80000, 0.30000, 4.74592453E-01
 0.85000, 0.30000, 3.66563237E-01
 0.90000, 0.30000, 2.49508018E-01
 0.95000, 0.30000, 1.26309083E-01
 1.00000, 0.30000, 9.90760073E-17
 0.00000, 0.35000, 0.00000000E+00
 0.05000, 0.35000, 1.39109831E-01
 0.10000, 0.35000, 2.74794316E-01
 0.15000, 0.35000, 4.03712454E-01
 0.20000, 0.35000, 5.22689851E-01
 0.25000, 0.35000, 6.28796888E-01
 0.30000, 0.35000, 7.19420860E-01
 0.35000, 0.35000, 7.92330303E-01
 0.40000, 0.35000, 8.45729944E-01
 0.45000, 0.35000, 8.78304906E-01
 0.50000, 0.35000, 8.89253088E-01
 0.55000, 0.35000, 8.78304906E-01
 0.60000, 0.35000, 8.45729943E-01
 0.65000, 0.35000, 7.92330303E-01
 0.70000, 0.35000, 7.19420860E-01
 0.75000, 0.35000, 6.28796888E-01
 0.80000, 0.35000, 5.22689850E-01
 0.85000, 0.35000, 4.03712453E-01
 0.90000, 0.35000, 2.74794316E-01
 0.95000, 0.35000, 1.39109831E-01
 1.00000, 0.35000, 1.09116829E-16
 0.00000, 0.40000, 0.00000000E+00
 0.05000, 0.40000, 1.48485233E-01
 0.10000, 0.40000, 2.93314267E-01
 0.15000, 0.40000, 4.30920930E-01
 0.20000, 0.40000, 5.57916889E-01
 0.25000, 0.40000, 6.71175083E-01
 0.30000, 0.40000, 7.67906719E-01
 0.35000, 0.40000, 8.45729944E-01
 0.40000, 0.40000, 9.02728490E-01
 0.45000, 0.40000, 9.37498864E-01
 0.50000, 0.40000, 9.49184906E-01
 0.55000, 0.40000, 9.37498864E-01
 0.60000, 0.40000, 9.02728490E-01
 0.65000, 0.40000, 8.45729943E-01
 0.70000, 0.40000, 7.67906719E-01
 0.75000, 0.40000, 6.71175083E-01
 0.80000, 0.40000, 5.57916889E-01
 0.85000, 0.40000, 4.30920929E-01
 0.90000, 0.40000, 2.93314266E-01
 0.95000, 0.40000, 1.48485233E-01
 1.00000, 0.40000, 1.16470832E-16
 0.00000, 0.45000, 0.00000000E+00
 0.05000, 0.45000, 1.54204436E-01
 0.10000, 0.45000, 3.04611846E-01
 0.15000, 0.45000, 4.47518702E-01
 0.20000, 0.45000, 5.79406163E-01
 0.25000, 0.45000, 6.97026720E-01
 0.30000, 0.45000, 7.97484167E-01
 0.35000, 0.45000, 8.78304906E-01
 0.40000, 0.45000, 9.37498864E-01
 0.45000, 0.45000, 9.73608489E-01
 0.50000, 0.45000, 9.85744641E-01
 0.55000, 0.45000, 9.73608489E-01
 0.60000, 0.45000, 9.37498864E-01
 0.65000, 0.45000, 8.78304906E-01
 0.70000, 0.45000, 7.97484167E-01
 0.75000, 0.45000, 6.97026720E-01
 0.80000, 0.45000, 5.79406162E-01
 0.85000, 0.45000, 4.47518702E-01
 0.90000, 0.45000, 3.04611846E-01
 0.95000, 0.45000, 1.54204435E-01
 1.00000, 0.45000, 1.20956936E-16
 0.00000, 0.50000, 0.00000000E+00
 0.05000, 0.50000, 1.56126613E-01
 0.10000, 0.50000, 3.08408871E-01
 0.15000, 0.50000, 4.53097079E-01
 0.20000, 0.50000, 5.86628533E-01
 0.25000, 0.50000, 7.05715246E-01
 0.30000, 0.50000, 8.07424907E-01
 0.35000, 0.50000, 8.89253088E-01
 0.40000, 0.50000, 9.49184906E-01
 0.45000, 0.50000, 9.85744641E-01
 0.50000, 0.50000, 9.98032072E-01
 0.55000, 0.50000, 9.85744641E-01
 0.60000, 0.50000, 9.49184905E-01
 0.65000, 0.50000, 8.89253087E-01
 0.70000, 0.50000, 8.07424907E-01
 0.75000, 0.50000, 7.05715246E-01
 0.80000, 0.50000, 5.86628533E-01
 0.85000, 0.50000, 4.53097079E-01
 0.90000, 0.50000, 3.08408871E-01
 0.95000, 0.50000, 1.56126613E-01
 1.00000, 0.50000, 1.22464680E-16
 0.00000, 0.55000, 0.00000000E+00
 0.05000, 0.55000, 1.54204436E-01
 0.10000, 0.55000, 3.04611846E-01
 0.15000, 0.55000, 4.47518702E-01
 0.20000, 0.55000, 5.79406163E-01
 0.25000, 0.55000, 6.97026720E-01
 0.30000, 0.55000, 7.97484167E-01
 0.35000, 0.55000, 8.78304906E-01
 0.40000, 0.55000, 9.37498864E-01
 0.45000, 0.55000, 9.73608489E-01
 0.50000, 0.55000, 9.85744641E-01
 0.55000, 0.55000, 9.73608489E-01
 0.60000, 0.55000, 9.37498864E-01
 0.65000, 0.55000, 8.78304906E-01
 0.70000, 0.55000, 7.97484167E-01
 0.75000, 0.55000, 6.97026720E-01
 0.80000, 0.55000, 5.79406162E-01
 0.85000, 0.55000, 4.47518702E-01
 0.90000, 0.55000, 3.04611846E-01
 0.95000, 0.55000, 1.54204435E-01
 1.00000, 0.55000, 1.20956936E-16
 0.00000, 0.60000, 0.00000000E+00
 0.05000, 0.60000, 1.48485233E-01
 0.10000, 0.60000, 2.93314267E-01
 0.15000, 0.60000, 4.30920930E-01
 0.20000, 0.60000, 5.57916889E-01
 0.25000, 0.60000, 6.71175083E-01
 0.30000, 0.60000, 7.67906719E-01
 0.35000, 0.60000, 8.45729943E-01
 0.40000, 0.60000, 9.02728490E-01
 0.45000, 0.60000, 9.37498864E-01
 0.50000, 0.60000, 9.49184905E-01
 0.55000, 0.60000, 9.37498864E-01
 0.60000, 0.60000, 9.02728489E-01
 0.65000, 0.60000, 8.45729943E-01
 0.70000, 0.60000, 7.67906719E-01
 0.75000, 0.60000, 6.71175083E-01
 0.80000, 0.60000, 5.57916889E-01
 0.85000, 0.60000, 4.30920929E-01
 0.90000, 0.60000, 2.93314266E-01
 0.95000, 0.60000, 1.48485233E-01
 1.00000, 0.60000, 1.16470832E-16
 0.00000, 0.65000, 0.00000000E+00
 0.05000, 0.65000, 1.39109831E-01
 0.10000, 0.65000, 2.74794316E-01
 0.15000, 0.65000, 4.03712454E-01
 0.20000, 0.65000, 5.22689850E-01
 0.25000, 0.65000, 6.28796888E-01
 0.30000, 0.65000, 7.19420860E-01
 0.35000, 0.65000, 7.92330303E-01
 0.40000, 0.65000, 8.45729943E-01
 0.45000, 0.65000, 8.78304906E-01
 0.50000, 0.65000, 8.89253087E-01
 0.55000, 0.65000, 8.78304906E-01
 0.60000, 0.65000, 8.45729943E-01
 0.65000, 0.65000, 7.92330302E-01
 0.70000, 0.65000, 7.19420860E-01
 0.75000, 0.65000, 6.28796888E-01
 0.80000, 0.65000, 5.22689850E-01
 0.85000, 0.65000, 4.03712453E-01
 0.90000, 0.65000, 2.74794316E-01
 0.95000, 0.65000, 1.39109831E-01
 1.00000, 0.65000, 1.09116829E-16
 0.00000, 0.70000, 0.00000000E+00
 0.05000, 0.70000, 1.26309084E-01
 0.10000, 0.70000, 2.49508018E-01
 0.15000, 0.70000, 3.66563237E-01
 0.20000, 0.70000, 4.74592453E-01
 0.25000, 0.70000, 5.70935627E-01
 0.30000, 0.70000, 6.53220472E-01
 0.35000, 0.70000, 7.19420860E-01
 0.40000, 0.70000, 7.67906719E-01
 0.45000, 0.70000, 7.97484167E-01
 0.50000, 0.70000, 8.07424907E-01
 0.55000, 0.70000, 7.97484167E-01
 0.60000, 0.70000, 7.67906719E-01
 0.65000, 0.70000, 7.19420860E-01
 0.70000, 0.70000, 6.53220471E-01
 0.75000, 0.70000, 5.70935627E-01
 0.80000, 0.70000, 4.74592453E-01
 0.85000, 0.70000, 3.66563237E-01
 0.90000, 0.70000, 2.49508018E-01
 0.95000, 0.70000, 1.26309083E-01
 1.00000, 0.70000, 9.90760073E-17
 0.00000, 0.75000, 0.00000000E+00
 0.05000, 0.75000, 1.10398187E-01
 0.10000, 0.75000, 2.18078004E-01
 0.15000, 0.75000, 3.20388017E-01
 0.20000, 0.75000, 4.14809014E-01
 0.25000, 0.75000, 4.99016036E-01
 0.30000, 0.75000, 5.70935627E-01
 0.35000, 0.75000, 6.28796888E-01
 0.40000, 0.75000, 6.71175083E-01
 0.45000, 0.75000, 6.97026720E-01
 0.50000, 0.75000, 7.05715246E-01
 0.55000, 0.75000, 6.97026720E-01
 0.60000, 0.75000, 6.71175083E-01
 0.65000, 0.75000, 6.28796888E-01
 0.70000, 0.75000, 5.70935627E-01
 0.75000, 0.75000, 4.99016036E-01
 0.80000, 0.75000, 4.14809014E-01
 0.85000, 0.75000, 3.20388017E-01
 0.90000, 0.75000, 2.18078004E-01
 0.95000, 0.75000, 1.10398187E-01
 1.00000, 0.75000, 8.65956056E-17
 0.00000, 0.80000, 0.00000000E+00
 0.05000, 0.80000, 9.17689209E-02
 0.10000, 0.80000, 1.81278186E-01
 0.15000, 0.80000, 2.66323781E-01
 0.20000, 0.80000, 3.44811600E-01
 0.25000, 0.80000, 4.14809014E-01
 0.30000, 0.80000, 4.74592453E-01
 0.35000, 0.80000, 5.22689850E-01
 0.40000, 0.80000, 5.57916889E-01
 0.45000, 0.80000, 5.79406162E-01
 0.50000, 0.80000, 5.86628533E-01
 0.55000, 0.80000, 5.79406162E-01
 0.60000, 0.80000, 5.57916889E-01
 0.65000, 0.80000, 5.22689850E-01
 0.70000, 0.80000, 4.74592453E-01
 0.75000, 0.80000, 4.14809014E-01
 0.80000, 0.80000, 3.44811600E-01
 0.85000, 0.80000, 2.66323781E-01
 0.90000, 0.80000, 1.81278186E-01
 0.95000, 0.80000, 9.17689205E-02
 1.00000, 0.80000, 7.19829328E-17
 0.00000, 0.85000, 0.00000000E+00
 0.05000, 0.85000, 7.08799992E-02
 0.10000, 0.85000, 1.40014698E-01
 0.15000, 0.85000, 2.05701769E-01
 0.20000, 0.85000, 2.66323781E-01
 0.25000, 0.85000, 3.20388017E-01
 0.30000, 0.85000, 3.66563237E-01
 0.35000, 0.85000, 4.03712453E-01
 0.40000, 0.85000, 4.30920929E-01
 0.45000, 0.85000, 4.47518702E-01
 0.50000, 0.85000, 4.53097079E-01
 0.55000, 0.85000, 4.47518702E-01
 0.60000, 0.85000, 4.30920929E-01
 0.65000, 0.85000, 4.03712453E-01
 0.70000, 0.85000, 3.66563237E-01
 0.75000, 0.85000, 3.20388017E-01
 0.80000, 0.85000, 2.66323781E-01
 0.85000, 0.85000, 2.05701769E-01
 0.90000, 0.85000, 1.40014697E-01
 0.95000, 0.85000, 7.08799990E-02
 1.00000, 0.85000, 5.55978012E-17
 0.00000, 0.90000, 0.00000000E+00
 0.05000, 0.90000, 4.82457768E-02
 0.10000, 0.90000, 9.53035824E-02
 0.15000, 0.90000, 1.40014698E-01
 0.20000, 0.90000, 1.81278186E-01
 0.25000, 0.90000, 2.18078004E-01
 0.30000, 0.90000, 2.49508018E-01
 0.35000, 0.90000, 2.74794316E-01
 0.40000, 0.90000, 2.93314266E-01
 0.45000, 0.90000, 3.04611846E-01
 0.50000, 0.90000, 3.08408871E-01
 0.55000, 0.90000, 3.04611846E-01
 0.60000, 0.90000, 2.93314266E-01
 0.65000, 0.90000, 2.74794316E-01
 0.70000, 0.90000, 2.49508018E-01
 0.75000, 0.90000, 2.18078004E-01
 0.80000, 0.90000, 1.81278186E-01
 0.85000, 0.90000, 1.40014697E-01
 0.90000, 0.90000, 9.53035823E-02
 0.95000, 0.90000, 4.82457766E-02
 1.00000, 0.90000, 3.78436673E-17
 0.00000, 0.95000, 0.00000000E+00
 0.05000, 0.95000, 2.44235832E-02
 0.10000, 0.95000, 4.82457768E-02
 0.15000, 0.95000, 7.08799991E-02
 0.20000, 0.95000, 9.17689207E-02
 0.25000, 0.95000, 1.10398187E-01
 0.30000, 0.95000, 1.26309083E-01
 0.35000, 0.95000, 1.39109831E-01
 0.40000, 0.95000, 1.48485233E-01
 0.45000, 0.95000, 1.54204435E-01
 0.50000, 0.95000, 1.56126613E-01
 0.55000, 0.95000, 1.54204435E-01
 0.60000, 0.95000, 1.48485233E-01
 0.65000, 0.95000, 1.39109831E-01
 0.70000, 0.95000, 1.26309083E-01
 0.75000, 0.95000, 1.10398187E-01
 0.80000, 0.95000, 9.17689205E-02
 0.85000, 0.95000, 7.08799990E-02
 0.90000, 0.95000, 4.82457766E-02
 0.95000, 0.95000, 2.44235831E-02
 1.00000, 0.95000, 1.91576967E-17
 0.00000, 1.00000, 0.00000000E+00
 0.05000, 1.00000, 1.91576967E-17
 0.10000, 1.00000, 3.78436673E-17
 0.15000, 1.00000, 5.55978012E-17
 0.20000, 1.00000, 7.19829328E-17
 0.25000, 1.00000, 8.65956056E-17
 0.30000, 1.00000, 9.90760073E-17
 0.35000, 1.00000, 1.09116829E-16
 0.40000, 1.00000, 1.16470832E-16
 0.45000, 1.00000, 1.20956936E-16
 0.50000, 1.00000, 1.22464680E-16
 0.55000, 1.00000, 1.20956936E-16
 0.60000, 1.00000, 1.16470832E-16
 0.65000, 1.00000, 1.09116829E-16
 0.70000, 1.00000, 9.90760073E-17
 0.75000, 1.00000, 8.65956056E-17
 0.80000, 1.00000, 7.19829328E-17
 0.85000, 1.00000, 5.55978012E-17
 0.90000, 1.00000, 3.78436673E-17
 0.95000, 1.00000, 1.91576967E-17
 1.00000, 1.00000, 1.49975978E-32
