time,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64
    4.123340,1.268076E-03,1.407085E-03,1.797053E-03,2.414167E-03,3.293664E-03,4.542140E-03,6.363250E-03,9.129855E-03,1.355417E-02,2.110410E-02,3.513970E-02,6.454811E-02,1.382678E-01,3.846447E-01,1.648915E+00,1.007310E+01,2.951480E+01,2.300479E+01,4.304754E+00,8.267621E-01,2.533934E-01,1.095893E-01,5.785211E-02,3.453471E-02,2.239163E-02,1.540589E-02,1.108404E-02,8.257693E-03,6.326603E-03,4.959537E-03,3.962930E-03,3.218225E-03,2.649898E-03,2.208210E-03,1.859450E-03,1.580191E-03,1.353796E-03,1.168217E-03,1.014576E-03,8.862325E-04,7.781450E-04,6.864407E-04,6.081086E-04,5.407834E-04,4.825893E-04,4.320255E-04,3.878820E-04,3.491765E-04,3.151065E-04,2.850137E-04,2.583554E-04,2.346842E-04,2.136310E-04,1.948932E-04,1.782245E-04,1.634284E-04,1.503528E-04,1.388857E-04,1.289529E-04,1.205137E-04,1.135576E-04,1.080976E-04,1.041621E-04,1.017835E-04,1.009874E-04
    4.319690,8.102768E-04,8.202324E-04,8.532470E-04,9.199980E-04,1.042566E-03,1.261444E-03,1.647431E-03,2.325365E-03,3.529552E-03,5.741018E-03,1.005141E-02,1.925390E-02,4.173540E-02,1.091446E-01,3.881222E-01,2.168880E+00,1.496970E+01,3.115011E+01,1.782084E+01,2.625733E+00,4.603461E-01,1.316264E-01,5.351317E-02,2.713972E-02,1.592418E-02,1.033464E-02,7.209006E-03,5.303055E-03,4.060642E-03,3.207195E-03,2.595881E-03,2.142869E-03,1.797625E-03,1.528269E-03,1.313893E-03,1.140329E-03,9.976989E-04,8.789430E-04,7.789058E-04,6.937508E-04,6.205735E-04,5.571423E-04,5.017184E-04,4.529309E-04,4.096860E-04,3.711025E-04,3.364633E-04,3.051801E-04,2.767659E-04,2.508146E-04,2.269854E-04,2.049901E-04,1.845843E-04,1.655592E-04,1.477370E-04,1.309665E-04,1.151213E-04,1.001000E-04,8.583038E-05,7.228073E-05,5.948766E-05,4.762378E-05,3.716715E-05,2.928628E-05,2.616253E-05
    4.516039,1.231672E-03,1.329670E-03,1.605949E-03,2.036000E-03,2.621771E-03,3.399288E-03,4.443793E-03,5.887405E-03,7.960631E-03,1.108359E-02,1.607707E-02,2.470193E-02,4.124021E-02,7.807990E-02,1.812977E-01,5.970485E-01,3.237510E+00,2.025181E+01,3.065414E+01,1.262959E+01,1.907371E+00,3.811583E-01,1.199900E-01,5.070982E-02,2.555956E-02,1.442208E-02,8.791797E-03,5.666217E-03,3.806429E-03,2.639240E-03,1.875259E-03,1.357976E-03,9.979210E-04,7.415635E-04,5.556392E-04,4.188172E-04,3.170642E-04,2.409671E-04,1.841376E-04,1.422261E-04,1.122641E-04,9.212806E-05,8.000889E-05,7.400308E-05,7.211760E-05,7.261826E-05,7.427887E-05,7.636087E-05,7.846815E-05,8.041017E-05,8.211001E-05,8.355023E-05,8.474285E-05,8.571304E-05,8.649050E-05,8.710503E-05,8.758431E-05,8.795301E-05,8.823238E-05,8.844030E-05,8.859141E-05,8.869733E-05,8.876687E-05,8.880617E-05,8.881887E-05
    4.712389,1.088635E-03,1.220185E-03,1.572366E-03,2.092374E-03,2.776376E-03,3.664427E-03,4.837696E-03,6.432559E-03,8.676335E-03,1.196176E-02,1.700596E-02,2.521607E-02,3.962371E-02,6.763286E-02,1.308222E-01,3.108719E-01,1.054215E+00,5.538547E+00,2.517137E+01,2.811230E+01,8.123154E+00,1.428166E+00,3.726640E-01,1.450569E-01,7.141398E-02,4.044896E-02,2.511305E-02,1.663433E-02,1.156146E-02,8.340040E-03,6.196719E-03,4.716161E-03,3.661336E-03,2.890119E-03,2.313710E-03,1.874661E-03,1.534687E-03,1.267603E-03,1.055090E-03,8.840719E-04,7.450496E-04,6.310098E-04,5.367007E-04,4.581371E-04,3.922599E-04,3.366949E-04,2.895813E-04,2.494475E-04,2.151201E-04,1.856561E-04,1.602925E-04,1.384080E-04,1.194937E-04,1.031311E-04,8.897468E-05,7.673891E-05,6.618872E-05,5.713278E-05,4.941971E-05,4.293707E-05,3.761285E-05,3.341791E-05,3.036534E-05,2.849963E-05,2.787044E-05
    4.908739,6.453612E-04,7.266594E-04,9.435531E-04,1.263289E-03,1.684217E-03,2.231506E-03,2.954809E-03,3.935963E-03,5.308562E-03,7.297593E-03,1.030070E-02,1.506565E-02,2.311395E-02,3.787739E-02,6.826264E-02,1.425444E-01,3.819195E-01,1.555695E+00,9.210195E+00,2.896059E+01,2.395652E+01,4.795797E+00,9.220512E-01,2.791915E-01,1.196694E-01,6.273176E-02,3.721578E-02,2.399021E-02,1.641414E-02,1.174589E-02,8.704790E-03,6.634758E-03,5.174715E-03,4.114189E-03,3.324583E-03,2.724178E-03,2.259276E-03,1.893568E-03,1.601880E-03,1.366373E-03,1.174157E-03,1.015756E-03,8.840974E-04,7.738249E-04,6.808331E-04,6.019385E-04,5.346469E-04,4.769858E-04,4.273825E-04,3.845731E-04,3.475355E-04,3.154382E-04,2.876020E-04,2.634700E-04,2.425847E-04,2.245702E-04,2.091181E-04,1.959763E-04,1.849404E-04,1.758467E-04,1.685657E-04,1.629983E-04,1.590712E-04,1.567343E-04,1.559585E-04
    5.105088,4.468728E-04,4.522932E-04,4.695547E-04,5.019030E-04,5.555836E-04,6.411762E-04,7.757218E-04,9.862986E-04,1.316701E-03,1.840777E-03,2.690087E-03,4.114129E-03,6.621742E-03,1.134815E-02,2.113941E-02,4.435825E-02,1.118266E-01,3.815816E-01,2.048102E+00,1.395426E+01,3.099304E+01,1.886531E+01,2.857517E+00,5.107208E-01,1.504661E-01,6.322978E-02,3.293786E-02,1.966133E-02,1.286426E-02,8.982720E-03,6.581196E-03,5.002208E-03,3.913575E-03,3.134002E-03,2.558210E-03,2.121874E-03,1.783990E-03,1.517473E-03,1.303878E-03,1.130309E-03,9.875406E-04,8.688392E-04,7.692030E-04,6.848572E-04,6.129128E-04,5.511311E-04,4.977582E-04,4.514063E-04,4.109683E-04,3.755544E-04,3.444458E-04,3.170592E-04,2.929204E-04,2.716439E-04,2.529174E-04,2.364894E-04,2.221598E-04,2.097716E-04,1.992049E-04,1.903704E-04,1.832045E-04,1.776641E-04,1.737219E-04,1.713619E-04,1.705760E-04
    5.301438,1.352740E-03,1.376034E-03,1.446875E-03,1.568434E-03,1.746925E-03,1.992980E-03,2.323737E-03,2.766146E-03,3.362558E-03,4.180668E-03,5.332181E-03,7.009860E-03,9.566406E-03,1.369732E-02,2.091322E-02,3.494136E-02,6.673258E-02,1.575825E-01,5.303202E-01,2.945160E+00,1.921670E+01,3.092122E+01,1.361642E+01,2.010644E+00,3.806002E-01,1.133179E-01,4.553628E-02,2.190928E-02,1.182505E-02,6.899279E-03,4.253563E-03,2.730293E-03,1.806613E-03,1.224535E-03,8.476542E-04,5.997718E-04,4.363173E-04,3.299757E-04,2.628772E-04,2.222566E-04,1.984699E-04,1.844884E-04,1.756966E-04,1.693907E-04,1.641324E-04,1.592215E-04,1.543537E-04,1.494265E-04,1.444338E-04,1.394128E-04,1.344167E-04,1.295021E-04,1.247233E-04,1.201305E-04,1.157692E-04,1.116810E-04,1.079042E-04,1.044741E-04,1.014237E-04,9.878320E-05,9.658035E-05,9.483939E-05,9.358048E-05,9.281881E-05,9.256385E-05
    5.497787,2.012054E-03,2.039244E-03,2.122545E-03,2.267369E-03,2.483523E-03,2.786550E-03,3.200014E-03,3.759273E-03,4.517789E-03,5.557966E-03,7.010425E-03,9.089888E-03,1.216575E-02,1.691051E-02,2.463907E-02,3.817097E-02,6.434837E-02,1.229315E-01,2.876959E-01,9.551204E-01,4.973872E+00,2.426950E+01,2.875797E+01,8.928573E+00,1.523832E+00,3.801765E-01,1.435085E-01,6.924414E-02,3.864477E-02,2.370674E-02,1.553942E-02,1.069776E-02,7.647966E-03,5.633826E-03,4.252239E-03,3.274613E-03,2.564634E-03,2.037555E-03,1.638798E-03,1.332139E-03,1.092901E-03,9.038842E-04,7.528568E-04,6.309613E-04,5.316805E-04,4.501491E-04,3.826866E-04,3.264751E-04,2.793333E-04,2.395553E-04,2.057944E-04,1.769777E-04,1.522438E-04,1.308955E-04,1.123649E-04,9.618725E-05,8.198090E-05,6.943426E-05,5.829793E-05,4.838459E-05,3.958165E-05,3.188922E-05,2.550962E-05,2.100483E-05,1.931346E-05
    5.694137,1.130394E-03,1.150145E-03,1.210552E-03,1.315258E-03,1.470936E-03,1.688269E-03,1.983526E-03,2.381087E-03,2.917566E-03,3.648742E-03,4.661598E-03,6.096102E-03,8.186539E-03,1.134466E-02,1.633929E-02,2.472058E-02,3.994329E-02,7.083142E-02,1.447814E-01,3.756201E-01,1.460655E+00,8.389691E+00,2.833739E+01,2.487181E+01,5.342052E+00,1.020671E+00,3.033949E-01,1.284342E-01,6.674171E-02,3.932181E-02,2.519871E-02,1.715109E-02,1.221526E-02,9.013338E-03,6.842236E-03,5.316337E-03,4.211578E-03,3.391459E-03,2.769470E-03,2.288918E-03,1.911558E-03,1.610936E-03,1.368348E-03,1.170305E-03,1.006909E-03,8.707856E-04,7.563558E-04,6.593486E-04,5.764534E-04,5.050764E-04,4.431645E-04,3.890779E-04,3.414955E-04,2.993452E-04,2.617522E-04,2.280003E-04,1.975046E-04,1.697952E-04,1.445107E-04,1.214103E-04,1.004156E-04,8.171490E-05,6.599334E-05,5.481440E-05,5.061075E-05
    5.890486,2.617058E-05,2.489788E-05,2.733676E-05,4.659654E-05,8.515130E-05,1.436296E-04,2.265599E-04,3.420810E-04,5.029245E-04,7.288057E-04,1.050800E-03,1.519318E-03,2.219214E-03,3.299940E-03,5.039773E-03,7.993961E-03,1.337216E-02,2.413140E-02,4.872878E-02,1.174306E-01,3.804959E-01,1.941053E+00,1.295964E+01,3.075327E+01,1.990402E+01,3.133337E+00,5.732725E-01,1.730495E-01,7.426732E-02,3.922415E-02,2.357796E-02,1.545823E-02,1.078060E-02,7.872429E-03,5.956525E-03,4.635634E-03,3.691012E-03,2.994815E-03,2.468593E-03,2.062207E-03,1.742496E-03,1.486872E-03,1.279551E-03,1.109255E-03,9.677675E-04,8.489944E-04,7.483477E-04,6.623240E-04,5.882153E-04,5.239057E-04,4.677268E-04,4.183534E-04,3.747281E-04,3.360060E-04,3.015150E-04,2.707284E-04,2.432466E-04,2.187869E-04,1.971806E-04,1.783753E-04,1.624382E-04,1.495540E-04,1.400018E-04,1.340966E-04,1.320949E-04
    6.086836,5.017314E-04,5.173924E-04,5.632989E-04,6.372275E-04,7.377013E-04,8.652762E-04,1.023106E-03,1.217351E-03,1.457899E-03,1.759759E-03,2.145573E-03,2.650105E-03,3.328404E-03,4.271360E-03,5.637018E-03,7.718332E-03,1.110302E-02,1.709347E-02,2.897180E-02,5.656910E-02,1.374822E-01,4.759526E-01,2.699421E+00,1.817336E+01,3.110642E+01,1.462526E+01,2.126364E+00,3.851881E-01,1.096613E-01,4.238905E-02,1.974236E-02,1.038706E-02,5.959460E-03,3.655440E-03,2.372031E-03,1.621094E-03,1.165790E-03,8.821907E-04,7.012273E-04,5.825396E-04,5.019176E-04,4.447523E-04,4.022717E-04,3.692338E-04,3.424994E-04,3.201676E-04,3.010636E-04,2.844406E-04,2.698079E-04,2.568308E-04,2.452719E-04,2.349565E-04,2.257517E-04,2.175535E-04,2.102789E-04,2.038602E-04,1.982419E-04,1.933784E-04,1.892318E-04,1.857713E-04,1.829720E-04,1.808143E-04,1.792833E-04,1.783688E-04,1.780647E-04
