dt,nsteps,euler_err,rk2_err,rk4_err
1.000000E-01     10 1.920100E-02 6.615437E-04 3.332411E-07
5.000000E-02     20 9.393519E-03 1.591805E-04 1.997610E-08
2.500000E-02     40 4.647001E-03 3.904855E-05 1.222742E-09
1.250000E-02     80 2.311297E-03 9.670584E-06 7.562884E-11
6.250000E-03    160 1.152626E-03 2.406311E-06 4.702350E-12
