t,y_exact,euler_rk,y_rk2,y_rk4
  0.00000000  1.00000000E+00  1.00000000E+00  1.00000000E+00  1.00000000E+00
  0.00625000  9.93769491E-01  9.93750000E-01  9.93769531E-01  9.93769491E-01
  0.01250000  9.87577800E-01  9.87539063E-01  9.87577881E-01  9.87577800E-01
  0.01875000  9.81424688E-01  9.81366943E-01  9.81424808E-01  9.81424688E-01
  0.02500000  9.75309912E-01  9.75233400E-01  9.75310072E-01  9.75309912E-01
  0.03125000  9.69233234E-01  9.69138191E-01  9.69233433E-01  9.69233234E-01
  0.03750000  9.63194418E-01  9.63081078E-01  9.63194654E-01  9.63194418E-01
  0.04375000  9.57193226E-01  9.57061821E-01  9.57193500E-01  9.57193226E-01
  0.05000000  9.51229425E-01  9.51080184E-01  9.51229736E-01  9.51229425E-01
  0.05625000  9.45302781E-01  9.45135933E-01  9.45303128E-01  9.45302781E-01
  0.06250000  9.39413063E-01  9.39228834E-01  9.39413447E-01  9.39413063E-01
  0.06875000  9.33560041E-01  9.33358653E-01  9.33560461E-01  9.33560041E-01
  0.07500000  9.27743486E-01  9.27525162E-01  9.27743941E-01  9.27743486E-01
  0.08125000  9.21963172E-01  9.21728130E-01  9.21963662E-01  9.21963172E-01
  0.08750000  9.16218872E-01  9.15967329E-01  9.16219396E-01  9.16218872E-01
  0.09375000  9.10510361E-01  9.10242533E-01  9.10510920E-01  9.10510361E-01
  0.10000000  9.04837418E-01  9.04553517E-01  9.04838010E-01  9.04837418E-01
  0.10625000  8.99199820E-01  8.98900058E-01  8.99200445E-01  8.99199820E-01
  0.11250000  8.93597347E-01  8.93281932E-01  8.93598005E-01  8.93597347E-01
  0.11875000  8.88029780E-01  8.87698920E-01  8.88030470E-01  8.88029780E-01
  0.12500000  8.82496903E-01  8.82150802E-01  8.82497624E-01  8.82496903E-01
  0.13125000  8.76998497E-01  8.76637359E-01  8.76999250E-01  8.76998497E-01
  0.13750000  8.71534350E-01  8.71158376E-01  8.71535134E-01  8.71534350E-01
  0.14375000  8.66104247E-01  8.65713636E-01  8.66105061E-01  8.66104247E-01
  0.15000000  8.60707976E-01  8.60302926E-01  8.60708821E-01  8.60707976E-01
  0.15625000  8.55345327E-01  8.54926033E-01  8.55346201E-01  8.55345327E-01
  0.16250000  8.50016090E-01  8.49582745E-01  8.50016994E-01  8.50016090E-01
  0.16875000  8.44720057E-01  8.44272853E-01  8.44720989E-01  8.44720057E-01
  0.17500000  8.39457021E-01  8.38996147E-01  8.39457982E-01  8.39457021E-01
  0.18125000  8.34226776E-01  8.33752422E-01  8.34227765E-01  8.34226776E-01
  0.18750000  8.29029118E-01  8.28541469E-01  8.29030135E-01  8.29029118E-01
  0.19375000  8.23863844E-01  8.23363085E-01  8.23864889E-01  8.23863844E-01
  0.20000000  8.18730753E-01  8.18217065E-01  8.18731824E-01  8.18730753E-01
  0.20625000  8.13629643E-01  8.13103209E-01  8.13630741E-01  8.13629643E-01
  0.21250000  8.08560316E-01  8.08021314E-01  8.08561440E-01  8.08560316E-01
  0.21875000  8.03522574E-01  8.02971180E-01  8.03523723E-01  8.03522574E-01
  0.22500000  7.98516219E-01  7.97952611E-01  7.98517394E-01  7.98516219E-01
  0.23125000  7.93541056E-01  7.92965407E-01  7.93542256E-01  7.93541056E-01
  0.23750000  7.88596891E-01  7.88009373E-01  7.88598116E-01  7.88596891E-01
  0.24375000  7.83683531E-01  7.83084314E-01  7.83684780E-01  7.83683531E-01
  0.25000000  7.78800783E-01  7.78190037E-01  7.78802057E-01  7.78800783E-01
  0.25625000  7.73948457E-01  7.73326350E-01  7.73949755E-01  7.73948457E-01
  0.26250000  7.69126364E-01  7.68493060E-01  7.69127685E-01  7.69126364E-01
  0.26875000  7.64334315E-01  7.63689978E-01  7.64335659E-01  7.64334315E-01
  0.27500000  7.59572123E-01  7.58916916E-01  7.59573490E-01  7.59572123E-01
  0.28125000  7.54839602E-01  7.54173685E-01  7.54840991E-01  7.54839602E-01
  0.28750000  7.50136567E-01  7.49460100E-01  7.50137977E-01  7.50136567E-01
  0.29375000  7.45462834E-01  7.44775974E-01  7.45464266E-01  7.45462834E-01
  0.30000000  7.40818221E-01  7.40121124E-01  7.40819674E-01  7.40818221E-01
  0.30625000  7.36202546E-01  7.35495367E-01  7.36204021E-01  7.36202546E-01
  0.31250000  7.31615629E-01  7.30898521E-01  7.31617124E-01  7.31615629E-01
  0.31875000  7.27057291E-01  7.26330405E-01  7.27058807E-01  7.27057291E-01
  0.32500000  7.22527354E-01  7.21790840E-01  7.22528890E-01  7.22527354E-01
  0.33125000  7.18025640E-01  7.17279648E-01  7.18027196E-01  7.18025640E-01
  0.33750000  7.13551975E-01  7.12796650E-01  7.13553550E-01  7.13551975E-01
  0.34375000  7.09106182E-01  7.08341671E-01  7.09107777E-01  7.09106182E-01
  0.35000000  7.04688090E-01  7.03914535E-01  7.04689703E-01  7.04688090E-01
  0.35625000  7.00297524E-01  6.99515070E-01  7.00299156E-01  7.00297524E-01
  0.36250000  6.95934314E-01  6.95143100E-01  6.95935964E-01  6.95934314E-01
  0.36875000  6.91598288E-01  6.90798456E-01  6.91599957E-01  6.91598288E-01
  0.37500000  6.87289279E-01  6.86480966E-01  6.87290965E-01  6.87289279E-01
  0.38125000  6.83007116E-01  6.82190460E-01  6.83008820E-01  6.83007116E-01
  0.38750000  6.78751634E-01  6.77926769E-01  6.78753355E-01  6.78751634E-01
  0.39375000  6.74522666E-01  6.73689727E-01  6.74524403E-01  6.74522666E-01
  0.40000000  6.70320046E-01  6.69479166E-01  6.70321800E-01  6.70320046E-01
  0.40625000  6.66143611E-01  6.65294921E-01  6.66145381E-01  6.66143611E-01
  0.41250000  6.61993197E-01  6.61136828E-01  6.61994983E-01  6.61993197E-01
  0.41875000  6.57868642E-01  6.57004723E-01  6.57870444E-01  6.57868642E-01
  0.42500000  6.53769785E-01  6.52898443E-01  6.53771603E-01  6.53769785E-01
  0.43125000  6.49696466E-01  6.48817828E-01  6.49698299E-01  6.49696466E-01
  0.43750000  6.45648526E-01  6.44762717E-01  6.45650374E-01  6.45648526E-01
  0.44375000  6.41625807E-01  6.40732950E-01  6.41627670E-01  6.41625807E-01
  0.45000000  6.37628152E-01  6.36728369E-01  6.37630028E-01  6.37628152E-01
  0.45625000  6.33655403E-01  6.32748816E-01  6.33657294E-01  6.33655403E-01
  0.46250000  6.29707408E-01  6.28794136E-01  6.29709313E-01  6.29707408E-01
  0.46875000  6.25784010E-01  6.24864173E-01  6.25785928E-01  6.25784010E-01
  0.47500000  6.21885056E-01  6.20958772E-01  6.21886989E-01  6.21885056E-01
  0.48125000  6.18010396E-01  6.17077780E-01  6.18012341E-01  6.18010396E-01
  0.48750000  6.14159876E-01  6.13221043E-01  6.14161835E-01  6.14159876E-01
  0.49375000  6.10333347E-01  6.09388412E-01  6.10335319E-01  6.10333347E-01
  0.50000000  6.06530660E-01  6.05579734E-01  6.06532643E-01  6.06530660E-01
  0.50625000  6.02751665E-01  6.01794861E-01  6.02753661E-01  6.02751665E-01
  0.51250000  5.98996215E-01  5.98033643E-01  5.98998223E-01  5.98996215E-01
  0.51875000  5.95264163E-01  5.94295933E-01  5.95266183E-01  5.95264163E-01
  0.52500000  5.91555364E-01  5.90581583E-01  5.91557396E-01  5.91555364E-01
  0.53125000  5.87869673E-01  5.86890448E-01  5.87871716E-01  5.87869673E-01
  0.53750000  5.84206946E-01  5.83222383E-01  5.84209000E-01  5.84206946E-01
  0.54375000  5.80567039E-01  5.79577243E-01  5.80569104E-01  5.80567039E-01
  0.55000000  5.76949810E-01  5.75954885E-01  5.76951886E-01  5.76949810E-01
  0.55625000  5.73355119E-01  5.72355167E-01  5.73357205E-01  5.73355119E-01
