x,y,distance
  0.0600,  0.0200,5.830726E-01
  0.0700,  0.0200,5.763156E-01
  0.0800,  0.0200,5.696415E-01
  0.0900,  0.0200,5.630530E-01
  0.1000,  0.0200,5.565526E-01
  0.1100,  0.0200,5.501433E-01
  0.1200,  0.0200,5.438278E-01
  0.1300,  0.0200,5.376089E-01
  0.1400,  0.0200,5.314899E-01
  0.1500,  0.0200,5.254736E-01
  0.1600,  0.0200,5.195633E-01
  0.1700,  0.0200,5.137622E-01
  0.1800,  0.0200,5.080736E-01
  0.1900,  0.0200,5.025009E-01
  0.2000,  0.0200,4.970476E-01
  0.2100,  0.0200,4.917171E-01
  0.2200,  0.0200,4.865130E-01
  0.2300,  0.0200,4.814391E-01
  0.2400,  0.0200,4.764991E-01
  0.2500,  0.0200,4.716966E-01
  0.2600,  0.0200,4.670357E-01
  0.2700,  0.0200,4.625202E-01
  0.2800,  0.0200,4.581540E-01
  0.2900,  0.0200,4.539413E-01
  0.3000,  0.0200,4.498861E-01
  0.3100,  0.0200,4.459926E-01
  0.3200,  0.0200,4.422652E-01
  0.3300,  0.0200,4.387083E-01
  0.3400,  0.0200,4.353264E-01
  0.3500,  0.0200,4.321243E-01
  0.3600,  0.0200,4.291070E-01
  0.3700,  0.0200,4.262797E-01
  0.3800,  0.0200,4.236481E-01
  0.3900,  0.0200,4.212180E-01
  0.4000,  0.0200,4.189959E-01
  0.4100,  0.0200,4.169889E-01
  0.4200,  0.0200,4.152047E-01
  0.4300,  0.0200,4.136519E-01
  0.4400,  0.0200,4.123403E-01
  0.4500,  0.0200,4.112819E-01
  0.4600,  0.0200,4.104927E-01
  0.4700,  0.0200,4.100000E-01
  0.4800,  0.0200,4.100000E-01
  0.4900,  0.0200,4.100000E-01
  0.5000,  0.0200,4.100000E-01
  0.5100,  0.0200,4.100000E-01
  0.5200,  0.0200,4.100000E-01
  0.5300,  0.0200,4.100000E-01
  0.5400,  0.0200,4.104927E-01
  0.5500,  0.0200,4.112819E-01
  0.5600,  0.0200,4.123403E-01
  0.5700,  0.0200,4.136519E-01
  0.5800,  0.0200,4.152047E-01
  0.5900,  0.0200,4.169889E-01
  0.6000,  0.0200,4.189959E-01
  0.6100,  0.0200,4.212180E-01
  0.6200,  0.0200,4.236481E-01
  0.6300,  0.0200,4.262797E-01
  0.6400,  0.0200,4.291070E-01
  0.6500,  0.0200,4.321243E-01
  0.6600,  0.0200,4.353264E-01
  0.6700,  0.0200,4.387082E-01
  0.6800,  0.0200,4.422652E-01
  0.6900,  0.0200,4.459926E-01
  0.7000,  0.0200,4.498860E-01
  0.7100,  0.0200,4.539412E-01
  0.7200,  0.0200,4.581539E-01
  0.7300,  0.0200,4.625201E-01
  0.7400,  0.0200,4.670356E-01
  0.7500,  0.0200,4.716965E-01
  0.7600,  0.0200,4.764988E-01
  0.7700,  0.0200,4.814388E-01
  0.7800,  0.0200,4.865126E-01
  0.7900,  0.0200,4.917165E-01
  0.8000,  0.0200,4.970468E-01
  0.8100,  0.0200,5.025000E-01
  0.8200,  0.0200,5.080724E-01
  0.8300,  0.0200,5.137607E-01
  0.8400,  0.0200,5.195615E-01
  0.8500,  0.0200,5.254714E-01
  0.8600,  0.0200,5.314872E-01
  0.8700,  0.0200,5.376057E-01
  0.8800,  0.0200,5.438239E-01
  0.8900,  0.0200,5.501387E-01
  0.9000,  0.0200,5.565473E-01
  0.9100,  0.0200,5.630467E-01
  0.9200,  0.0200,5.696342E-01
  0.9300,  0.0200,5.763072E-01
  0.9400,  0.0200,5.830629E-01
  0.9500,  0.0200,5.898989E-01
  0.9600,  0.0200,5.968127E-01
  0.9700,  0.0200,6.038020E-01
  0.9800,  0.0200,6.108643E-01
  0.9900,  0.0200,6.179976E-01
  1.0000,  0.0200,6.251995E-01
  0.0000,  0.0300,6.182847E-01
  0.0100,  0.0300,6.110097E-01
  0.0200,  0.0300,6.038027E-01
  0.0300,  0.0300,5.966661E-01
  0.0400,  0.0300,5.896020E-01
  0.0500,  0.0300,5.826128E-01
  0.0600,  0.0300,5.757009E-01
  0.0700,  0.0300,5.688687E-01
  0.0800,  0.0300,5.621188E-01
  0.0900,  0.0300,5.554539E-01
  0.1000,  0.0300,5.488767E-01
  0.1100,  0.0300,5.423900E-01
  0.1200,  0.0300,5.359966E-01
  0.1300,  0.0300,5.296997E-01
  0.1400,  0.0300,5.235021E-01
  0.1500,  0.0300,5.174071E-01
  0.1600,  0.0300,5.114179E-01
  0.1700,  0.0300,5.055379E-01
  0.1800,  0.0300,4.997703E-01
  0.1900,  0.0300,4.941187E-01
  0.2000,  0.0300,4.885867E-01
  0.2100,  0.0300,4.831779E-01
  0.2200,  0.0300,4.778959E-01
  0.2300,  0.0300,4.727445E-01
  0.2400,  0.0300,4.677277E-01
  0.2500,  0.0300,4.628493E-01
  0.2600,  0.0300,4.581133E-01
  0.2700,  0.0300,4.535237E-01
  0.2800,  0.0300,4.490847E-01
  0.2900,  0.0300,4.448004E-01
  0.3000,  0.0300,4.406751E-01
  0.3100,  0.0300,4.367132E-01
  0.3200,  0.0300,4.329192E-01
  0.3300,  0.0300,4.292975E-01
  0.3400,  0.0300,4.258529E-01
  0.3500,  0.0300,4.225904E-01
  0.3600,  0.0300,4.195150E-01
  0.3700,  0.0300,4.166322E-01
  0.3800,  0.0300,4.139478E-01
  0.3900,  0.0300,4.114680E-01
  0.4000,  0.0300,4.091994E-01
  0.4100,  0.0300,4.071494E-01
  0.4200,  0.0300,4.053260E-01
  0.4300,  0.0300,4.037382E-01
  0.4400,  0.0300,4.023965E-01
  0.4500,  0.0300,4.013131E-01
  0.4600,  0.0300,4.005048E-01
  0.4700,  0.0300,4.000000E-01
  0.4800,  0.0300,4.000000E-01
  0.4900,  0.0300,4.000000E-01
  0.5000,  0.0300,4.000000E-01
  0.5100,  0.0300,4.000000E-01
  0.5200,  0.0300,4.000000E-01
  0.5300,  0.0300,4.000000E-01
  0.5400,  0.0300,4.005048E-01
  0.5500,  0.0300,4.013131E-01
  0.5600,  0.0300,4.023965E-01
  0.5700,  0.0300,4.037382E-01
  0.5800,  0.0300,4.053260E-01
  0.5900,  0.0300,4.071494E-01
  0.6000,  0.0300,4.091994E-01
  0.6100,  0.0300,4.114680E-01
  0.6200,  0.0300,4.139478E-01
  0.6300,  0.0300,4.166322E-01
  0.6400,  0.0300,4.195150E-01
  0.6500,  0.0300,4.225904E-01
  0.6600,  0.0300,4.258529E-01
  0.6700,  0.0300,4.292975E-01
  0.6800,  0.0300,4.329191E-01
  0.6900,  0.0300,4.367132E-01
  0.7000,  0.0300,4.406751E-01
  0.7100,  0.0300,4.448003E-01
  0.7200,  0.0300,4.490846E-01
  0.7300,  0.0300,4.535236E-01
  0.7400,  0.0300,4.581131E-01
  0.7500,  0.0300,4.628491E-01
  0.7600,  0.0300,4.677274E-01
  0.7700,  0.0300,4.727442E-01
  0.7800,  0.0300,4.778954E-01
  0.7900,  0.0300,4.831772E-01
  0.8000,  0.0300,4.885859E-01
  0.8100,  0.0300,4.941177E-01
  0.8200,  0.0300,4.997690E-01
  0.8300,  0.0300,5.055362E-01
  0.8400,  0.0300,5.114159E-01
  0.8500,  0.0300,5.174046E-01
  0.8600,  0.0300,5.234991E-01
  0.8700,  0.0300,5.296960E-01
  0.8800,  0.0300,5.359923E-01
  0.8900,  0.0300,5.423848E-01
  0.9000,  0.0300,5.488707E-01
  0.9100,  0.0300,5.554469E-01
  0.9200,  0.0300,5.621106E-01
  0.9300,  0.0300,5.688592E-01
  0.9400,  0.0300,5.756900E-01
  0.9500,  0.0300,5.826004E-01
  0.9600,  0.0300,5.895878E-01
  0.9700,  0.0300,5.966500E-01
  0.9800,  0.0300,6.037846E-01
  0.9900,  0.0300,6.109892E-01
  1.0000,  0.0300,6.182617E-01
  0.0000,  0.0400,6.114236E-01
  0.0100,  0.0400,6.040771E-01
  0.0200,  0.0400,5.967978E-01
  0.0300,  0.0400,5.895881E-01
  0.0400,  0.0400,5.824501E-01
  0.0500,  0.0400,5.753861E-01
  0.0600,  0.0400,5.683988E-01
  0.0700,  0.0400,5.614904E-01
  0.0800,  0.0400,5.546637E-01
  0.0900,  0.0400,5.479213E-01
  0.1000,  0.0400,5.412660E-01
  0.1100,  0.0400,5.347007E-01
  0.1200,  0.0400,5.282282E-01
  0.1300,  0.0400,5.218517E-01
  0.1400,  0.0400,5.155742E-01
  0.1500,  0.0400,5.093990E-01
  0.1600,  0.0400,5.033294E-01
  0.1700,  0.0400,4.973687E-01
  0.1800,  0.0400,4.915205E-01
  0.1900,  0.0400,4.857883E-01
  0.2000,  0.0400,4.801758E-01
  0.2100,  0.0400,4.746866E-01
  0.2200,  0.0400,4.693248E-01
  0.2300,  0.0400,4.640940E-01
  0.2400,  0.0400,4.589984E-01
  0.2500,  0.0400,4.540419E-01
  0.2600,  0.0400,4.492287E-01
  0.2700,  0.0400,4.445629E-01
  0.2800,  0.0400,4.400489E-01
  0.2900,  0.0400,4.356909E-01
  0.3000,  0.0400,4.314935E-01
  0.3100,  0.0400,4.274609E-01
  0.3200,  0.0400,4.235980E-01
  0.3300,  0.0400,4.199094E-01
  0.3400,  0.0400,4.164001E-01
  0.3500,  0.0400,4.130750E-01
  0.3600,  0.0400,4.099395E-01
  0.3700,  0.0400,4.069993E-01
  0.3800,  0.0400,4.042602E-01
  0.3900,  0.0400,4.017287E-01
  0.4000,  0.0400,3.994118E-01
  0.4100,  0.0400,3.973170E-01
  0.4200,  0.0400,3.954528E-01
  0.4300,  0.0400,3.938287E-01
  0.4400,  0.0400,3.924553E-01
  0.4500,  0.0400,3.913459E-01
  0.4600,  0.0400,3.905176E-01
  0.4700,  0.0400,3.900000E-01
  0.4800,  0.0400,3.900000E-01
  0.4900,  0.0400,3.900000E-01
  0.5000,  0.0400,3.900000E-01
  0.5100,  0.0400,3.900000E-01
  0.5200,  0.0400,3.900000E-01
  0.5300,  0.0400,3.900000E-01
  0.5400,  0.0400,3.905176E-01
  0.5500,  0.0400,3.913459E-01
  0.5600,  0.0400,3.924553E-01
  0.5700,  0.0400,3.938287E-01
  0.5800,  0.0400,3.954528E-01
  0.5900,  0.0400,3.973170E-01
  0.6000,  0.0400,3.994118E-01
  0.6100,  0.0400,4.017287E-01
  0.6200,  0.0400,4.042602E-01
  0.6300,  0.0400,4.069993E-01
  0.6400,  0.0400,4.099395E-01
  0.6500,  0.0400,4.130750E-01
  0.6600,  0.0400,4.164001E-01
  0.6700,  0.0400,4.199094E-01
  0.6800,  0.0400,4.235980E-01
  0.6900,  0.0400,4.274609E-01
  0.7000,  0.0400,4.314934E-01
  0.7100,  0.0400,4.356909E-01
  0.7200,  0.0400,4.400488E-01
  0.7300,  0.0400,4.445628E-01
  0.7400,  0.0400,4.492285E-01
  0.7500,  0.0400,4.540417E-01
  0.7600,  0.0400,4.589981E-01
  0.7700,  0.0400,4.640936E-01
  0.7800,  0.0400,4.693242E-01
  0.7900,  0.0400,4.746859E-01
  0.8000,  0.0400,4.801748E-01
  0.8100,  0.0400,4.857871E-01
  0.8200,  0.0400,4.915189E-01
  0.8300,  0.0400,4.973668E-01
  0.8400,  0.0400,5.033270E-01
  0.8500,  0.0400,5.093962E-01
  0.8600,  0.0400,5.155708E-01
  0.8700,  0.0400,5.218476E-01
  0.8800,  0.0400,5.282233E-01
  0.8900,  0.0400,5.346949E-01
  0.9000,  0.0400,5.412592E-01
  0.9100,  0.0400,5.479134E-01
  0.9200,  0.0400,5.546545E-01
  0.9300,  0.0400,5.614798E-01
  0.9400,  0.0400,5.683865E-01
  0.9500,  0.0400,5.753722E-01
  0.9600,  0.0400,5.824342E-01
  0.9700,  0.0400,5.895701E-01
  0.9800,  0.0400,5.967775E-01
  0.9900,  0.0400,6.040543E-01
  1.0000,  0.0400,6.113981E-01
  0.0000,  0.0500,6.046392E-01
  0.0100,  0.0500,5.972205E-01
  0.0200,  0.0500,5.898683E-01
  0.0300,  0.0500,5.825846E-01
  0.0400,  0.0500,5.753719E-01
  0.0500,  0.0500,5.682324E-01
  0.0600,  0.0500,5.611686E-01
  0.0700,  0.0500,5.541831E-01
  0.0800,  0.0500,5.472786E-01
  0.0900,  0.0500,5.404576E-01
  0.1000,  0.0500,5.337231E-01
  0.1100,  0.0500,5.270779E-01
  0.1200,  0.0500,5.205250E-01
  0.1300,  0.0500,5.140675E-01
  0.1400,  0.0500,5.077087E-01
  0.1500,  0.0500,5.014517E-01
  0.1600,  0.0500,4.953000E-01
  0.1700,  0.0500,4.892571E-01
  0.1800,  0.0500,4.833265E-01
  0.1900,  0.0500,4.775118E-01
  0.2000,  0.0500,4.718169E-01
  0.2100,  0.0500,4.662457E-01
  0.2200,  0.0500,4.608019E-01
  0.2300,  0.0500,4.554897E-01
  0.2400,  0.0500,4.503131E-01
  0.2500,  0.0500,4.452765E-01
  0.2600,  0.0500,4.403839E-01
  0.2700,  0.0500,4.356397E-01
  0.2800,  0.0500,4.310485E-01
  0.2900,  0.0500,4.266145E-01
  0.3000,  0.0500,4.223426E-01
  0.3100,  0.0500,4.182372E-01
  0.3200,  0.0500,4.143032E-01
  0.3300,  0.0500,4.105455E-01
  0.3400,  0.0500,4.069691E-01
  0.3500,  0.0500,4.035793E-01
  0.3600,  0.0500,4.003815E-01
  0.3700,  0.0500,3.973817E-01
  0.3800,  0.0500,3.945859E-01
  0.3900,  0.0500,3.920008E-01
  0.4000,  0.0500,3.896336E-01
  0.4100,  0.0500,3.874923E-01
  0.4200,  0.0500,3.855856E-01
  0.4300,  0.0500,3.839234E-01
  0.4400,  0.0500,3.825171E-01
  0.4500,  0.0500,3.813802E-01
  0.4600,  0.0500,3.805310E-01
  0.4700,  0.0500,3.800000E-01
  0.4800,  0.0500,3.800000E-01
  0.4900,  0.0500,3.800000E-01
  0.5000,  0.0500,3.800000E-01
  0.5100,  0.0500,3.800000E-01
  0.5200,  0.0500,3.800000E-01
  0.5300,  0.0500,3.800000E-01
  0.5400,  0.0500,3.805310E-01
  0.5500,  0.0500,3.813802E-01
  0.5600,  0.0500,3.825171E-01
  0.5700,  0.0500,3.839234E-01
  0.5800,  0.0500,3.855856E-01
  0.5900,  0.0500,3.874923E-01
  0.6000,  0.0500,3.896336E-01
  0.6100,  0.0500,3.920008E-01
  0.6200,  0.0500,3.945859E-01
  0.6300,  0.0500,3.973817E-01
  0.6400,  0.0500,4.003815E-01
  0.6500,  0.0500,4.035793E-01
  0.6600,  0.0500,4.069691E-01
  0.6700,  0.0500,4.105454E-01
  0.6800,  0.0500,4.143032E-01
  0.6900,  0.0500,4.182372E-01
  0.7000,  0.0500,4.223425E-01
  0.7100,  0.0500,4.266145E-01
  0.7200,  0.0500,4.310484E-01
  0.7300,  0.0500,4.356396E-01
  0.7400,  0.0500,4.403837E-01
  0.7500,  0.0500,4.452762E-01
  0.7600,  0.0500,4.503128E-01
  0.7700,  0.0500,4.554892E-01
  0.7800,  0.0500,4.608012E-01
  0.7900,  0.0500,4.662448E-01
  0.8000,  0.0500,4.718158E-01
  0.8100,  0.0500,4.775104E-01
  0.8200,  0.0500,4.833247E-01
  0.8300,  0.0500,4.892549E-01
  0.8400,  0.0500,4.952974E-01
  0.8500,  0.0500,5.014485E-01
  0.8600,  0.0500,5.077048E-01
  0.8700,  0.0500,5.140629E-01
  0.8800,  0.0500,5.205194E-01
  0.8900,  0.0500,5.270713E-01
  0.9000,  0.0500,5.337154E-01
  0.9100,  0.0500,5.404486E-01
  0.9200,  0.0500,5.472682E-01
  0.9300,  0.0500,5.541712E-01
  0.9400,  0.0500,5.611549E-01
  0.9500,  0.0500,5.682167E-01
  0.9600,  0.0500,5.753540E-01
  0.9700,  0.0500,5.825644E-01
  0.9800,  0.0500,5.898455E-01
  0.9900,  0.0500,5.971950E-01
  1.0000,  0.0500,6.046107E-01
  0.0000,  0.0600,5.979337E-01
  0.0100,  0.0600,5.904423E-01
  0.0200,  0.0600,5.830164E-01
  0.0300,  0.0600,5.756581E-01
  0.0400,  0.0600,5.683699E-01
  0.0500,  0.0600,5.611540E-01
  0.0600,  0.0600,5.540130E-01
  0.0700,  0.0600,5.469494E-01
  0.0800,  0.0600,5.399659E-01
  0.0900,  0.0600,5.330653E-01
  0.1000,  0.0600,5.262504E-01
  0.1100,  0.0600,5.195241E-01
  0.1200,  0.0600,5.128895E-01
  0.1300,  0.0600,5.063497E-01
  0.1400,  0.0600,4.999080E-01
  0.1500,  0.0600,4.935678E-01
  0.1600,  0.0600,4.873324E-01
  0.1700,  0.0600,4.812055E-01
  0.1800,  0.0600,4.751907E-01
  0.1900,  0.0600,4.692918E-01
  0.2000,  0.0600,4.635127E-01
  0.2100,  0.0600,4.578572E-01
  0.2200,  0.0600,4.523296E-01
  0.2300,  0.0600,4.469338E-01
  0.2400,  0.0600,4.416742E-01
  0.2500,  0.0600,4.365551E-01
  0.2600,  0.0600,4.315808E-01
  0.2700,  0.0600,4.267560E-01
  0.2800,  0.0600,4.220852E-01
  0.2900,  0.0600,4.175730E-01
  0.3000,  0.0600,4.132241E-01
  0.3100,  0.0600,4.090435E-01
  0.3200,  0.0600,4.050361E-01
  0.3300,  0.0600,4.012069E-01
  0.3400,  0.0600,3.975611E-01
  0.3500,  0.0600,3.941043E-01
  0.3600,  0.0600,3.908421E-01
  0.3700,  0.0600,3.877805E-01
  0.3800,  0.0600,3.849258E-01
  0.3900,  0.0600,3.822850E-01
  0.4000,  0.0600,3.798656E-01
  0.4100,  0.0600,3.776758E-01
  0.4200,  0.0600,3.757247E-01
  0.4300,  0.0600,3.740228E-01
  0.4400,  0.0600,3.725819E-01
  0.4500,  0.0600,3.714163E-01
  0.4600,  0.0600,3.705451E-01
  0.4700,  0.0600,3.700000E-01
  0.4800,  0.0600,3.700000E-01
  0.4900,  0.0600,3.700000E-01
  0.5000,  0.0600,3.700000E-01
  0.5100,  0.0600,3.700000E-01
  0.5200,  0.0600,3.700000E-01
  0.5300,  0.0600,3.700000E-01
  0.5400,  0.0600,3.705451E-01
  0.5500,  0.0600,3.714163E-01
  0.5600,  0.0600,3.725819E-01
  0.5700,  0.0600,3.740228E-01
  0.5800,  0.0600,3.757247E-01
  0.5900,  0.0600,3.776758E-01
  0.6000,  0.0600,3.798656E-01
  0.6100,  0.0600,3.822850E-01
  0.6200,  0.0600,3.849258E-01
  0.6300,  0.0600,3.877805E-01
  0.6400,  0.0600,3.908421E-01
  0.6500,  0.0600,3.941043E-01
  0.6600,  0.0600,3.975611E-01
  0.6700,  0.0600,4.012068E-01
  0.6800,  0.0600,4.050360E-01
  0.6900,  0.0600,4.090435E-01
  0.7000,  0.0600,4.132241E-01
  0.7100,  0.0600,4.175729E-01
  0.7200,  0.0600,4.220851E-01
  0.7300,  0.0600,4.267559E-01
  0.7400,  0.0600,4.315806E-01
  0.7500,  0.0600,4.365547E-01
  0.7600,  0.0600,4.416738E-01
  0.7700,  0.0600,4.469332E-01
  0.7800,  0.0600,4.523288E-01
  0.7900,  0.0600,4.578563E-01
  0.8000,  0.0600,4.635114E-01
  0.8100,  0.0600,4.692902E-01
  0.8200,  0.0600,4.751887E-01
  0.8300,  0.0600,4.812030E-01
  0.8400,  0.0600,4.873294E-01
  0.8500,  0.0600,4.935641E-01
  0.8600,  0.0600,4.999036E-01
  0.8700,  0.0600,5.063444E-01
  0.8800,  0.0600,5.128832E-01
  0.8900,  0.0600,5.195166E-01
  0.9000,  0.0600,5.262417E-01
  0.9100,  0.0600,5.330552E-01
