x,y,u
 0.00000, 0.00000, 0.00000000E+00
 0.02500, 0.00000, 0.00000000E+00
 0.05000, 0.00000, 0.00000000E+00
 0.07500, 0.00000, 0.00000000E+00
 0.10000, 0.00000, 0.00000000E+00
 0.12500, 0.00000, 0.00000000E+00
 0.15000, 0.00000, 0.00000000E+00
 0.17500, 0.00000, 0.00000000E+00
 0.20000, 0.00000, 0.00000000E+00
 0.22500, 0.00000, 0.00000000E+00
 0.25000, 0.00000, 0.00000000E+00
 0.27500, 0.00000, 0.00000000E+00
 0.30000, 0.00000, 0.00000000E+00
 0.32500, 0.00000, 0.00000000E+00
 0.35000, 0.00000, 0.00000000E+00
 0.37500, 0.00000, 0.00000000E+00
 0.40000, 0.00000, 0.00000000E+00
 0.42500, 0.00000, 0.00000000E+00
 0.45000, 0.00000, 0.00000000E+00
 0.47500, 0.00000, 0.00000000E+00
 0.50000, 0.00000, 0.00000000E+00
 0.52500, 0.00000, 0.00000000E+00
 0.55000, 0.00000, 0.00000000E+00
 0.57500, 0.00000, 0.00000000E+00
 0.60000, 0.00000, 0.00000000E+00
 0.62500, 0.00000, 0.00000000E+00
 0.65000, 0.00000, 0.00000000E+00
 0.67500, 0.00000, 0.00000000E+00
 0.70000, 0.00000, 0.00000000E+00
 0.72500, 0.00000, 0.00000000E+00
 0.75000, 0.00000, 0.00000000E+00
 0.77500, 0.00000, 0.00000000E+00
 0.80000, 0.00000, 0.00000000E+00
 0.82500, 0.00000, 0.00000000E+00
 0.85000, 0.00000, 0.00000000E+00
 0.87500, 0.00000, 0.00000000E+00
 0.90000, 0.00000, 0.00000000E+00
 0.92500, 0.00000, 0.00000000E+00
 0.95000, 0.00000, 0.00000000E+00
 0.97500, 0.00000, 0.00000000E+00
 1.00000, 0.00000, 0.00000000E+00
 0.00000, 0.02500, 0.00000000E+00
 0.02500, 0.02500, 6.14369680E-03
 0.05000, 0.02500, 1.22495157E-02
 0.07500, 0.02500, 1.82798122E-02
 0.10000, 0.02500, 2.41974076E-02
 0.12500, 0.02500, 2.99658179E-02
 0.15000, 0.02500, 3.55494790E-02
 0.17500, 0.02500, 4.09139658E-02
 0.20000, 0.02500, 4.60262043E-02
 0.22500, 0.02500, 5.08546760E-02
 0.25000, 0.02500, 5.53696117E-02
 0.27500, 0.02500, 5.95431753E-02
 0.30000, 0.02500, 6.33496355E-02
 0.32500, 0.02500, 6.67655241E-02
 0.35000, 0.02500, 6.97697810E-02
 0.37500, 0.02500, 7.23438840E-02
 0.40000, 0.02500, 7.44719630E-02
 0.42500, 0.02500, 7.61408975E-02
 0.45000, 0.02500, 7.73403980E-02
 0.47500, 0.02500, 7.80630693E-02
 0.50000, 0.02500, 7.83044558E-02
 0.52500, 0.02500, 7.80630693E-02
 0.55000, 0.02500, 7.73403980E-02
 0.57500, 0.02500, 7.61408975E-02
 0.60000, 0.02500, 7.44719630E-02
 0.62500, 0.02500, 7.23438840E-02
 0.65000, 0.02500, 6.97697810E-02
 0.67500, 0.02500, 6.67655241E-02
 0.70000, 0.02500, 6.33496355E-02
 0.72500, 0.02500, 5.95431753E-02
 0.75000, 0.02500, 5.53696117E-02
 0.77500, 0.02500, 5.08546760E-02
 0.80000, 0.02500, 4.60262043E-02
 0.82500, 0.02500, 4.09139658E-02
 0.85000, 0.02500, 3.55494790E-02
 0.87500, 0.02500, 2.99658179E-02
 0.90000, 0.02500, 2.41974076E-02
 0.92500, 0.02500, 1.82798122E-02
 0.95000, 0.02500, 1.22495156E-02
 0.97500, 0.02500, 6.14369681E-03
 1.00000, 0.02500, 9.60846804E-18
 0.00000, 0.05000, 0.00000000E+00
 0.02500, 0.05000, 1.22495157E-02
 0.05000, 0.05000, 2.44235090E-02
 0.07500, 0.05000, 3.64469232E-02
 0.10000, 0.05000, 4.82456301E-02
 0.12500, 0.05000, 5.97468866E-02
 0.15000, 0.05000, 7.08797837E-02
 0.17500, 0.05000, 8.15756834E-02
 0.20000, 0.05000, 9.17686418E-02
 0.22500, 0.05000, 1.01395816E-01
 0.25000, 0.05000, 1.10397851E-01
 0.27500, 0.05000, 1.18719247E-01
 0.30000, 0.05000, 1.26308699E-01
 0.32500, 0.05000, 1.33119417E-01
 0.35000, 0.05000, 1.39109408E-01
 0.37500, 0.05000, 1.44241744E-01
 0.40000, 0.05000, 1.48484782E-01
 0.42500, 0.05000, 1.51812361E-01
 0.45000, 0.05000, 1.54203967E-01
 0.47500, 0.05000, 1.55644854E-01
 0.50000, 0.05000, 1.56126139E-01
 0.52500, 0.05000, 1.55644854E-01
 0.55000, 0.05000, 1.54203967E-01
 0.57500, 0.05000, 1.51812361E-01
 0.60000, 0.05000, 1.48484782E-01
 0.62500, 0.05000, 1.44241744E-01
 0.65000, 0.05000, 1.39109408E-01
 0.67500, 0.05000, 1.33119417E-01
 0.70000, 0.05000, 1.26308699E-01
 0.72500, 0.05000, 1.18719247E-01
 0.75000, 0.05000, 1.10397851E-01
 0.77500, 0.05000, 1.01395816E-01
 0.80000, 0.05000, 9.17686418E-02
 0.82500, 0.05000, 8.15756834E-02
 0.85000, 0.05000, 7.08797837E-02
 0.87500, 0.05000, 5.97468866E-02
 0.90000, 0.05000, 4.82456301E-02
 0.92500, 0.05000, 3.64469233E-02
 0.95000, 0.05000, 2.44235089E-02
 0.97500, 0.05000, 1.22495157E-02
 1.00000, 0.05000, 1.91576967E-17
 0.00000, 0.07500, 0.00000000E+00
 0.02500, 0.07500, 1.82798122E-02
 0.05000, 0.07500, 3.64469232E-02
 0.07500, 0.07500, 5.43893269E-02
 0.10000, 0.07500, 7.19964023E-02
 0.12500, 0.07500, 8.91595959E-02
 0.15000, 0.07500, 1.05773091E-01
 0.17500, 0.07500, 1.21734460E-01
 0.20000, 0.07500, 1.36945295E-01
 0.22500, 0.07500, 1.51311817E-01
 0.25000, 0.07500, 1.64745452E-01
 0.27500, 0.07500, 1.77163375E-01
 0.30000, 0.07500, 1.88489028E-01
 0.32500, 0.07500, 1.98652583E-01
 0.35000, 0.07500, 2.07591379E-01
 0.37500, 0.07500, 2.15250306E-01
 0.40000, 0.07500, 2.21582142E-01
 0.42500, 0.07500, 2.26547851E-01
 0.45000, 0.07500, 2.30116817E-01
 0.47500, 0.07500, 2.32267036E-01
 0.50000, 0.07500, 2.32985252E-01
 0.52500, 0.07500, 2.32267036E-01
 0.55000, 0.07500, 2.30116817E-01
 0.57500, 0.07500, 2.26547851E-01
 0.60000, 0.07500, 2.21582142E-01
 0.62500, 0.07500, 2.15250306E-01
 0.65000, 0.07500, 2.07591379E-01
 0.67500, 0.07500, 1.98652583E-01
 0.70000, 0.07500, 1.88489028E-01
 0.72500, 0.07500, 1.77163375E-01
 0.75000, 0.07500, 1.64745452E-01
 0.77500, 0.07500, 1.51311817E-01
 0.80000, 0.07500, 1.36945295E-01
 0.82500, 0.07500, 1.21734460E-01
 0.85000, 0.07500, 1.05773091E-01
 0.87500, 0.07500, 8.91595959E-02
 0.90000, 0.07500, 7.19964023E-02
 0.92500, 0.07500, 5.43893269E-02
 0.95000, 0.07500, 3.64469232E-02
 0.97500, 0.07500, 1.82798122E-02
 1.00000, 0.07500, 2.85888118E-17
 0.00000, 0.10000, 0.00000000E+00
 0.02500, 0.10000, 2.41974076E-02
 0.05000, 0.10000, 4.82456301E-02
 0.07500, 0.10000, 7.19964023E-02
 0.10000, 0.10000, 9.53032927E-02
 0.12500, 0.10000, 1.18022607E-01
 0.15000, 0.10000, 1.40014272E-01
 0.17500, 0.10000, 1.61142703E-01
 0.20000, 0.10000, 1.81277635E-01
 0.22500, 0.10000, 2.00294931E-01
 0.25000, 0.10000, 2.18077341E-01
 0.27500, 0.10000, 2.34515233E-01
 0.30000, 0.10000, 2.49507259E-01
 0.32500, 0.10000, 2.62960991E-01
 0.35000, 0.10000, 2.74793481E-01
 0.37500, 0.10000, 2.84931778E-01
 0.40000, 0.10000, 2.93313375E-01
 0.42500, 0.10000, 2.99886598E-01
 0.45000, 0.10000, 3.04610920E-01
 0.47500, 0.10000, 3.07457215E-01
 0.50000, 0.10000, 3.08407934E-01
 0.52500, 0.10000, 3.07457215E-01
 0.55000, 0.10000, 3.04610920E-01
 0.57500, 0.10000, 2.99886598E-01
 0.60000, 0.10000, 2.93313375E-01
