x,y,T
-0.27000,-0.23000,  4.9074118847E-01
-0.27000,-0.22000,  4.8074118847E-01
-0.27000,-0.21000,  4.7074118847E-01
-0.27000,-0.20000,  4.6074118847E-01
-0.27000,-0.19000,  4.5074118847E-01
-0.27000,-0.18000,  4.4074118847E-01
-0.27000,-0.17000,  4.3074118847E-01
-0.27000,-0.16000,  4.2074118847E-01
-0.27000,-0.15000,  4.1074118847E-01
-0.27000,-0.14000,  4.0074118847E-01
-0.27000,-0.13000,  3.9074118847E-01
-0.27000,-0.12000,  3.8074118847E-01
-0.27000,-0.11000,  3.7074118847E-01
-0.27000,-0.10000,  3.6074118847E-01
-0.27000,-0.09000,  3.5074118847E-01
-0.27000,-0.08000,  3.4074118847E-01
-0.27000,-0.07000,  3.3074118847E-01
-0.27000,-0.06000,  3.2074118847E-01
-0.27000,-0.05000,  3.1074118847E-01
-0.27000,-0.04000,  3.0074118847E-01
-0.27000,-0.03000,  2.9074118847E-01
-0.27000,-0.02000,  2.8074118847E-01
-0.27000,-0.01000,  2.7074118847E-01
-0.27000, 0.00000,  2.7000000000E-01
-0.27000, 0.01000,  2.7074118847E-01
-0.27000, 0.02000,  2.8074118847E-01
-0.27000, 0.03000,  2.9074118847E-01
-0.27000, 0.04000,  3.0074118847E-01
-0.27000, 0.05000,  3.1074118847E-01
-0.27000, 0.06000,  3.2074118847E-01
-0.27000, 0.07000,  3.3074118847E-01
-0.27000, 0.08000,  3.4074118847E-01
-0.27000, 0.09000,  3.5074118847E-01
-0.27000, 0.10000,  3.6074118847E-01
-0.27000, 0.11000,  3.7074118847E-01
-0.27000, 0.12000,  3.8074118847E-01
-0.27000, 0.13000,  3.9074118847E-01
-0.27000, 0.14000,  4.0074118847E-01
-0.27000, 0.15000,  4.1074118847E-01
-0.27000, 0.16000,  4.2074118847E-01
-0.27000, 0.17000,  4.3074118847E-01
-0.27000, 0.18000,  4.4074118847E-01
-0.27000, 0.19000,  4.5074118847E-01
-0.27000, 0.20000,  4.6074118847E-01
-0.27000, 0.21000,  4.7074118847E-01
-0.27000, 0.22000,  4.8074118847E-01
-0.27000, 0.23000,  4.9074118847E-01
-0.27000, 0.24000,  5.0074118847E-01
-0.27000, 0.25000,  5.1074118847E-01
-0.27000, 0.26000,  5.2074118847E-01
-0.27000, 0.27000,  5.3074118847E-01
-0.27000, 0.28000,  5.4074118847E-01
-0.27000, 0.29000,  5.5074118847E-01
-0.27000, 0.30000,  5.6074118847E-01
-0.27000, 0.31000,  5.7074118847E-01
-0.27000, 0.32000,  5.8074118847E-01
-0.27000, 0.33000,  5.9074118847E-01
-0.27000, 0.34000,  6.0074118847E-01
-0.27000, 0.35000,  6.1074118847E-01
-0.27000, 0.36000,  6.2074118847E-01
-0.27000, 0.37000,  6.3074118847E-01
-0.27000, 0.38000,  6.4074118847E-01
-0.27000, 0.39000,  6.5074118847E-01
-0.27000, 0.40000,  6.6074118847E-01
-0.27000, 0.41000,  6.7074118847E-01
-0.27000, 0.42000,  6.8074118847E-01
-0.27000, 0.43000,  6.9074118847E-01
-0.27000, 0.44000,  7.0074118847E-01
-0.27000, 0.45000,  7.1074118847E-01
-0.27000, 0.46000,  7.2074118847E-01
-0.27000, 0.47000,  7.3074118847E-01
-0.27000, 0.48000,  7.4074118847E-01
-0.27000, 0.49000,  7.5074118847E-01
-0.27000, 0.50000,  7.6074118847E-01
-0.26000,-0.50000,  7.5076869432E-01
-0.26000,-0.49000,  7.4076869432E-01
-0.26000,-0.48000,  7.3076869432E-01
-0.26000,-0.47000,  7.2076869432E-01
-0.26000,-0.46000,  7.1076869432E-01
-0.26000,-0.45000,  7.0076869432E-01
-0.26000,-0.44000,  6.9076869432E-01
-0.26000,-0.43000,  6.8076869432E-01
-0.26000,-0.42000,  6.7076869432E-01
-0.26000,-0.41000,  6.6076869432E-01
-0.26000,-0.40000,  6.5076869432E-01
-0.26000,-0.39000,  6.4076869432E-01
-0.26000,-0.38000,  6.3076869432E-01
-0.26000,-0.37000,  6.2076869432E-01
-0.26000,-0.36000,  6.1076869432E-01
-0.26000,-0.35000,  6.0076869432E-01
-0.26000,-0.34000,  5.9076869432E-01
-0.26000,-0.33000,  5.8076869432E-01
-0.26000,-0.32000,  5.7076869432E-01
-0.26000,-0.31000,  5.6076869432E-01
-0.26000,-0.30000,  5.5076869432E-01
-0.26000,-0.29000,  5.4076869432E-01
-0.26000,-0.28000,  5.3076869432E-01
-0.26000,-0.27000,  5.2076869432E-01
-0.26000,-0.26000,  5.1076869432E-01
-0.26000,-0.25000,  5.0076869432E-01
-0.26000,-0.24000,  4.9076869432E-01
-0.26000,-0.23000,  4.8076869432E-01
-0.26000,-0.22000,  4.7076869432E-01
-0.26000,-0.21000,  4.6076869432E-01
-0.26000,-0.20000,  4.5076869432E-01
-0.26000,-0.19000,  4.4076869432E-01
-0.26000,-0.18000,  4.3076869432E-01
-0.26000,-0.17000,  4.2076869432E-01
-0.26000,-0.16000,  4.1076869432E-01
-0.26000,-0.15000,  4.0076869432E-01
-0.26000,-0.14000,  3.9076869432E-01
-0.26000,-0.13000,  3.8076869432E-01
-0.26000,-0.12000,  3.7076869432E-01
-0.26000,-0.11000,  3.6076869432E-01
-0.26000,-0.10000,  3.5076869432E-01
-0.26000,-0.09000,  3.4076869432E-01
-0.26000,-0.08000,  3.3076869432E-01
-0.26000,-0.07000,  3.2076869432E-01
-0.26000,-0.06000,  3.1076869432E-01
-0.26000,-0.05000,  3.0076869432E-01
-0.26000,-0.04000,  2.9076869432E-01
-0.26000,-0.03000,  2.8076869432E-01
-0.26000,-0.02000,  2.7076869432E-01
-0.26000,-0.01000,  2.6076869432E-01
-0.26000, 0.00000,  2.6000000000E-01
-0.26000, 0.01000,  2.6076869432E-01
-0.26000, 0.02000,  2.7076869432E-01
-0.26000, 0.03000,  2.8076869432E-01
-0.26000, 0.04000,  2.9076869432E-01
-0.26000, 0.05000,  3.0076869432E-01
-0.26000, 0.06000,  3.1076869432E-01
-0.26000, 0.07000,  3.2076869432E-01
-0.26000, 0.08000,  3.3076869432E-01
-0.26000, 0.09000,  3.4076869432E-01
-0.26000, 0.10000,  3.5076869432E-01
-0.26000, 0.11000,  3.6076869432E-01
-0.26000, 0.12000,  3.7076869432E-01
-0.26000, 0.13000,  3.8076869432E-01
-0.26000, 0.14000,  3.9076869432E-01
-0.26000, 0.15000,  4.0076869432E-01
-0.26000, 0.16000,  4.1076869432E-01
-0.26000, 0.17000,  4.2076869432E-01
-0.26000, 0.18000,  4.3076869432E-01
-0.26000, 0.19000,  4.4076869432E-01
-0.26000, 0.20000,  4.5076869432E-01
-0.26000, 0.21000,  4.6076869432E-01
-0.26000, 0.22000,  4.7076869432E-01
-0.26000, 0.23000,  4.8076869432E-01
-0.26000, 0.24000,  4.9076869432E-01
-0.26000, 0.25000,  5.0076869432E-01
-0.26000, 0.26000,  5.1076869432E-01
-0.26000, 0.27000,  5.2076869432E-01
-0.26000, 0.28000,  5.3076869432E-01
-0.26000, 0.29000,  5.4076869432E-01
-0.26000, 0.30000,  5.5076869432E-01
-0.26000, 0.31000,  5.6076869432E-01
-0.26000, 0.32000,  5.7076869432E-01
-0.26000, 0.33000,  5.8076869432E-01
-0.26000, 0.34000,  5.9076869432E-01
-0.26000, 0.35000,  6.0076869432E-01
-0.26000, 0.36000,  6.1076869432E-01
-0.26000, 0.37000,  6.2076869432E-01
-0.26000, 0.38000,  6.3076869432E-01
-0.26000, 0.39000,  6.4076869432E-01
-0.26000, 0.40000,  6.5076869432E-01
-0.26000, 0.41000,  6.6076869432E-01
-0.26000, 0.42000,  6.7076869432E-01
-0.26000, 0.43000,  6.8076869432E-01
-0.26000, 0.44000,  6.9076869432E-01
-0.26000, 0.45000,  7.0076869432E-01
-0.26000, 0.46000,  7.1076869432E-01
-0.26000, 0.47000,  7.2076869432E-01
-0.26000, 0.48000,  7.3076869432E-01
-0.26000, 0.49000,  7.4076869432E-01
-0.26000, 0.50000,  7.5076869432E-01
-0.25000,-0.50000,  7.4079828264E-01
-0.25000,-0.49000,  7.3079828264E-01
-0.25000,-0.48000,  7.2079828264E-01
-0.25000,-0.47000,  7.1079828264E-01
-0.25000,-0.46000,  7.0079828264E-01
-0.25000,-0.45000,  6.9079828264E-01
-0.25000,-0.44000,  6.8079828264E-01
-0.25000,-0.43000,  6.7079828264E-01
-0.25000,-0.42000,  6.6079828264E-01
-0.25000,-0.41000,  6.5079828264E-01
-0.25000,-0.40000,  6.4079828264E-01
-0.25000,-0.39000,  6.3079828264E-01
-0.25000,-0.38000,  6.2079828264E-01
-0.25000,-0.37000,  6.1079828264E-01
-0.25000,-0.36000,  6.0079828264E-01
-0.25000,-0.35000,  5.9079828264E-01
-0.25000,-0.34000,  5.8079828264E-01
-0.25000,-0.33000,  5.7079828264E-01
-0.25000,-0.32000,  5.6079828264E-01
-0.25000,-0.31000,  5.5079828264E-01
-0.25000,-0.30000,  5.4079828264E-01
-0.25000,-0.29000,  5.3079828264E-01
-0.25000,-0.28000,  5.2079828264E-01
-0.25000,-0.27000,  5.1079828264E-01
-0.25000,-0.26000,  5.0079828264E-01
-0.25000,-0.25000,  4.9079828264E-01
-0.25000,-0.24000,  4.8079828264E-01
-0.25000,-0.23000,  4.7079828264E-01
-0.25000,-0.22000,  4.6079828264E-01
-0.25000,-0.21000,  4.5079828264E-01
-0.25000,-0.20000,  4.4079828264E-01
-0.25000,-0.19000,  4.3079828264E-01
-0.25000,-0.18000,  4.2079828264E-01
-0.25000,-0.17000,  4.1079828264E-01
-0.25000,-0.16000,  4.0079828264E-01
-0.25000,-0.15000,  3.9079828264E-01
-0.25000,-0.14000,  3.8079828264E-01
-0.25000,-0.13000,  3.7079828264E-01
-0.25000,-0.12000,  3.6079828264E-01
-0.25000,-0.11000,  3.5079828264E-01
-0.25000,-0.10000,  3.4079828264E-01
-0.25000,-0.09000,  3.3079828264E-01
-0.25000,-0.08000,  3.2079828264E-01
-0.25000,-0.07000,  3.1079828264E-01
-0.25000,-0.06000,  3.0079828264E-01
-0.25000,-0.05000,  2.9079828264E-01
-0.25000,-0.04000,  2.8079828264E-01
-0.25000,-0.03000,  2.7079828264E-01
-0.25000,-0.02000,  2.6079828264E-01
-0.25000,-0.01000,  2.5079828264E-01
-0.25000, 0.00000,  2.5000000000E-01
-0.25000, 0.01000,  2.5079828264E-01
-0.25000, 0.02000,  2.6079828264E-01
-0.25000, 0.03000,  2.7079828264E-01
-0.25000, 0.04000,  2.8079828264E-01
-0.25000, 0.05000,  2.9079828264E-01
-0.25000, 0.06000,  3.0079828264E-01
-0.25000, 0.07000,  3.1079828264E-01
-0.25000, 0.08000,  3.2079828264E-01
-0.25000, 0.09000,  3.3079828264E-01
-0.25000, 0.10000,  3.4079828264E-01
-0.25000, 0.11000,  3.5079828264E-01
-0.25000, 0.12000,  3.6079828264E-01
-0.25000, 0.13000,  3.7079828264E-01
-0.25000, 0.14000,  3.8079828264E-01
-0.25000, 0.15000,  3.9079828264E-01
-0.25000, 0.16000,  4.0079828264E-01
-0.25000, 0.17000,  4.1079828264E-01
-0.25000, 0.18000,  4.2079828264E-01
-0.25000, 0.19000,  4.3079828264E-01
-0.25000, 0.20000,  4.4079828264E-01
-0.25000, 0.21000,  4.5079828264E-01
-0.25000, 0.22000,  4.6079828264E-01
-0.25000, 0.23000,  4.7079828264E-01
-0.25000, 0.24000,  4.8079828264E-01
-0.25000, 0.25000,  4.9079828264E-01
-0.25000, 0.26000,  5.0079828264E-01
-0.25000, 0.27000,  5.1079828264E-01
-0.25000, 0.28000,  5.2079828264E-01
-0.25000, 0.29000,  5.3079828264E-01
-0.25000, 0.30000,  5.4079828264E-01
-0.25000, 0.31000,  5.5079828264E-01
-0.25000, 0.32000,  5.6079828264E-01
-0.25000, 0.33000,  5.7079828264E-01
-0.25000, 0.34000,  5.8079828264E-01
-0.25000, 0.35000,  5.9079828264E-01
-0.25000, 0.36000,  6.0079828264E-01
-0.25000, 0.37000,  6.1079828264E-01
-0.25000, 0.38000,  6.2079828264E-01
-0.25000, 0.39000,  6.3079828264E-01
-0.25000, 0.40000,  6.4079828264E-01
-0.25000, 0.41000,  6.5079828264E-01
-0.25000, 0.42000,  6.6079828264E-01
-0.25000, 0.43000,  6.7079828264E-01
-0.25000, 0.44000,  6.8079828264E-01
-0.25000, 0.45000,  6.9079828264E-01
-0.25000, 0.46000,  7.0079828264E-01
-0.25000, 0.47000,  7.1079828264E-01
-0.25000, 0.48000,  7.2079828264E-01
-0.25000, 0.49000,  7.3079828264E-01
-0.25000, 0.50000,  7.4079828264E-01
-0.24000,-0.50000,  7.3083019632E-01
-0.24000,-0.49000,  7.2083019632E-01
-0.24000,-0.48000,  7.1083019632E-01
-0.24000,-0.47000,  7.0083019632E-01
-0.24000,-0.46000,  6.9083019632E-01
-0.24000,-0.45000,  6.8083019632E-01
-0.24000,-0.44000,  6.7083019632E-01
-0.24000,-0.43000,  6.6083019632E-01
-0.24000,-0.42000,  6.5083019632E-01
-0.24000,-0.41000,  6.4083019632E-01
-0.24000,-0.40000,  6.3083019632E-01
-0.24000,-0.39000,  6.2083019632E-01
-0.24000,-0.38000,  6.1083019632E-01
-0.24000,-0.37000,  6.0083019632E-01
-0.24000,-0.36000,  5.9083019632E-01
-0.24000,-0.35000,  5.8083019632E-01
-0.24000,-0.34000,  5.7083019632E-01
-0.24000,-0.33000,  5.6083019632E-01
-0.24000,-0.32000,  5.5083019632E-01
-0.24000,-0.31000,  5.4083019632E-01
-0.24000,-0.30000,  5.3083019632E-01
-0.24000,-0.29000,  5.2083019632E-01
-0.24000,-0.28000,  5.1083019632E-01
-0.24000,-0.27000,  5.0083019632E-01
-0.24000,-0.26000,  4.9083019632E-01
-0.24000,-0.25000,  4.8083019632E-01
-0.24000,-0.24000,  4.7083019632E-01
-0.24000,-0.23000,  4.6083019632E-01
-0.24000,-0.22000,  4.5083019632E-01
-0.24000,-0.21000,  4.4083019632E-01
-0.24000,-0.20000,  4.3083019632E-01
-0.24000,-0.19000,  4.2083019632E-01
-0.24000,-0.18000,  4.1083019632E-01
-0.24000,-0.17000,  4.0083019632E-01
-0.24000,-0.16000,  3.9083019632E-01
-0.24000,-0.15000,  3.8083019632E-01
-0.24000,-0.14000,  3.7083019632E-01
-0.24000,-0.13000,  3.6083019632E-01
-0.24000,-0.12000,  3.5083019632E-01
-0.24000,-0.11000,  3.4083019632E-01
-0.24000,-0.10000,  3.3083019632E-01
-0.24000,-0.09000,  3.2083019632E-01
-0.24000,-0.08000,  3.1083019632E-01
-0.24000,-0.07000,  3.0083019632E-01
-0.24000,-0.06000,  2.9083019632E-01
-0.24000,-0.05000,  2.8083019632E-01
-0.24000,-0.04000,  2.7083019632E-01
-0.24000,-0.03000,  2.6083019632E-01
-0.24000,-0.02000,  2.5083019632E-01
-0.24000,-0.01000,  2.4083019632E-01
-0.24000, 0.00000,  2.4000000000E-01
-0.24000, 0.01000,  2.4083019632E-01
-0.24000, 0.02000,  2.5083019632E-01
-0.24000, 0.03000,  2.6083019632E-01
-0.24000, 0.04000,  2.7083019632E-01
-0.24000, 0.05000,  2.8083019632E-01
-0.24000, 0.06000,  2.9083019632E-01
-0.24000, 0.07000,  3.0083019632E-01
-0.24000, 0.08000,  3.1083019632E-01
-0.24000, 0.09000,  3.2083019632E-01
-0.24000, 0.10000,  3.3083019632E-01
-0.24000, 0.11000,  3.4083019632E-01
-0.24000, 0.12000,  3.5083019632E-01
-0.24000, 0.13000,  3.6083019632E-01
-0.24000, 0.14000,  3.7083019632E-01
-0.24000, 0.15000,  3.8083019632E-01
-0.24000, 0.16000,  3.9083019632E-01
-0.24000, 0.17000,  4.0083019632E-01
-0.24000, 0.18000,  4.1083019632E-01
-0.24000, 0.19000,  4.2083019632E-01
-0.24000, 0.20000,  4.3083019632E-01
-0.24000, 0.21000,  4.4083019632E-01
-0.24000, 0.22000,  4.5083019632E-01
-0.24000, 0.23000,  4.6083019632E-01
-0.24000, 0.24000,  4.7083019632E-01
-0.24000, 0.25000,  4.8083019632E-01
-0.24000, 0.26000,  4.9083019632E-01
-0.24000, 0.27000,  5.0083019632E-01
-0.24000, 0.28000,  5.1083019632E-01
-0.24000, 0.29000,  5.2083019632E-01
-0.24000, 0.30000,  5.3083019632E-01
-0.24000, 0.31000,  5.4083019632E-01
-0.24000, 0.32000,  5.5083019632E-01
-0.24000, 0.33000,  5.6083019632E-01
-0.24000, 0.34000,  5.7083019632E-01
-0.24000, 0.35000,  5.8083019632E-01
-0.24000, 0.36000,  5.9083019632E-01
-0.24000, 0.37000,  6.0083019632E-01
-0.24000, 0.38000,  6.1083019632E-01
-0.24000, 0.39000,  6.2083019632E-01
-0.24000, 0.40000,  6.3083019632E-01
-0.24000, 0.41000,  6.4083019632E-01
-0.24000, 0.42000,  6.5083019632E-01
-0.24000, 0.43000,  6.6083019632E-01
-0.24000, 0.44000,  6.7083019632E-01
-0.24000, 0.45000,  6.8083019632E-01
-0.24000, 0.46000,  6.9083019632E-01
-0.24000, 0.47000,  7.0083019632E-01
-0.24000, 0.48000,  7.1083019632E-01
-0.24000, 0.49000,  7.2083019632E-01
-0.24000, 0.50000,  7.3083019632E-01
-0.23000,-0.50000,  7.2086471720E-01
-0.23000,-0.49000,  7.1086471720E-01
-0.23000,-0.48000,  7.0086471720E-01
-0.23000,-0.47000,  6.9086471720E-01
-0.23000,-0.46000,  6.8086471720E-01
-0.23000,-0.45000,  6.7086471720E-01
-0.23000,-0.44000,  6.6086471720E-01
-0.23000,-0.43000,  6.5086471720E-01
-0.23000,-0.42000,  6.4086471720E-01
-0.23000,-0.41000,  6.3086471720E-01
-0.23000,-0.40000,  6.2086471720E-01
-0.23000,-0.39000,  6.1086471720E-01
-0.23000,-0.38000,  6.0086471720E-01
-0.23000,-0.37000,  5.9086471720E-01
-0.23000,-0.36000,  5.8086471720E-01
-0.23000,-0.35000,  5.7086471720E-01
-0.23000,-0.34000,  5.6086471720E-01
-0.23000,-0.33000,  5.5086471720E-01
-0.23000,-0.32000,  5.4086471720E-01
-0.23000,-0.31000,  5.3086471720E-01
-0.23000,-0.30000,  5.2086471720E-01
-0.23000,-0.29000,  5.1086471720E-01
-0.23000,-0.28000,  5.0086471720E-01
-0.23000,-0.27000,  4.9086471720E-01
-0.23000,-0.26000,  4.8086471720E-01
-0.23000,-0.25000,  4.7086471720E-01
-0.23000,-0.24000,  4.6086471720E-01
-0.23000,-0.23000,  4.5086471720E-01
-0.23000,-0.22000,  4.4086471720E-01
-0.23000,-0.21000,  4.3086471720E-01
-0.23000,-0.20000,  4.2086471720E-01
-0.23000,-0.19000,  4.1086471720E-01
-0.23000,-0.18000,  4.0086471720E-01
-0.23000,-0.17000,  3.9086471720E-01
-0.23000,-0.16000,  3.8086471720E-01
-0.23000,-0.15000,  3.7086471720E-01
-0.23000,-0.14000,  3.6086471720E-01
-0.23000,-0.13000,  3.5086471720E-01
-0.23000,-0.12000,  3.4086471720E-01
-0.23000,-0.11000,  3.3086471720E-01
-0.23000,-0.10000,  3.2086471720E-01
-0.23000,-0.09000,  3.1086471720E-01
-0.23000,-0.08000,  3.0086471720E-01
-0.23000,-0.07000,  2.9086471720E-01
-0.23000,-0.06000,  2.8086471720E-01
-0.23000,-0.05000,  2.7086471720E-01
-0.23000,-0.04000,  2.6086471720E-01
-0.23000,-0.03000,  2.5086471720E-01
-0.23000,-0.02000,  2.4086471720E-01
-0.23000,-0.01000,  2.3086471720E-01
-0.23000, 0.00000,  2.3000000000E-01
-0.23000, 0.01000,  2.3086471720E-01
-0.23000, 0.02000,  2.4086471720E-01
-0.23000, 0.03000,  2.5086471720E-01
-0.23000, 0.04000,  2.6086471720E-01
-0.23000, 0.05000,  2.7086471720E-01
-0.23000, 0.06000,  2.8086471720E-01
-0.23000, 0.07000,  2.9086471720E-01
-0.23000, 0.08000,  3.0086471720E-01
-0.23000, 0.09000,  3.1086471720E-01
-0.23000, 0.10000,  3.2086471720E-01
-0.23000, 0.11000,  3.3086471720E-01
-0.23000, 0.12000,  3.4086471720E-01
-0.23000, 0.13000,  3.5086471720E-01
-0.23000, 0.14000,  3.6086471720E-01
-0.23000, 0.15000,  3.7086471720E-01
-0.23000, 0.16000,  3.8086471720E-01
-0.23000, 0.17000,  3.9086471720E-01
-0.23000, 0.18000,  4.0086471720E-01
-0.23000, 0.19000,  4.1086471720E-01
-0.23000, 0.20000,  4.2086471720E-01
-0.23000, 0.21000,  4.3086471720E-01
-0.23000, 0.22000,  4.4086471720E-01
-0.23000, 0.23000,  4.5086471720E-01
-0.23000, 0.24000,  4.6086471720E-01
-0.23000, 0.25000,  4.7086471720E-01
-0.23000, 0.26000,  4.8086471720E-01
-0.23000, 0.27000,  4.9086471720E-01
-0.23000, 0.28000,  5.0086471720E-01
-0.23000, 0.29000,  5.1086471720E-01
-0.23000, 0.30000,  5.2086471720E-01
-0.23000, 0.31000,  5.3086471720E-01
-0.23000, 0.32000,  5.4086471720E-01
-0.23000, 0.33000,  5.5086471720E-01
-0.23000, 0.34000,  5.6086471720E-01
-0.23000, 0.35000,  5.7086471720E-01
-0.23000, 0.36000,  5.8086471720E-01
-0.23000, 0.37000,  5.9086471720E-01
-0.23000, 0.38000,  6.0086471720E-01
-0.23000, 0.39000,  6.1086471720E-01
-0.23000, 0.40000,  6.2086471720E-01
-0.23000, 0.41000,  6.3086471720E-01
-0.23000, 0.42000,  6.4086471720E-01
-0.23000, 0.43000,  6.5086471720E-01
-0.23000, 0.44000,  6.6086471720E-01
-0.23000, 0.45000,  6.7086471720E-01
-0.23000, 0.46000,  6.8086471720E-01
-0.23000, 0.47000,  6.9086471720E-01
-0.23000, 0.48000,  7.0086471720E-01
-0.23000, 0.49000,  7.1086471720E-01
-0.23000, 0.50000,  7.2086471720E-01
-0.22000,-0.50000,  7.1090217415E-01
-0.22000,-0.49000,  7.0090217415E-01
-0.22000,-0.48000,  6.9090217415E-01
-0.22000,-0.47000,  6.8090217415E-01
-0.22000,-0.46000,  6.7090217415E-01
-0.22000,-0.45000,  6.6090217415E-01
-0.22000,-0.44000,  6.5090217415E-01
-0.22000,-0.43000,  6.4090217415E-01
-0.22000,-0.42000,  6.3090217415E-01
-0.22000,-0.41000,  6.2090217415E-01
-0.22000,-0.40000,  6.1090217415E-01
-0.22000,-0.39000,  6.0090217415E-01
-0.22000,-0.38000,  5.9090217415E-01
-0.22000,-0.37000,  5.8090217415E-01
-0.22000,-0.36000,  5.7090217415E-01
-0.22000,-0.35000,  5.6090217415E-01
-0.22000,-0.34000,  5.5090217415E-01
-0.22000,-0.33000,  5.4090217415E-01
-0.22000,-0.32000,  5.3090217415E-01
-0.22000,-0.31000,  5.2090217415E-01
-0.22000,-0.30000,  5.1090217415E-01
-0.22000,-0.29000,  5.0090217415E-01
-0.22000,-0.28000,  4.9090217415E-01
-0.22000,-0.27000,  4.8090217415E-01
-0.22000,-0.26000,  4.7090217415E-01
-0.22000,-0.25000,  4.6090217415E-01
-0.22000,-0.24000,  4.5090217415E-01
-0.22000,-0.23000,  4.4090217415E-01
-0.22000,-0.22000,  4.3090217415E-01
-0.22000,-0.21000,  4.2090217415E-01
-0.22000,-0.20000,  4.1090217415E-01
-0.22000,-0.19000,  4.0090217415E-01
-0.22000,-0.18000,  3.9090217415E-01
-0.22000,-0.17000,  3.8090217415E-01
-0.22000,-0.16000,  3.7090217415E-01
-0.22000,-0.15000,  3.6090217415E-01
-0.22000,-0.14000,  3.5090217415E-01
-0.22000,-0.13000,  3.4090217415E-01
-0.22000,-0.12000,  3.3090217415E-01
-0.22000,-0.11000,  3.2090217415E-01
-0.22000,-0.10000,  3.1090217415E-01
-0.22000,-0.09000,  3.0090217415E-01
-0.22000,-0.08000,  2.9090217415E-01
-0.22000,-0.07000,  2.8090217415E-01
-0.22000,-0.06000,  2.7090217415E-01
-0.22000,-0.05000,  2.6090217415E-01
-0.22000,-0.04000,  2.5090217415E-01
-0.22000,-0.03000,  2.4090217415E-01
-0.22000,-0.02000,  2.3090217415E-01
-0.22000,-0.01000,  2.2090217415E-01
-0.22000, 0.00000,  2.2000000000E-01
-0.22000, 0.01000,  2.2090217415E-01
-0.22000, 0.02000,  2.3090217415E-01
-0.22000, 0.03000,  2.4090217415E-01
-0.22000, 0.04000,  2.5090217415E-01
-0.22000, 0.05000,  2.6090217415E-01
-0.22000, 0.06000,  2.7090217415E-01
-0.22000, 0.07000,  2.8090217415E-01
-0.22000, 0.08000,  2.9090217415E-01
-0.22000, 0.09000,  3.0090217415E-01
-0.22000, 0.10000,  3.1090217415E-01
-0.22000, 0.11000,  3.2090217415E-01
-0.22000, 0.12000,  3.3090217415E-01
-0.22000, 0.13000,  3.4090217415E-01
-0.22000, 0.14000,  3.5090217415E-01
-0.22000, 0.15000,  3.6090217415E-01
-0.22000, 0.16000,  3.7090217415E-01
-0.22000, 0.17000,  3.8090217415E-01
-0.22000, 0.18000,  3.9090217415E-01
-0.22000, 0.19000,  4.0090217415E-01
-0.22000, 0.20000,  4.1090217415E-01
-0.22000, 0.21000,  4.2090217415E-01
-0.22000, 0.22000,  4.3090217415E-01
-0.22000, 0.23000,  4.4090217415E-01
-0.22000, 0.24000,  4.5090217415E-01
-0.22000, 0.25000,  4.6090217415E-01
-0.22000, 0.26000,  4.7090217415E-01
-0.22000, 0.27000,  4.8090217415E-01
-0.22000, 0.28000,  4.9090217415E-01
-0.22000, 0.29000,  5.0090217415E-01
-0.22000, 0.30000,  5.1090217415E-01
-0.22000, 0.31000,  5.2090217415E-01
-0.22000, 0.32000,  5.3090217415E-01
-0.22000, 0.33000,  5.4090217415E-01
-0.22000, 0.34000,  5.5090217415E-01
-0.22000, 0.35000,  5.6090217415E-01
-0.22000, 0.36000,  5.7090217415E-01
-0.22000, 0.37000,  5.8090217415E-01
-0.22000, 0.38000,  5.9090217415E-01
-0.22000, 0.39000,  6.0090217415E-01
-0.22000, 0.40000,  6.1090217415E-01
-0.22000, 0.41000,  6.2090217415E-01
-0.22000, 0.42000,  6.3090217415E-01
-0.22000, 0.43000,  6.4090217415E-01
-0.22000, 0.44000,  6.5090217415E-01
-0.22000, 0.45000,  6.6090217415E-01
-0.22000, 0.46000,  6.7090217415E-01
-0.22000, 0.47000,  6.8090217415E-01
-0.22000, 0.48000,  6.9090217415E-01
-0.22000, 0.49000,  7.0090217415E-01
-0.22000, 0.50000,  7.1090217415E-01
-0.21000,-0.50000,  7.0094295320E-01
-0.21000,-0.49000,  6.9094295320E-01
-0.21000,-0.48000,  6.8094295320E-01
-0.21000,-0.47000,  6.7094295320E-01
-0.21000,-0.46000,  6.6094295320E-01
-0.21000,-0.45000,  6.5094295320E-01
-0.21000,-0.44000,  6.4094295320E-01
-0.21000,-0.43000,  6.3094295320E-01
-0.21000,-0.42000,  6.2094295320E-01
-0.21000,-0.41000,  6.1094295320E-01
-0.21000,-0.40000,  6.0094295320E-01
-0.21000,-0.39000,  5.9094295320E-01
-0.21000,-0.38000,  5.8094295320E-01
-0.21000,-0.37000,  5.7094295320E-01
-0.21000,-0.36000,  5.6094295320E-01
-0.21000,-0.35000,  5.5094295320E-01
-0.21000,-0.34000,  5.4094295320E-01
-0.21000,-0.33000,  5.3094295320E-01
-0.21000,-0.32000,  5.2094295320E-01
-0.21000,-0.31000,  5.1094295320E-01
-0.21000,-0.30000,  5.0094295320E-01
-0.21000,-0.29000,  4.9094295320E-01
-0.21000,-0.28000,  4.8094295320E-01
-0.21000,-0.27000,  4.7094295320E-01
-0.21000,-0.26000,  4.6094295320E-01
-0.21000,-0.25000,  4.5094295320E-01
-0.21000,-0.24000,  4.4094295320E-01
-0.21000,-0.23000,  4.3094295320E-01
-0.21000,-0.22000,  4.2094295320E-01
