N,fd_L2,fd_Linf,shoot_L2,shoot_Linf
    32  1.41478178E+00  2.00080358E+00  6.85024665E-08  9.70000000E-08
    64  1.41435556E+00  2.00020082E+00  4.28651207E-09  6.40323039E-09
   128  1.41424906E+00  2.00005020E+00  3.98403094E-10  8.34738834E-10
   256  1.41422244E+00  2.00001255E+00  2.90688813E-10  5.11286791E-10
   512  1.41421578E+00  2.00000314E+00  2.79504874E-10  5.01093167E-10
