x,y_fd,y_exact
  0.00000000  0.00000000E+00  0.00000000E+00
  0.00195312 -6.13590390E-03  6.13588465E-03
  0.00390625 -1.22715768E-02  1.22715383E-02
  0.00585938 -1.84067877E-02  1.84067299E-02
  0.00781250 -2.45413055E-02  2.45412285E-02
  0.00976562 -3.06748994E-02  3.06748032E-02
  0.01171875 -3.68073384E-02  3.68072229E-02
  0.01367188 -4.29383917E-02  4.29382569E-02
  0.01562500 -4.90678283E-02  4.90676743E-02
  0.01757812 -5.51954175E-02  5.51952443E-02
  0.01953125 -6.13209287E-02  6.13207363E-02
  0.02148438 -6.74441312E-02  6.74439196E-02
  0.02343750 -7.35647944E-02  7.35645636E-02
  0.02539062 -7.96826880E-02  7.96824380E-02
  0.02734375 -8.57975815E-02  8.57973123E-02
  0.02929688 -9.19092449E-02  9.19089565E-02
  0.03125000 -9.80174479E-02  9.80171403E-02
  0.03320312 -1.04121961E-01  1.04121634E-01
  0.03515625 -1.10222553E-01  1.10222207E-01
  0.03710938 -1.16318996E-01  1.16318631E-01
  0.03906250 -1.22411059E-01  1.22410675E-01
  0.04101562 -1.28498514E-01  1.28498111E-01
  0.04296875 -1.34581131E-01  1.34580709E-01
  0.04492188 -1.40658681E-01  1.40658239E-01
  0.04687500 -1.46730935E-01  1.46730474E-01
  0.04882812 -1.52797665E-01  1.52797185E-01
  0.05078125 -1.58858642E-01  1.58858143E-01
  0.05273438 -1.64913638E-01  1.64913120E-01
  0.05468750 -1.70962425E-01  1.70961889E-01
  0.05664062 -1.77004776E-01  1.77004220E-01
  0.05859375 -1.83040462E-01  1.83039888E-01
  0.06054688 -1.89069257E-01  1.89068664E-01
  0.06250000 -1.95090934E-01  1.95090322E-01
  0.06445312 -2.01105266E-01  2.01104635E-01
  0.06640625 -2.07112026E-01  2.07111376E-01
  0.06835938 -2.13110989E-01  2.13110320E-01
  0.07031250 -2.19101928E-01  2.19101240E-01
  0.07226562 -2.25084618E-01  2.25083911E-01
  0.07421875 -2.31058833E-01  2.31058108E-01
  0.07617188 -2.37024350E-01  2.37023606E-01
  0.07812500 -2.42980942E-01  2.42980180E-01
  0.08007812 -2.48928387E-01  2.48927606E-01
  0.08203125 -2.54866459E-01  2.54865660E-01
  0.08398438 -2.60794936E-01  2.60794118E-01
  0.08593750 -2.66713594E-01  2.66712757E-01
  0.08789062 -2.72622211E-01  2.72621355E-01
  0.08984375 -2.78520563E-01  2.78519689E-01
  0.09179688 -2.84408430E-01  2.84407537E-01
  0.09375000 -2.90285588E-01  2.90284677E-01
  0.09570312 -2.96151817E-01  2.96150888E-01
  0.09765625 -3.02006897E-01  3.02005949E-01
  0.09960938 -3.07850606E-01  3.07849640E-01
  0.10156250 -3.13682725E-01  3.13681740E-01
  0.10351562 -3.19503033E-01  3.19502031E-01
  0.10546875 -3.25311313E-01  3.25310292E-01
  0.10742188 -3.31107345E-01  3.31106306E-01
  0.10937500 -3.36890910E-01  3.36889853E-01
  0.11132812 -3.42661792E-01  3.42660717E-01
  0.11328125 -3.48419773E-01  3.48418680E-01
  0.11523438 -3.54164637E-01  3.54163525E-01
  0.11718750 -3.59896166E-01  3.59895037E-01
  0.11914062 -3.65614145E-01  3.65612998E-01
  0.12109375 -3.71318359E-01  3.71317194E-01
  0.12304688 -3.77008593E-01  3.77007410E-01
  0.12500000 -3.82684633E-01  3.82683432E-01
  0.12695312 -3.88346265E-01  3.88345047E-01
  0.12890625 -3.93993276E-01  3.93992040E-01
  0.13085938 -3.99625454E-01  3.99624200E-01
  0.13281250 -4.05242585E-01  4.05241314E-01
  0.13476562 -4.10844460E-01  4.10843171E-01
  0.13671875 -4.16430867E-01  4.16429560E-01
  0.13867188 -4.22001595E-01  4.22000271E-01
  0.14062500 -4.27556435E-01  4.27555093E-01
  0.14257812 -4.33095178E-01  4.33093819E-01
  0.14453125 -4.38617615E-01  4.38616239E-01
  0.14648438 -4.44123538E-01  4.44122145E-01
  0.14843750 -4.49612740E-01  4.49611330E-01
  0.15039062 -4.55085015E-01  4.55083587E-01
  0.15234375 -4.60540156E-01  4.60538711E-01
  0.15429688 -4.65977958E-01  4.65976496E-01
  0.15625000 -4.71398216E-01  4.71396737E-01
  0.15820312 -4.76800726E-01  4.76799230E-01
  0.16015625 -4.82185285E-01  4.82183772E-01
  0.16210938 -4.87551690E-01  4.87550160E-01
  0.16406250 -4.92899739E-01  4.92898192E-01
  0.16601562 -4.98229230E-01  4.98227667E-01
  0.16796875 -5.03539964E-01  5.03538384E-01
  0.16992188 -5.08831739E-01  5.08830143E-01
  0.17187500 -5.14104357E-01  5.14102744E-01
