re_z,im_z,abs_R_euler,abs_R_rk4
 -4.0000, -4.0000,5.000000E+00,2.606189E+01
 -4.0000, -3.9600,4.968058E+00,2.545768E+01
 -4.0000, -3.9200,4.936233E+00,2.486725E+01
 -4.0000, -3.8800,4.904529E+00,2.429036E+01
 -4.0000, -3.8400,4.872946E+00,2.372676E+01
 -4.0000, -3.8000,4.841487E+00,2.317620E+01
 -4.0000, -3.7600,4.810156E+00,2.263844E+01
 -4.0000, -3.7200,4.778954E+00,2.211324E+01
 -4.0000, -3.6800,4.747884E+00,2.160036E+01
 -4.0000, -3.6400,4.716948E+00,2.109957E+01
 -4.0000, -3.6000,4.686150E+00,2.061064E+01
 -4.0000, -3.5600,4.655491E+00,2.013334E+01
 -4.0000, -3.5200,4.624976E+00,1.966744E+01
 -4.0000, -3.4800,4.594606E+00,1.921273E+01
 -4.0000, -3.4400,4.564384E+00,1.876898E+01
 -4.0000, -3.4000,4.534314E+00,1.833598E+01
 -4.0000, -3.3600,4.504398E+00,1.791352E+01
 -4.0000, -3.3200,4.474640E+00,1.750139E+01
 -4.0000, -3.2800,4.445042E+00,1.709938E+01
 -4.0000, -3.2400,4.415609E+00,1.670730E+01
 -4.0000, -3.2000,4.386342E+00,1.632493E+01
 -4.0000, -3.1600,4.357247E+00,1.595209E+01
 -4.0000, -3.1200,4.328325E+00,1.558858E+01
 -4.0000, -3.0800,4.299581E+00,1.523422E+01
 -4.0000, -3.0400,4.271019E+00,1.488881E+01
 -4.0000, -3.0000,4.242641E+00,1.455217E+01
 -4.0000, -2.9600,4.214451E+00,1.422413E+01
 -4.0000, -2.9200,4.186454E+00,1.390450E+01
 -4.0000, -2.8800,4.158654E+00,1.359312E+01
 -4.0000, -2.8400,4.131053E+00,1.328981E+01
 -4.0000, -2.8000,4.103657E+00,1.299440E+01
 -4.0000, -2.7600,4.076469E+00,1.270674E+01
 -4.0000, -2.7200,4.049494E+00,1.242667E+01
 -4.0000, -2.6800,4.022735E+00,1.215402E+01
 -4.0000, -2.6400,3.996198E+00,1.188864E+01
 -4.0000, -2.6000,3.969887E+00,1.163038E+01
 -4.0000, -2.5600,3.943805E+00,1.137909E+01
 -4.0000, -2.5200,3.917959E+00,1.113464E+01
 -4.0000, -2.4800,3.892351E+00,1.089687E+01
 -4.0000, -2.4400,3.866988E+00,1.066565E+01
 -4.0000, -2.4000,3.841875E+00,1.044085E+01
 -4.0000, -2.3600,3.817015E+00,1.022232E+01
 -4.0000, -2.3200,3.792413E+00,1.000996E+01
 -4.0000, -2.2800,3.768076E+00,9.803614E+00
 -4.0000, -2.2400,3.744009E+00,9.603175E+00
 -4.0000, -2.2000,3.720215E+00,9.408520E+00
 -4.0000, -2.1600,3.696701E+00,9.219529E+00
 -4.0000, -2.1200,3.673472E+00,9.036089E+00
 -4.0000, -2.0800,3.650534E+00,8.858086E+00
 -4.0000, -2.0400,3.627892E+00,8.685410E+00
 -4.0000, -2.0000,3.605551E+00,8.517955E+00
 -4.0000, -1.9600,3.583518E+00,8.355615E+00
 -4.0000, -1.9200,3.561797E+00,8.198287E+00
 -4.0000, -1.8800,3.540395E+00,8.045873E+00
 -4.0000, -1.8400,3.519318E+00,7.898273E+00
 -4.0000, -1.8000,3.498571E+00,7.755391E+00
 -4.0000, -1.7600,3.478160E+00,7.617135E+00
 -4.0000, -1.7200,3.458092E+00,7.483413E+00
 -4.0000, -1.6800,3.438372E+00,7.354135E+00
 -4.0000, -1.6400,3.419006E+00,7.229213E+00
 -4.0000, -1.6000,3.400000E+00,7.108562E+00
 -4.0000, -1.5600,3.381361E+00,6.992098E+00
 -4.0000, -1.5200,3.363094E+00,6.879738E+00
 -4.0000, -1.4800,3.345206E+00,6.771401E+00
 -4.0000, -1.4400,3.327702E+00,6.667010E+00
 -4.0000, -1.4000,3.310589E+00,6.566485E+00
 -4.0000, -1.3600,3.293873E+00,6.469752E+00
 -4.0000, -1.3200,3.277560E+00,6.376737E+00
 -4.0000, -1.2800,3.261656E+00,6.287365E+00
 -4.0000, -1.2400,3.246167E+00,6.201567E+00
 -4.0000, -1.2000,3.231099E+00,6.119271E+00
 -4.0000, -1.1600,3.216458E+00,6.040410E+00
 -4.0000, -1.1200,3.202249E+00,5.964917E+00
 -4.0000, -1.0800,3.188479E+00,5.892726E+00
 -4.0000, -1.0400,3.175154E+00,5.823773E+00
 -4.0000, -1.0000,3.162278E+00,5.757996E+00
 -4.0000, -0.9600,3.149857E+00,5.695333E+00
 -4.0000, -0.9200,3.137897E+00,5.635725E+00
 -4.0000, -0.8800,3.126404E+00,5.579114E+00
 -4.0000, -0.8400,3.115381E+00,5.525445E+00
 -4.0000, -0.8000,3.104835E+00,5.474662E+00
 -4.0000, -0.7600,3.094770E+00,5.426714E+00
 -4.0000, -0.7200,3.085190E+00,5.381549E+00
 -4.0000, -0.6800,3.076101E+00,5.339119E+00
 -4.0000, -0.6400,3.067507E+00,5.299377E+00
 -4.0000, -0.6000,3.059412E+00,5.262278E+00
 -4.0000, -0.5600,3.051819E+00,5.227781E+00
 -4.0000, -0.5200,3.044733E+00,5.195844E+00
 -4.0000, -0.4800,3.038157E+00,5.166430E+00
 -4.0000, -0.4400,3.032095E+00,5.139504E+00
 -4.0000, -0.4000,3.026549E+00,5.115032E+00
 -4.0000, -0.3600,3.021523E+00,5.092984E+00
 -4.0000, -0.3200,3.017018E+00,5.073333E+00
 -4.0000, -0.2800,3.013038E+00,5.056054E+00
 -4.0000, -0.2400,3.009585E+00,5.041123E+00
 -4.0000, -0.2000,3.006659E+00,5.028523E+00
 -4.0000, -0.1600,3.004264E+00,5.018237E+00
 -4.0000, -0.1200,3.002399E+00,5.010250E+00
 -4.0000, -0.0800,3.001066E+00,5.004553E+00
 -4.0000, -0.0400,3.000267E+00,5.001138E+00
 -4.0000,  0.0000,3.000000E+00,5.000000E+00
 -4.0000,  0.0400,3.000267E+00,5.001138E+00
 -4.0000,  0.0800,3.001066E+00,5.004553E+00
 -4.0000,  0.1200,3.002399E+00,5.010250E+00
 -4.0000,  0.1600,3.004264E+00,5.018237E+00
 -4.0000,  0.2000,3.006659E+00,5.028523E+00
 -4.0000,  0.2400,3.009585E+00,5.041123E+00
 -4.0000,  0.2800,3.013038E+00,5.056054E+00
 -4.0000,  0.3200,3.017018E+00,5.073333E+00
 -4.0000,  0.3600,3.021523E+00,5.092984E+00
 -4.0000,  0.4000,3.026549E+00,5.115032E+00
 -4.0000,  0.4400,3.032095E+00,5.139504E+00
 -4.0000,  0.4800,3.038157E+00,5.166430E+00
 -4.0000,  0.5200,3.044733E+00,5.195844E+00
 -4.0000,  0.5600,3.051819E+00,5.227781E+00
 -4.0000,  0.6000,3.059412E+00,5.262278E+00
 -4.0000,  0.6400,3.067507E+00,5.299377E+00
 -4.0000,  0.6800,3.076101E+00,5.339119E+00
 -4.0000,  0.7200,3.085190E+00,5.381549E+00
 -4.0000,  0.7600,3.094770E+00,5.426714E+00
 -4.0000,  0.8000,3.104835E+00,5.474662E+00
 -4.0000,  0.8400,3.115381E+00,5.525445E+00
 -4.0000,  0.8800,3.126404E+00,5.579114E+00
 -4.0000,  0.9200,3.137897E+00,5.635725E+00
 -4.0000,  0.9600,3.149857E+00,5.695333E+00
 -4.0000,  1.0000,3.162278E+00,5.757996E+00
 -4.0000,  1.0400,3.175154E+00,5.823773E+00
 -4.0000,  1.0800,3.188479E+00,5.892726E+00
 -4.0000,  1.1200,3.202249E+00,5.964917E+00
 -4.0000,  1.1600,3.216458E+00,6.040410E+00
 -4.0000,  1.2000,3.231099E+00,6.119271E+00
 -4.0000,  1.2400,3.246167E+00,6.201567E+00
 -4.0000,  1.2800,3.261656E+00,6.287365E+00
 -4.0000,  1.3200,3.277560E+00,6.376737E+00
 -4.0000,  1.3600,3.293873E+00,6.469752E+00
 -4.0000,  1.4000,3.310589E+00,6.566485E+00
 -4.0000,  1.4400,3.327702E+00,6.667010E+00
 -4.0000,  1.4800,3.345206E+00,6.771401E+00
 -4.0000,  1.5200,3.363094E+00,6.879738E+00
 -4.0000,  1.5600,3.381361E+00,6.992098E+00
 -4.0000,  1.6000,3.400000E+00,7.108562E+00
 -4.0000,  1.6400,3.419006E+00,7.229213E+00
 -4.0000,  1.6800,3.438372E+00,7.354135E+00
 -4.0000,  1.7200,3.458092E+00,7.483413E+00
 -4.0000,  1.7600,3.478160E+00,7.617135E+00
 -4.0000,  1.8000,3.498571E+00,7.755391E+00
 -4.0000,  1.8400,3.519318E+00,7.898273E+00
 -4.0000,  1.8800,3.540395E+00,8.045873E+00
 -4.0000,  1.9200,3.561797E+00,8.198287E+00
 -4.0000,  1.9600,3.583518E+00,8.355615E+00
 -4.0000,  2.0000,3.605551E+00,8.517955E+00
 -4.0000,  2.0400,3.627892E+00,8.685410E+00
 -4.0000,  2.0800,3.650534E+00,8.858086E+00
 -4.0000,  2.1200,3.673472E+00,9.036089E+00
 -4.0000,  2.1600,3.696701E+00,9.219529E+00
 -4.0000,  2.2000,3.720215E+00,9.408520E+00
 -4.0000,  2.2400,3.744009E+00,9.603175E+00
 -4.0000,  2.2800,3.768076E+00,9.803614E+00
 -4.0000,  2.3200,3.792413E+00,1.000996E+01
 -4.0000,  2.3600,3.817015E+00,1.022232E+01
 -4.0000,  2.4000,3.841875E+00,1.044085E+01
 -4.0000,  2.4400,3.866988E+00,1.066565E+01
 -4.0000,  2.4800,3.892351E+00,1.089687E+01
 -4.0000,  2.5200,3.917959E+00,1.113464E+01
 -4.0000,  2.5600,3.943805E+00,1.137909E+01
 -4.0000,  2.6000,3.969887E+00,1.163038E+01
 -4.0000,  2.6400,3.996198E+00,1.188864E+01
 -4.0000,  2.6800,4.022735E+00,1.215402E+01
 -4.0000,  2.7200,4.049494E+00,1.242667E+01
 -4.0000,  2.7600,4.076469E+00,1.270674E+01
 -4.0000,  2.8000,4.103657E+00,1.299440E+01
 -4.0000,  2.8400,4.131053E+00,1.328981E+01
 -4.0000,  2.8800,4.158654E+00,1.359312E+01
 -4.0000,  2.9200,4.186454E+00,1.390450E+01
 -4.0000,  2.9600,4.214451E+00,1.422413E+01
 -4.0000,  3.0000,4.242641E+00,1.455217E+01
 -4.0000,  3.0400,4.271019E+00,1.488881E+01
 -4.0000,  3.0800,4.299581E+00,1.523422E+01
 -4.0000,  3.1200,4.328325E+00,1.558858E+01
 -4.0000,  3.1600,4.357247E+00,1.595209E+01
 -4.0000,  3.2000,4.386342E+00,1.632493E+01
 -4.0000,  3.2400,4.415609E+00,1.670730E+01
 -4.0000,  3.2800,4.445042E+00,1.709938E+01
 -4.0000,  3.3200,4.474640E+00,1.750139E+01
 -4.0000,  3.3600,4.504398E+00,1.791352E+01
 -4.0000,  3.4000,4.534314E+00,1.833598E+01
 -4.0000,  3.4400,4.564384E+00,1.876898E+01
 -4.0000,  3.4800,4.594606E+00,1.921273E+01
 -4.0000,  3.5200,4.624976E+00,1.966744E+01
 -4.0000,  3.5600,4.655491E+00,2.013334E+01
 -4.0000,  3.6000,4.686150E+00,2.061064E+01
 -4.0000,  3.6400,4.716948E+00,2.109957E+01
 -4.0000,  3.6800,4.747884E+00,2.160036E+01
 -4.0000,  3.7200,4.778954E+00,2.211324E+01
 -4.0000,  3.7600,4.810156E+00,2.263844E+01
 -4.0000,  3.8000,4.841487E+00,2.317620E+01
 -4.0000,  3.8400,4.872946E+00,2.372676E+01
 -4.0000,  3.8800,4.904529E+00,2.429036E+01
 -4.0000,  3.9200,4.936233E+00,2.486725E+01
 -4.0000,  3.9600,4.968058E+00,2.545768E+01
 -4.0000,  4.0000,5.000000E+00,2.606189E+01
 -3.9700, -4.0000,4.982058E+00,2.565199E+01
 -3.9700, -3.9600,4.950000E+00,2.505277E+01
 -3.9700, -3.9200,4.918059E+00,2.446729E+01
 -3.9700, -3.8800,4.886236E+00,2.389529E+01
 -3.9700, -3.8400,4.854534E+00,2.333653E+01
 -3.9700, -3.8000,4.822956E+00,2.279076E+01
 -3.9700, -3.7600,4.791503E+00,2.225773E+01
 -3.9700, -3.7200,4.760179E+00,2.173721E+01
 -3.9700, -3.6800,4.728985E+00,2.122896E+01
 -3.9700, -3.6400,4.697925E+00,2.073275E+01
 -3.9700, -3.6000,4.667001E+00,2.024834E+01
 -3.9700, -3.5600,4.636216E+00,1.977551E+01
 -3.9700, -3.5200,4.605573E+00,1.931403E+01
 -3.9700, -3.4800,4.575074E+00,1.886368E+01
 -3.9700, -3.4400,4.544722E+00,1.842424E+01
 -3.9700, -3.4000,4.514521E+00,1.799549E+01
 -3.9700, -3.3600,4.484473E+00,1.757723E+01
 -3.9700, -3.3200,4.454582E+00,1.716925E+01
 -3.9700, -3.2800,4.424850E+00,1.677133E+01
 -3.9700, -3.2400,4.395282E+00,1.638327E+01
 -3.9700, -3.2000,4.365879E+00,1.600489E+01
 -3.9700, -3.1600,4.336646E+00,1.563597E+01
 -3.9700, -3.1200,4.307586E+00,1.527633E+01
 -3.9700, -3.0800,4.278703E+00,1.492577E+01
 -3.9700, -3.0400,4.250000E+00,1.458412E+01
 -3.9700, -3.0000,4.221481E+00,1.425118E+01
 -3.9700, -2.9600,4.193149E+00,1.392678E+01
 -3.9700, -2.9200,4.165009E+00,1.361074E+01
 -3.9700, -2.8800,4.137064E+00,1.330289E+01
 -3.9700, -2.8400,4.109319E+00,1.300306E+01
 -3.9700, -2.8000,4.081777E+00,1.271108E+01
 -3.9700, -2.7600,4.054442E+00,1.242678E+01
 -3.9700, -2.7200,4.027319E+00,1.215002E+01
 -3.9700, -2.6800,4.000412E+00,1.188062E+01
 -3.9700, -2.6400,3.973726E+00,1.161844E+01
 -3.9700, -2.6000,3.947265E+00,1.136332E+01
 -3.9700, -2.5600,3.921033E+00,1.111512E+01
 -3.9700, -2.5200,3.895035E+00,1.087370E+01
 -3.9700, -2.4800,3.869276E+00,1.063891E+01
 -3.9700, -2.4400,3.843761E+00,1.041061E+01
 -3.9700, -2.4000,3.818494E+00,1.018867E+01
 -3.9700, -2.3600,3.793481E+00,9.972967E+00
 -3.9700, -2.3200,3.768727E+00,9.763358E+00
 -3.9700, -2.2800,3.744236E+00,9.559723E+00
 -3.9700, -2.2400,3.720013E+00,9.361939E+00
 -3.9700, -2.2000,3.696065E+00,9.169885E+00
 -3.9700, -2.1600,3.672397E+00,8.983443E+00
 -3.9700, -2.1200,3.649014E+00,8.802499E+00
 -3.9700, -2.0800,3.625921E+00,8.626941E+00
 -3.9700, -2.0400,3.603124E+00,8.456660E+00
 -3.9700, -2.0000,3.580628E+00,8.291549E+00
 -3.9700, -1.9600,3.558441E+00,8.131502E+00
 -3.9700, -1.9200,3.536566E+00,7.976419E+00
 -3.9700, -1.8800,3.515011E+00,7.826199E+00
 -3.9700, -1.8400,3.493780E+00,7.680745E+00
 -3.9700, -1.8000,3.472881E+00,7.539962E+00
 -3.9700, -1.7600,3.452318E+00,7.403756E+00
 -3.9700, -1.7200,3.432098E+00,7.272037E+00
 -3.9700, -1.6800,3.412228E+00,7.144715E+00
 -3.9700, -1.6400,3.392713E+00,7.021703E+00
 -3.9700, -1.6000,3.373559E+00,6.902916E+00
 -3.9700, -1.5600,3.354773E+00,6.788270E+00
 -3.9700, -1.5200,3.336360E+00,6.677683E+00
 -3.9700, -1.4800,3.318328E+00,6.571075E+00
 -3.9700, -1.4400,3.300682E+00,6.468367E+00
 -3.9700, -1.4000,3.283428E+00,6.369483E+00
 -3.9700, -1.3600,3.266573E+00,6.274346E+00
 -3.9700, -1.3200,3.250123E+00,6.182882E+00
 -3.9700, -1.2800,3.234084E+00,6.095020E+00
 -3.9700, -1.2400,3.218462E+00,6.010687E+00
 -3.9700, -1.2000,3.203264E+00,5.929814E+00
 -3.9700, -1.1600,3.188495E+00,5.852332E+00
 -3.9700, -1.1200,3.174161E+00,5.778175E+00
 -3.9700, -1.0800,3.160269E+00,5.707277E+00
 -3.9700, -1.0400,3.146824E+00,5.639574E+00
 -3.9700, -1.0000,3.133832E+00,5.575003E+00
 -3.9700, -0.9600,3.121298E+00,5.513503E+00
 -3.9700, -0.9200,3.109228E+00,5.455014E+00
 -3.9700, -0.8800,3.097628E+00,5.399479E+00
 -3.9700, -0.8400,3.086503E+00,5.346841E+00
 -3.9700, -0.8000,3.075858E+00,5.297045E+00
 -3.9700, -0.7600,3.065697E+00,5.250039E+00
 -3.9700, -0.7200,3.056027E+00,5.205771E+00
 -3.9700, -0.6800,3.046851E+00,5.164192E+00
 -3.9700, -0.6400,3.038174E+00,5.125256E+00
 -3.9700, -0.6000,3.030000E+00,5.088917E+00
 -3.9700, -0.5600,3.022334E+00,5.055132E+00
 -3.9700, -0.5200,3.015178E+00,5.023861E+00
 -3.9700, -0.4800,3.008538E+00,4.995066E+00
 -3.9700, -0.4400,3.002416E+00,4.968710E+00
 -3.9700, -0.4000,2.996815E+00,4.944761E+00
 -3.9700, -0.3600,2.991739E+00,4.923187E+00
 -3.9700, -0.3200,2.987189E+00,4.903961E+00
 -3.9700, -0.2800,2.983169E+00,4.887057E+00
 -3.9700, -0.2400,2.979681E+00,4.872453E+00
 -3.9700, -0.2000,2.976726E+00,4.860130E+00
 -3.9700, -0.1600,2.974307E+00,4.850070E+00
 -3.9700, -0.1200,2.972423E+00,4.842260E+00
 -3.9700, -0.0800,2.971077E+00,4.836689E+00
 -3.9700, -0.0400,2.970269E+00,4.833349E+00
 -3.9700,  0.0000,2.970000E+00,4.832237E+00
 -3.9700,  0.0400,2.970269E+00,4.833349E+00
 -3.9700,  0.0800,2.971077E+00,4.836689E+00
 -3.9700,  0.1200,2.972423E+00,4.842260E+00
 -3.9700,  0.1600,2.974307E+00,4.850070E+00
 -3.9700,  0.2000,2.976726E+00,4.860130E+00
 -3.9700,  0.2400,2.979681E+00,4.872453E+00
 -3.9700,  0.2800,2.983169E+00,4.887057E+00
 -3.9700,  0.3200,2.987189E+00,4.903961E+00
 -3.9700,  0.3600,2.991739E+00,4.923187E+00
 -3.9700,  0.4000,2.996815E+00,4.944761E+00
 -3.9700,  0.4400,3.002416E+00,4.968710E+00
 -3.9700,  0.4800,3.008538E+00,4.995066E+00
 -3.9700,  0.5200,3.015178E+00,5.023861E+00
 -3.9700,  0.5600,3.022334E+00,5.055132E+00
 -3.9700,  0.6000,3.030000E+00,5.088917E+00
 -3.9700,  0.6400,3.038174E+00,5.125256E+00
 -3.9700,  0.6800,3.046851E+00,5.164192E+00
 -3.9700,  0.7200,3.056027E+00,5.205771E+00
 -3.9700,  0.7600,3.065697E+00,5.250039E+00
 -3.9700,  0.8000,3.075858E+00,5.297045E+00
 -3.9700,  0.8400,3.086503E+00,5.346841E+00
 -3.9700,  0.8800,3.097628E+00,5.399479E+00
 -3.9700,  0.9200,3.109228E+00,5.455014E+00
 -3.9700,  0.9600,3.121298E+00,5.513503E+00
 -3.9700,  1.0000,3.133832E+00,5.575003E+00
 -3.9700,  1.0400,3.146824E+00,5.639574E+00
 -3.9700,  1.0800,3.160269E+00,5.707277E+00
 -3.9700,  1.1200,3.174161E+00,5.778175E+00
 -3.9700,  1.1600,3.188495E+00,5.852332E+00
 -3.9700,  1.2000,3.203264E+00,5.929814E+00
 -3.9700,  1.2400,3.218462E+00,6.010687E+00
 -3.9700,  1.2800,3.234084E+00,6.095020E+00
 -3.9700,  1.3200,3.250123E+00,6.182882E+00
 -3.9700,  1.3600,3.266573E+00,6.274346E+00
 -3.9700,  1.4000,3.283428E+00,6.369483E+00
 -3.9700,  1.4400,3.300682E+00,6.468367E+00
 -3.9700,  1.4800,3.318328E+00,6.571075E+00
 -3.9700,  1.5200,3.336360E+00,6.677683E+00
 -3.9700,  1.5600,3.354773E+00,6.788270E+00
 -3.9700,  1.6000,3.373559E+00,6.902916E+00
 -3.9700,  1.6400,3.392713E+00,7.021703E+00
 -3.9700,  1.6800,3.412228E+00,7.144715E+00
 -3.9700,  1.7200,3.432098E+00,7.272037E+00
 -3.9700,  1.7600,3.452318E+00,7.403756E+00
 -3.9700,  1.8000,3.472881E+00,7.539962E+00
 -3.9700,  1.8400,3.493780E+00,7.680745E+00
 -3.9700,  1.8800,3.515011E+00,7.826199E+00
 -3.9700,  1.9200,3.536566E+00,7.976419E+00
 -3.9700,  1.9600,3.558441E+00,8.131502E+00
 -3.9700,  2.0000,3.580628E+00,8.291549E+00
 -3.9700,  2.0400,3.603124E+00,8.456660E+00
 -3.9700,  2.0800,3.625921E+00,8.626941E+00
 -3.9700,  2.1200,3.649014E+00,8.802499E+00
 -3.9700,  2.1600,3.672397E+00,8.983443E+00
 -3.9700,  2.2000,3.696065E+00,9.169885E+00
 -3.9700,  2.2400,3.720013E+00,9.361939E+00
 -3.9700,  2.2800,3.744236E+00,9.559723E+00
 -3.9700,  2.3200,3.768727E+00,9.763358E+00
 -3.9700,  2.3600,3.793481E+00,9.972967E+00
 -3.9700,  2.4000,3.818494E+00,1.018867E+01
 -3.9700,  2.4400,3.843761E+00,1.041061E+01
 -3.9700,  2.4800,3.869276E+00,1.063891E+01
 -3.9700,  2.5200,3.895035E+00,1.087370E+01
 -3.9700,  2.5600,3.921033E+00,1.111512E+01
 -3.9700,  2.6000,3.947265E+00,1.136332E+01
 -3.9700,  2.6400,3.973726E+00,1.161844E+01
 -3.9700,  2.6800,4.000412E+00,1.188062E+01
 -3.9700,  2.7200,4.027319E+00,1.215002E+01
 -3.9700,  2.7600,4.054442E+00,1.242678E+01
 -3.9700,  2.8000,4.081777E+00,1.271108E+01
 -3.9700,  2.8400,4.109319E+00,1.300306E+01
 -3.9700,  2.8800,4.137064E+00,1.330289E+01
 -3.9700,  2.9200,4.165009E+00,1.361074E+01
 -3.9700,  2.9600,4.193149E+00,1.392678E+01
 -3.9700,  3.0000,4.221481E+00,1.425118E+01
 -3.9700,  3.0400,4.250000E+00,1.458412E+01
 -3.9700,  3.0800,4.278703E+00,1.492577E+01
 -3.9700,  3.1200,4.307586E+00,1.527633E+01
 -3.9700,  3.1600,4.336646E+00,1.563597E+01
 -3.9700,  3.2000,4.365879E+00,1.600489E+01
 -3.9700,  3.2400,4.395282E+00,1.638327E+01
 -3.9700,  3.2800,4.424850E+00,1.677133E+01
 -3.9700,  3.3200,4.454582E+00,1.716925E+01
 -3.9700,  3.3600,4.484473E+00,1.757723E+01
 -3.9700,  3.4000,4.514521E+00,1.799549E+01
 -3.9700,  3.4400,4.544722E+00,1.842424E+01
 -3.9700,  3.4800,4.575074E+00,1.886368E+01
 -3.9700,  3.5200,4.605573E+00,1.931403E+01
 -3.9700,  3.5600,4.636216E+00,1.977551E+01
 -3.9700,  3.6000,4.667001E+00,2.024834E+01
 -3.9700,  3.6400,4.697925E+00,2.073275E+01
 -3.9700,  3.6800,4.728985E+00,2.122896E+01
 -3.9700,  3.7200,4.760179E+00,2.173721E+01
 -3.9700,  3.7600,4.791503E+00,2.225773E+01
 -3.9700,  3.8000,4.822956E+00,2.279076E+01
 -3.9700,  3.8400,4.854534E+00,2.333653E+01
 -3.9700,  3.8800,4.886236E+00,2.389529E+01
 -3.9700,  3.9200,4.918059E+00,2.446729E+01
 -3.9700,  3.9600,4.950000E+00,2.505277E+01
 -3.9700,  4.0000,4.982058E+00,2.565199E+01
 -3.9400, -4.0000,4.964232E+00,2.524872E+01
 -3.9400, -3.9600,4.932058E+00,2.465445E+01
 -3.9400, -3.9200,4.900000E+00,2.407387E+01
 -3.9400, -3.8800,4.868059E+00,2.350672E+01
 -3.9400, -3.8400,4.836238E+00,2.295276E+01
 -3.9400, -3.8000,4.804540E+00,2.241173E+01
 -3.9400, -3.7600,4.772966E+00,2.188340E+01
 -3.9400, -3.7200,4.741519E+00,2.136753E+01
 -3.9400, -3.6800,4.710202E+00,2.086387E+01
 -3.9400, -3.6400,4.679017E+00,2.037219E+01
 -3.9400, -3.6000,4.647967E+00,1.989227E+01
 -3.9400, -3.5600,4.617055E+00,1.942387E+01
 -3.9400, -3.5200,4.586284E+00,1.896677E+01
 -3.9400, -3.4800,4.555656E+00,1.852074E+01
 -3.9400, -3.4400,4.525174E+00,1.808557E+01
 -3.9400, -3.4000,4.494841E+00,1.766104E+01
 -3.9400, -3.3600,4.464661E+00,1.724694E+01
 -3.9400, -3.3200,4.434636E+00,1.684306E+01
 -3.9400, -3.2800,4.404770E+00,1.644920E+01
 -3.9400, -3.2400,4.375066E+00,1.606515E+01
 -3.9400, -3.2000,4.345526E+00,1.569070E+01
 -3.9400, -3.1600,4.316156E+00,1.532567E+01
 -3.9400, -3.1200,4.286957E+00,1.496987E+01
 -3.9400, -3.0800,4.257934E+00,1.462309E+01
 -3.9400, -3.0400,4.229090E+00,1.428516E+01
 -3.9400, -3.0000,4.200429E+00,1.395589E+01
 -3.9400, -2.9600,4.171954E+00,1.363511E+01
 -3.9400, -2.9200,4.143670E+00,1.332262E+01
 -3.9400, -2.8800,4.115580E+00,1.301827E+01
 -3.9400, -2.8400,4.087689E+00,1.272189E+01
 -3.9400, -2.8000,4.060000E+00,1.243330E+01
 -3.9400, -2.7600,4.032518E+00,1.215233E+01
 -3.9400, -2.7200,4.005247E+00,1.187885E+01
 -3.9400, -2.6800,3.978191E+00,1.161267E+01
 -3.9400, -2.6400,3.951354E+00,1.135366E+01
 -3.9400, -2.6000,3.924742E+00,1.110165E+01
 -3.9400, -2.5600,3.898359E+00,1.085651E+01
 -3.9400, -2.5200,3.872209E+00,1.061809E+01
 -3.9400, -2.4800,3.846297E+00,1.038625E+01
 -3.9400, -2.4400,3.820628E+00,1.016085E+01
 -3.9400, -2.4000,3.795208E+00,9.941754E+00
 -3.9400, -2.3600,3.770040E+00,9.728833E+00
 -3.9400, -2.3200,3.745130E+00,9.521958E+00
 -3.9400, -2.2800,3.720484E+00,9.321003E+00
 -3.9400, -2.2400,3.696106E+00,9.125846E+00
 -3.9400, -2.2000,3.672002E+00,8.936366E+00
 -3.9400, -2.1600,3.648178E+00,8.752447E+00
 -3.9400, -2.1200,3.624638E+00,8.573974E+00
 -3.9400, -2.0800,3.601389E+00,8.400836E+00
 -3.9400, -2.0400,3.578435E+00,8.232924E+00
 -3.9400, -2.0000,3.555784E+00,8.070132E+00
 -3.9400, -1.9600,3.533440E+00,7.912355E+00
 -3.9400, -1.9200,3.511410E+00,7.759491E+00
 -3.9400, -1.8800,3.489699E+00,7.611443E+00
 -3.9400, -1.8400,3.468314E+00,7.468112E+00
 -3.9400, -1.8000,3.447260E+00,7.329404E+00
 -3.9400, -1.7600,3.426543E+00,7.195226E+00
 -3.9400, -1.7200,3.406171E+00,7.065488E+00
 -3.9400, -1.6800,3.386148E+00,6.940101E+00
 -3.9400, -1.6400,3.366482E+00,6.818978E+00
 -3.9400, -1.6000,3.347178E+00,6.702034E+00
 -3.9400, -1.5600,3.328243E+00,6.589187E+00
 -3.9400, -1.5200,3.309683E+00,6.480354E+00
 -3.9400, -1.4800,3.291504E+00,6.375456E+00
 -3.9400, -1.4400,3.273713E+00,6.274414E+00
 -3.9400, -1.4000,3.256317E+00,6.177152E+00
 -3.9400, -1.3600,3.239321E+00,6.083594E+00
 -3.9400, -1.3200,3.222732E+00,5.993666E+00
 -3.9400, -1.2800,3.206556E+00,5.907297E+00
 -3.9400, -1.2400,3.190799E+00,5.824415E+00
 -3.9400, -1.2000,3.175468E+00,5.744950E+00
 -3.9400, -1.1600,3.160570E+00,5.668834E+00
 -3.9400, -1.1200,3.146109E+00,5.596000E+00
 -3.9400, -1.0800,3.132092E+00,5.526382E+00
 -3.9400, -1.0400,3.118525E+00,5.459917E+00
 -3.9400, -1.0000,3.105415E+00,5.396541E+00
 -3.9400, -0.9600,3.092766E+00,5.336194E+00
 -3.9400, -0.9200,3.080584E+00,5.278814E+00
 -3.9400, -0.8800,3.068876E+00,5.224345E+00
