idx,x,y,z,K_approx,K_exact,abs_err
334,2.531160E-01,************,************,1.183522E+00,1.000000E+00,1.835221E-01
335,************,3.420951E-01,************,1.183385E+00,1.000000E+00,1.833849E-01
336,7.092798E-01,1.887121E-01,************,1.183415E+00,1.000000E+00,1.834150E-01
337,************,************,************,1.183655E+00,1.000000E+00,1.836546E-01
338,************,7.137960E-01,************,1.184163E+00,1.000000E+00,1.841625E-01
339,5.700628E-01,************,************,1.185024E+00,1.000000E+00,1.850235E-01
340,************,************,************,1.186359E+00,1.000000E+00,1.863594E-01
341,4.809050E-01,5.222521E-01,************,1.186475E+00,1.000000E+00,1.864752E-01
342,************,************,************,1.184580E+00,1.000000E+00,1.845799E-01
343,************,5.172664E-01,************,1.183760E+00,1.000000E+00,1.837601E-01
344,6.918827E-01,************,************,1.183050E+00,1.000000E+00,1.830498E-01
345,************,************,************,1.182474E+00,1.000000E+00,1.824736E-01
346,1.209044E-01,6.734015E-01,************,1.182067E+00,1.000000E+00,1.820671E-01
347,3.628476E-01,************,************,1.181883E+00,1.000000E+00,1.818828E-01
348,************,1.764714E-01,************,1.182002E+00,1.000000E+00,1.820024E-01
349,5.934087E-01,3.062563E-01,************,1.182562E+00,1.000000E+00,1.825622E-01
350,************,************,************,1.183812E+00,1.000000E+00,1.838115E-01
351,************,6.074121E-01,************,1.182090E+00,1.000000E+00,1.820898E-01
352,5.885820E-01,************,************,1.181761E+00,1.000000E+00,1.817610E-01
353,************,************,************,1.181649E+00,1.000000E+00,1.816494E-01
354,3.216906E-01,5.518175E-01,************,1.181850E+00,1.000000E+00,1.818498E-01
355,1.342511E-01,************,************,1.182537E+00,1.000000E+00,1.825369E-01
356,************,3.616176E-01,************,1.182937E+00,1.000000E+00,1.829370E-01
357,6.152387E-01,7.811547E-02,************,1.184920E+00,1.000000E+00,1.849203E-01
358,************,************,************,1.184351E+00,1.000000E+00,1.843511E-01
359,************,6.068262E-01,************,1.184452E+00,1.000000E+00,1.844524E-01
360,4.226012E-01,************,************,1.183453E+00,1.000000E+00,1.834526E-01
361,************,2.896254E-02,************,1.182075E+00,1.000000E+00,1.820754E-01
362,4.517230E-01,3.749901E-01,************,1.180417E+00,1.000000E+00,1.804170E-01
363,************,************,************,1.178582E+00,1.000000E+00,1.785815E-01
364,************,4.712006E-01,************,1.177224E+00,1.000000E+00,1.772237E-01
365,5.516555E-01,************,************,1.176952E+00,1.000000E+00,1.769522E-01
366,************,************,************,1.179696E+00,1.000000E+00,1.796964E-01
367,1.687817E-01,5.243836E-01,************,1.179178E+00,1.000000E+00,1.791778E-01
368,2.265626E-01,************,************,1.178775E+00,1.000000E+00,1.787753E-01
369,************,2.079603E-01,************,1.179231E+00,1.000000E+00,1.792313E-01
370,4.967222E-01,1.772174E-01,************,1.178916E+00,1.000000E+00,1.789163E-01
371,************,************,************,1.180213E+00,1.000000E+00,1.802132E-01
372,************,4.943441E-01,************,1.177367E+00,1.000000E+00,1.773669E-01
373,4.218430E-01,************,************,1.175546E+00,1.000000E+00,1.755463E-01
374,************,************,************,1.176050E+00,1.000000E+00,1.760499E-01
375,2.977622E-01,3.824406E-01,************,1.178542E+00,1.000000E+00,1.785419E-01
376,3.804174E-02,************,************,1.181462E+00,1.000000E+00,1.814624E-01
377,************,3.174251E-01,************,1.183347E+00,1.000000E+00,1.833468E-01
378,4.564856E-01,************,************,1.180837E+00,1.000000E+00,1.808374E-01
379,************,************,************,1.181108E+00,1.000000E+00,1.811077E-01
380,4.139236E-02,4.344396E-01,************,1.180056E+00,1.000000E+00,1.800562E-01
381,2.566184E-01,************,************,1.185962E+00,1.000000E+00,1.859617E-01
382,************,7.534803E-02,************,1.185864E+00,1.000000E+00,1.858641E-01
383,3.424301E-01,2.142578E-01,************,1.184962E+00,1.000000E+00,1.849623E-01
384,************,************,************,1.176801E+00,1.000000E+00,1.768011E-01
385,************,3.389045E-01,************,1.180636E+00,1.000000E+00,1.806358E-01
386,3.447227E-01,************,************,1.177051E+00,1.000000E+00,1.770505E-01
387,************,************,************,1.172206E+00,1.000000E+00,1.722059E-01
388,1.470829E-01,3.083007E-01,************,1.171235E+00,1.000000E+00,1.712355E-01
389,9.567442E-02,************,************,1.169011E+00,1.000000E+00,1.690107E-01
390,************,1.587672E-01,************,1.180801E+00,1.000000E+00,1.808013E-01
391,2.905093E-01,6.160140E-02,************,1.180252E+00,1.000000E+00,1.802521E-01
392,************,************,************,1.178157E+00,1.000000E+00,1.781569E-01
393,************,2.606395E-01,************,1.178006E+00,1.000000E+00,1.780058E-01
394,1.849449E-01,************,************,1.171013E+00,1.000000E+00,1.710130E-01
395,************,************,************,1.173830E+00,1.000000E+00,1.738298E-01
396,1.422737E-01,1.394863E-01,************,1.171917E+00,1.000000E+00,1.719173E-01
397,************,************,************,1.173504E+00,1.000000E+00,1.735042E-01
398,************,1.091157E-01,************,1.173104E+00,1.000000E+00,1.731039E-01
399,9.900449E-02,************,************,1.177569E+00,1.000000E+00,1.775688E-01
400,************,************,************,1.173652E+00,1.000000E+00,1.736515E-01
