t,x,u
  1.6200,   -0.070000, -2.0799643980E-01
  1.6200,   -0.060000, -1.8256760056E-01
  1.6200,   -0.050000, -1.6026111016E-01
  1.6200,   -0.040000, -1.4149857032E-01
  1.6200,   -0.030000, -1.2660247795E-01
  1.6200,   -0.020000, -1.1580715779E-01
  1.6200,   -0.010000, -1.0927002631E-01
  1.6200,    0.000000, -1.0708121854E-01
  1.6200,    0.010000, -1.0927002631E-01
  1.6200,    0.020000, -1.1580715779E-01
  1.6200,    0.030000, -1.2660247795E-01
  1.6200,    0.040000, -1.4149857032E-01
  1.6200,    0.050000, -1.6026111016E-01
  1.6200,    0.060000, -1.8256760056E-01
  1.6200,    0.070000, -2.0799643980E-01
  1.6200,    0.080000, -2.3601851545E-01
  1.6200,    0.090000, -2.6599352351E-01
  1.6200,    0.100000, -2.9717297137E-01
  1.6200,    0.110000, -3.2871134581E-01
  1.6200,    0.120000, -3.5968623708E-01
  1.6200,    0.130000, -3.8912736146E-01
  1.6200,    0.140000, -4.1605349033E-01
  1.6200,    0.150000, -4.3951536805E-01
  1.6200,    0.160000, -4.5864188548E-01
  1.6200,    0.170000, -4.7268616985E-01
  1.6200,    0.180000, -4.8106794144E-01
  1.6200,    0.190000, -4.8340852920E-01
  1.6200,    0.200000, -4.7955535264E-01
  1.6200,    0.210000, -4.6959344241E-01
  1.6200,    0.220000, -4.5384261982E-01
  1.6200,    0.230000, -4.3284018318E-01
  1.6200,    0.240000, -4.0731022337E-01
  1.6200,    0.250000, -3.7812187410E-01
  1.6200,    0.260000, -3.4623976039E-01
  1.6200,    0.270000, -3.1267053541E-01
  1.6200,    0.280000, -2.7840962629E-01
  1.6200,    0.290000, -2.4439212512E-01
  1.6200,    0.300000, -2.1145119747E-01
  1.6200,    0.310000, -1.8028651528E-01
  1.6200,    0.320000, -1.5144416586E-01
  1.6200,    0.330000, -1.2530837270E-01
  1.6200,    0.340000, -1.0210431402E-01
  1.6200,    0.350000, -8.1910450428E-02
  1.6200,    0.360000, -6.4678152227E-02
  1.6200,    0.370000, -5.0256088755E-02
  1.6200,    0.380000, -3.8416807152E-02
  1.6200,    0.390000, -2.8883149303E-02
  1.6200,    0.400000, -2.1352572377E-02
  1.6200,    0.410000, -1.5517973351E-02
  1.6200,    0.420000, -1.1084192661E-02
  1.6200,    0.430000, -7.7799163331E-03
  1.6200,    0.440000, -5.3651558597E-03
  1.6200,    0.450000, -3.6348273388E-03
  1.6200,    0.460000, -2.4191637237E-03
  1.6200,    0.470000, -1.5817826841E-03
  1.6200,    0.480000, -1.0162172972E-03
  1.6200,    0.490000, -6.4162542728E-04
  1.6200,    0.500000, -3.9825634640E-04
  1.6200,    0.510000, -2.4309784852E-04
  1.6200,    0.520000, -1.4597633158E-04
  1.6200,    0.530000, -8.6251637584E-05
  1.6200,    0.540000, -5.0146309207E-05
  1.6200,    0.550000, -2.8677644094E-05
  1.6200,    0.560000, -1.6118208579E-05
  1.6200,    0.570000, -8.8911906994E-06
  1.6200,    0.580000, -4.8048134688E-06
  1.6200,    0.590000, -2.5387651613E-06
  1.6200,    0.600000, -1.3099265995E-06
  1.6200,    0.610000, -6.6060642921E-07
  1.6200,    0.620000, -3.2743984918E-07
  1.6200,    0.630000, -1.6168097126E-07
  1.6200,    0.640000, -8.1357337679E-08
  1.6200,    0.650000, -4.2788005626E-08
  1.6200,    0.660000, -2.3740630442E-08
  1.6200,    0.670000, -1.3568769426E-08
  1.6200,    0.680000, -7.5480745959E-09
  1.6200,    0.690000, -3.7406138298E-09
  1.6200,    0.700000, -1.3646466139E-09
  1.6200,    0.710000, -3.1562209842E-11
  1.6200,    0.720000,  5.5002221803E-10
  1.6200,    0.730000,  6.4728232452E-10
  1.6200,    0.740000,  4.9285587345E-10
  1.6200,    0.750000,  2.6122053876E-10
  1.6200,    0.760000,  5.8742063458E-11
  1.6200,    0.770000, -6.9158285293E-11
  1.6200,    0.780000, -1.2021437939E-10
  1.6200,    0.790000, -1.1510962478E-10
  1.6200,    0.800000, -8.0809431311E-11
  1.6200,    0.810000, -4.0068623793E-11
  1.6200,    0.820000, -7.0224989562E-12
  1.6200,    0.830000,  1.2778984407E-11
  1.6200,    0.840000,  1.9970409553E-11
  1.6200,    0.850000,  1.8362739456E-11
  1.6200,    0.860000,  1.2438358592E-11
  1.6200,    0.870000,  5.8416841564E-12
  1.6200,    0.880000,  7.1622155705E-13
  1.6200,    0.890000, -2.2512429275E-12
  1.6200,    0.900000, -3.3352675875E-12
  1.6200,    0.910000, -3.2025961634E-12
  1.6200,    0.920000, -2.5057574192E-12
  1.6200,    0.930000, -1.6979833860E-12
  1.6200,    0.940000, -1.0145035614E-12
  1.6200,    0.950000, -5.3221092085E-13
  1.6200,    0.960000, -2.3955164503E-13
  1.6200,    0.970000, -8.8285479380E-14
  1.6200,    0.980000, -2.4438679062E-14
  1.6200,    0.990000, -4.2241928510E-15
  1.6200,    1.000000,  0.0000000000E+00
  1.8900,   -1.000000,  0.0000000000E+00
  1.8900,   -0.990000, -1.7433113588E-19
  1.8900,   -0.980000, -4.2321164278E-20
  1.8900,   -0.970000,  4.0425104082E-18
  1.8900,   -0.960000,  1.1191093609E-17
  1.8900,   -0.950000,  1.7995024031E-17
  1.8900,   -0.940000,  4.9692378711E-17
  1.8900,   -0.930000,  9.2035118199E-17
  1.8900,   -0.920000,  1.4312536940E-17
  1.8900,   -0.910000, -1.1574014977E-16
  1.8900,   -0.900000, -4.5454370928E-16
  1.8900,   -0.890000, -1.0976059366E-15
  1.8900,   -0.880000, -1.8448859468E-15
  1.8900,   -0.870000, -2.7433051432E-15
  1.8900,   -0.860000, -2.3357524415E-15
  1.8900,   -0.850000, -1.1006370737E-15
  1.8900,   -0.840000,  1.6795560890E-15
  1.8900,   -0.830000,  5.4666282679E-15
  1.8900,   -0.820000,  8.5468543680E-15
  1.8900,   -0.810000,  7.0380327286E-15
  1.8900,   -0.800000, -5.9129107437E-15
  1.8900,   -0.790000, -4.2264202906E-14
  1.8900,   -0.780000, -1.2284377902E-13
  1.8900,   -0.770000, -2.8798569760E-13
  1.8900,   -0.760000, -6.2256211236E-13
  1.8900,   -0.750000, -1.3116211734E-12
  1.8900,   -0.740000, -2.7614353743E-12
  1.8900,   -0.730000, -5.8516290077E-12
  1.8900,   -0.720000, -1.2446574956E-11
  1.8900,   -0.710000, -2.6413569423E-11
  1.8900,   -0.700000, -5.5627893050E-11
  1.8900,   -0.690000, -1.1586575932E-10
  1.8900,   -0.680000, -2.3828135010E-10
  1.8900,   -0.670000, -4.8360331057E-10
  1.8900,   -0.660000, -9.6874714338E-10
  1.8900,   -0.650000, -1.9160475396E-09
  1.8900,   -0.640000, -3.7431051805E-09
  1.8900,   -0.630000, -7.2244375557E-09
  1.8900,   -0.620000, -1.3778216984E-08
  1.8900,   -0.610000, -2.5967607143E-08
  1.8900,   -0.600000, -4.8364776152E-08
  1.8900,   -0.590000, -8.9018589628E-08
  1.8900,   -0.580000, -1.6191190504E-07
  1.8900,   -0.570000, -2.9101621606E-07
  1.8900,   -0.560000, -5.1688449618E-07
  1.8900,   -0.550000, -9.0721332138E-07
  1.8900,   -0.540000, -1.5735117704E-06
  1.8900,   -0.530000, -2.6970100395E-06
  1.8900,   -0.520000, -4.5683103656E-06
  1.8900,   -0.510000, -7.6471195169E-06
  1.8900,   -0.500000, -1.2650796429E-05
  1.8900,   -0.490000, -2.0683472613E-05
  1.8900,   -0.480000, -3.3421185484E-05
  1.8900,   -0.470000, -5.3372756584E-05
  1.8900,   -0.460000, -8.4240877036E-05
  1.8900,   -0.450000, -1.3141268680E-04
  1.8900,   -0.440000, -2.0261347941E-04
  1.8900,   -0.430000, -3.0876017794E-04
  1.8900,   -0.420000, -4.6505174824E-04
  1.8900,   -0.410000, -6.9233026962E-04
  1.8900,   -0.400000, -1.0187372439E-03
  1.8900,   -0.390000, -1.4816730414E-03
  1.8900,   -0.380000, -2.1300414032E-03
  1.8900,   -0.370000, -3.0267243184E-03
  1.8900,   -0.360000, -4.2511848920E-03
  1.8900,   -0.350000, -5.9020378787E-03
  1.8900,   -0.340000, -8.0993621069E-03
  1.8900,   -0.330000, -1.0986461066E-02
  1.8900,   -0.320000, -1.4730715080E-02
  1.8900,   -0.310000, -1.9523120802E-02
  1.8900,   -0.300000, -2.5576093416E-02
  1.8900,   -0.290000, -3.3119126863E-02
  1.8900,   -0.280000, -4.2391980162E-02
  1.8900,   -0.270000, -5.3635192886E-02
  1.8900,   -0.260000, -6.7077934258E-02
  1.8900,   -0.250000, -8.2923454290E-02
  1.8900,   -0.240000, -1.0133271808E-01
  1.8900,   -0.230000, -1.2240714036E-01
  1.8900,   -0.220000, -1.4617166076E-01
  1.8900,   -0.210000, -1.7255966577E-01
  1.8900,   -0.200000, -2.0140142203E-01
  1.8900,   -0.190000, -2.3241769015E-01
  1.8900,   -0.180000, -2.6522000146E-01
  1.8900,   -0.170000, -2.9931868229E-01
  1.8900,   -0.160000, -3.3413910938E-01
  1.8900,   -0.150000, -3.6904590993E-01
  1.8900,   -0.140000, -4.0337395128E-01
  1.8900,   -0.130000, -4.3646409066E-01
  1.8900,   -0.120000, -4.6770088935E-01
  1.8900,   -0.110000, -4.9654895356E-01
  1.8900,   -0.100000, -5.2258434928E-01
  1.8900,   -0.090000, -5.4551772258E-01
  1.8900,   -0.080000, -5.6520636481E-01
  1.8900,   -0.070000, -5.8165346167E-01
  1.8900,   -0.060000, -5.9499406616E-01
  1.8900,   -0.050000, -6.0546879422E-01
  1.8900,   -0.040000, -6.1338768136E-01
  1.8900,   -0.030000, -6.1908786747E-01
  1.8900,   -0.020000, -6.2288962259E-01
  1.8900,   -0.010000, -6.2505555643E-01
  1.8900,    0.000000, -6.2575760353E-01
  1.8900,    0.010000, -6.2505555643E-01
  1.8900,    0.020000, -6.2288962259E-01
  1.8900,    0.030000, -6.1908786747E-01
  1.8900,    0.040000, -6.1338768136E-01
  1.8900,    0.050000, -6.0546879422E-01
  1.8900,    0.060000, -5.9499406616E-01
  1.8900,    0.070000, -5.8165346167E-01
  1.8900,    0.080000, -5.6520636481E-01
  1.8900,    0.090000, -5.4551772258E-01
  1.8900,    0.100000, -5.2258434928E-01
  1.8900,    0.110000, -4.9654895356E-01
  1.8900,    0.120000, -4.6770088935E-01
  1.8900,    0.130000, -4.3646409066E-01
  1.8900,    0.140000, -4.0337395128E-01
  1.8900,    0.150000, -3.6904590993E-01
  1.8900,    0.160000, -3.3413910938E-01
  1.8900,    0.170000, -2.9931868229E-01
  1.8900,    0.180000, -2.6522000146E-01
  1.8900,    0.190000, -2.3241769015E-01
  1.8900,    0.200000, -2.0140142203E-01
  1.8900,    0.210000, -1.7255966577E-01
  1.8900,    0.220000, -1.4617166076E-01
  1.8900,    0.230000, -1.2240714036E-01
  1.8900,    0.240000, -1.0133271808E-01
  1.8900,    0.250000, -8.2923454290E-02
  1.8900,    0.260000, -6.7077934258E-02
  1.8900,    0.270000, -5.3635192886E-02
  1.8900,    0.280000, -4.2391980162E-02
  1.8900,    0.290000, -3.3119126863E-02
  1.8900,    0.300000, -2.5576093416E-02
  1.8900,    0.310000, -1.9523120802E-02
  1.8900,    0.320000, -1.4730715080E-02
  1.8900,    0.330000, -1.0986461066E-02
  1.8900,    0.340000, -8.0993621069E-03
  1.8900,    0.350000, -5.9020378787E-03
  1.8900,    0.360000, -4.2511848920E-03
  1.8900,    0.370000, -3.0267243184E-03
  1.8900,    0.380000, -2.1300414032E-03
  1.8900,    0.390000, -1.4816730414E-03
  1.8900,    0.400000, -1.0187372439E-03
  1.8900,    0.410000, -6.9233026962E-04
  1.8900,    0.420000, -4.6505174824E-04
  1.8900,    0.430000, -3.0876017794E-04
  1.8900,    0.440000, -2.0261347941E-04
  1.8900,    0.450000, -1.3141268680E-04
  1.8900,    0.460000, -8.4240877035E-05
  1.8900,    0.470000, -5.3372756584E-05
  1.8900,    0.480000, -3.3421185484E-05
  1.8900,    0.490000, -2.0683472613E-05
  1.8900,    0.500000, -1.2650796428E-05
  1.8900,    0.510000, -7.6471195171E-06
  1.8900,    0.520000, -4.5683103657E-06
  1.8900,    0.530000, -2.6970100396E-06
  1.8900,    0.540000, -1.5735117704E-06
  1.8900,    0.550000, -9.0721332131E-07
  1.8900,    0.560000, -5.1688449629E-07
  1.8900,    0.570000, -2.9101621601E-07
  1.8900,    0.580000, -1.6191190504E-07
  1.8900,    0.590000, -8.9018589539E-08
  1.8900,    0.600000, -4.8364776043E-08
  1.8900,    0.610000, -2.5967607100E-08
  1.8900,    0.620000, -1.3778216827E-08
  1.8900,    0.630000, -7.2244373377E-09
  1.8900,    0.640000, -3.7431047157E-09
  1.8900,    0.650000, -1.9160472137E-09
  1.8900,    0.660000, -9.6874660904E-10
  1.8900,    0.670000, -4.8360288391E-10
  1.8900,    0.680000, -2.3828067337E-10
  1.8900,    0.690000, -1.1586514022E-10
  1.8900,    0.700000, -5.5627358027E-11
  1.8900,    0.710000, -2.6412858918E-11
  1.8900,    0.720000, -1.2445949880E-11
  1.8900,    0.730000, -5.8511260651E-12
  1.8900,    0.740000, -2.7609251051E-12
  1.8900,    0.750000, -1.3110460773E-12
  1.8900,    0.760000, -6.2213689561E-13
  1.8900,    0.770000, -2.8757223735E-13
  1.8900,    0.780000, -1.2219515306E-13
  1.8900,    0.790000, -4.1802817463E-14
  1.8900,    0.800000, -5.3724653628E-15
  1.8900,    0.810000,  7.4500080630E-15
  1.8900,    0.820000,  9.0780679494E-15
  1.8900,    0.830000,  5.8845538835E-15
  1.8900,    0.840000,  1.7934447781E-15
  1.8900,    0.850000, -1.0427176395E-15
  1.8900,    0.860000, -2.3501235937E-15
  1.8900,    0.870000, -2.4484234886E-15
  1.8900,    0.880000, -1.9469474916E-15
  1.8900,    0.890000, -1.1350688224E-15
  1.8900,    0.900000, -5.8728853728E-16
  1.8900,    0.910000, -1.7243892733E-16
  1.8900,    0.920000,  8.8302705492E-17
  1.8900,    0.930000,  1.5276976158E-16
  1.8900,    0.940000,  1.2301083483E-16
  1.8900,    0.950000,  3.5531838891E-17
  1.8900,    0.960000,  1.2194407998E-17
  1.8900,    0.970000,  1.9239356602E-18
  1.8900,    0.980000, -2.1798360248E-18
  1.8900,    0.990000, -4.9258722348E-19
  1.8900,    1.000000,  0.0000000000E+00
  2.1600,   -1.000000,  0.0000000000E+00
  2.1600,   -0.990000, -1.0409257775E-14
  2.1600,   -0.980000, -1.1668737576E-13
  2.1600,   -0.970000, -8.6048270307E-13
  2.1600,   -0.960000, -4.7855931508E-12
  2.1600,   -0.950000, -2.1522028928E-11
  2.1600,   -0.940000, -8.1703549092E-11
  2.1600,   -0.930000, -2.6961283622E-10
  2.1600,   -0.920000, -7.9018109180E-10
  2.1600,   -0.910000, -2.0915894423E-09
  2.1600,   -0.900000, -5.0695640058E-09
  2.1600,   -0.890000, -1.1386347937E-08
  2.1600,   -0.880000, -2.3956887209E-08
  2.1600,   -0.870000, -4.7710655788E-08
  2.1600,   -0.860000, -9.0875228420E-08
  2.1600,   -0.850000, -1.6733648916E-07
  2.1600,   -0.840000, -3.0130702802E-07
  2.1600,   -0.830000, -5.3455705283E-07
  2.1600,   -0.820000, -9.3645385878E-07
  2.1600,   -0.810000, -1.6209197679E-06
  2.1600,   -0.800000, -2.7727021720E-06
  2.1600,   -0.790000, -4.6874850191E-06
  2.1600,   -0.780000, -7.8322022259E-06
  2.1600,   -0.770000, -1.2934299621E-05
  2.1600,   -0.760000, -2.1111703177E-05
  2.1600,   -0.750000, -3.4058914075E-05
  2.1600,   -0.740000, -5.4308914338E-05
  2.1600,   -0.730000, -8.5595257429E-05
  2.1600,   -0.720000, -1.3334348998E-04
  2.1600,   -0.710000, -2.0532532976E-04
  2.1600,   -0.700000, -3.1251196017E-04
  2.1600,   -0.690000, -4.7016323414E-04
  2.1600,   -0.680000, -6.9918604508E-04
  2.1600,   -0.670000, -1.0277859049E-03
  2.1600,   -0.660000, -1.4934190296E-03
  2.1600,   -0.650000, -2.1450262282E-03
  2.1600,   -0.640000, -3.0454932803E-03
  2.1600,   -0.630000, -4.2742347421E-03
  2.1600,   -0.620000, -5.9297399814E-03
  2.1600,   -0.610000, -8.1318542148E-03
  2.1600,   -0.600000, -1.1023498057E-02
  2.1600,   -0.590000, -1.4771463693E-02
  2.1600,   -0.580000, -1.9565873683E-02
  2.1600,   -0.570000, -2.5617861088E-02
  2.1600,   -0.560000, -3.3155039478E-02
  2.1600,   -0.550000, -4.2414390694E-02
  2.1600,   -0.540000, -5.3632316843E-02
  2.1600,   -0.530000, -6.7031786517E-02
  2.1600,   -0.520000, -8.2806752538E-02
  2.1600,   -0.510000, -1.0110431992E-01
  2.1600,   -0.500000, -1.2200547870E-01
  2.1600,   -0.490000, -1.4550555737E-01
  2.1600,   -0.480000, -1.7149586045E-01
  2.1600,   -0.470000, -1.9974818493E-01
  2.1600,   -0.460000, -2.2990401996E-01
  2.1600,   -0.450000, -2.6147018267E-01
  2.1600,   -0.440000, -2.9382240246E-01
  2.1600,   -0.430000, -3.2621792672E-01
  2.1600,   -0.420000, -3.5781759544E-01
  2.1600,   -0.410000, -3.8771705952E-01
  2.1600,   -0.400000, -4.1498596155E-01
  2.1600,   -0.390000, -4.3871304175E-01
  2.1600,   -0.380000, -4.5805437293E-01
  2.1600,   -0.370000, -4.7228136253E-01
  2.1600,   -0.360000, -4.8082487229E-01
  2.1600,   -0.350000, -4.8331185735E-01
  2.1600,   -0.340000, -4.7959133844E-01
  2.1600,   -0.330000, -4.6974727730E-01
  2.1600,   -0.320000, -4.5409696207E-01
  2.1600,   -0.310000, -4.3317472748E-01
  2.1600,   -0.300000, -4.0770210583E-01
  2.1600,   -0.290000, -3.7854669012E-01
  2.1600,   -0.280000, -3.4667295863E-01
  2.1600,   -0.270000, -3.1308895176E-01
  2.1600,   -0.260000, -2.7879294040E-01
  2.1600,   -0.250000, -2.4472405865E-01
  2.1600,   -0.240000, -2.1172032419E-01
  2.1600,   -0.230000, -1.8048661323E-01
  2.1600,   -0.220000, -1.5157410350E-01
  2.1600,   -0.210000, -1.2537157723E-01
  2.1600,   -0.200000, -1.0210791405E-01
  2.1600,   -0.190000, -8.1864213167E-02
  2.1600,   -0.180000, -6.4593344590E-02
  2.1600,   -0.170000, -5.0144384498E-02
  2.1600,   -0.160000, -3.8289339959E-02
  2.1600,   -0.150000, -2.8749780894E-02
  2.1600,   -0.140000, -2.1221409823E-02
  2.1600,   -0.130000, -1.5395136561E-02
  2.1600,   -0.120000, -1.0973805493E-02
  2.1600,   -0.110000, -7.6842759294E-03
  2.1600,   -0.100000, -5.2850255542E-03
  2.1600,   -0.090000, -3.5697984994E-03
  2.1600,   -0.080000, -2.3680397320E-03
  2.1600,   -0.070000, -1.5429519011E-03
  2.1600,   -0.060000, -9.8799955064E-04
  2.1600,   -0.050000, -6.2259715486E-04
  2.1600,   -0.040000, -3.8758305953E-04
  2.1600,   -0.030000, -2.4093033678E-04
  2.1600,   -0.020000, -1.5400148655E-04
  2.1600,   -0.010000, -1.0853313409E-04
  2.1600,    0.000000, -9.4447761262E-05
  2.1600,    0.010000, -1.0853313409E-04
  2.1600,    0.020000, -1.5400148655E-04
  2.1600,    0.030000, -2.4093033679E-04
  2.1600,    0.040000, -3.8758305953E-04
  2.1600,    0.050000, -6.2259715486E-04
  2.1600,    0.060000, -9.8799955064E-04
  2.1600,    0.070000, -1.5429519011E-03
  2.1600,    0.080000, -2.3680397320E-03
  2.1600,    0.090000, -3.5697984994E-03
  2.1600,    0.100000, -5.2850255542E-03
  2.1600,    0.110000, -7.6842759294E-03
  2.1600,    0.120000, -1.0973805493E-02
  2.1600,    0.130000, -1.5395136561E-02
  2.1600,    0.140000, -2.1221409823E-02
  2.1600,    0.150000, -2.8749780894E-02
  2.1600,    0.160000, -3.8289339959E-02
  2.1600,    0.170000, -5.0144384498E-02
  2.1600,    0.180000, -6.4593344590E-02
  2.1600,    0.190000, -8.1864213167E-02
  2.1600,    0.200000, -1.0210791405E-01
  2.1600,    0.210000, -1.2537157723E-01
  2.1600,    0.220000, -1.5157410350E-01
  2.1600,    0.230000, -1.8048661323E-01
  2.1600,    0.240000, -2.1172032419E-01
  2.1600,    0.250000, -2.4472405865E-01
  2.1600,    0.260000, -2.7879294040E-01
  2.1600,    0.270000, -3.1308895176E-01
  2.1600,    0.280000, -3.4667295863E-01
  2.1600,    0.290000, -3.7854669012E-01
  2.1600,    0.300000, -4.0770210583E-01
  2.1600,    0.310000, -4.3317472748E-01
  2.1600,    0.320000, -4.5409696207E-01
  2.1600,    0.330000, -4.6974727730E-01
  2.1600,    0.340000, -4.7959133844E-01
  2.1600,    0.350000, -4.8331185735E-01
  2.1600,    0.360000, -4.8082487229E-01
  2.1600,    0.370000, -4.7228136253E-01
  2.1600,    0.380000, -4.5805437293E-01
  2.1600,    0.390000, -4.3871304175E-01
  2.1600,    0.400000, -4.1498596155E-01
  2.1600,    0.410000, -3.8771705952E-01
  2.1600,    0.420000, -3.5781759544E-01
  2.1600,    0.430000, -3.2621792672E-01
  2.1600,    0.440000, -2.9382240246E-01
  2.1600,    0.450000, -2.6147018267E-01
  2.1600,    0.460000, -2.2990401996E-01
  2.1600,    0.470000, -1.9974818493E-01
  2.1600,    0.480000, -1.7149586045E-01
  2.1600,    0.490000, -1.4550555737E-01
  2.1600,    0.500000, -1.2200547870E-01
  2.1600,    0.510000, -1.0110431992E-01
  2.1600,    0.520000, -8.2806752538E-02
  2.1600,    0.530000, -6.7031786517E-02
  2.1600,    0.540000, -5.3632316843E-02
  2.1600,    0.550000, -4.2414390694E-02
  2.1600,    0.560000, -3.3155039478E-02
  2.1600,    0.570000, -2.5617861088E-02
  2.1600,    0.580000, -1.9565873683E-02
  2.1600,    0.590000, -1.4771463693E-02
  2.1600,    0.600000, -1.1023498057E-02
  2.1600,    0.610000, -8.1318542148E-03
  2.1600,    0.620000, -5.9297399814E-03
  2.1600,    0.630000, -4.2742347421E-03
  2.1600,    0.640000, -3.0454932803E-03
  2.1600,    0.650000, -2.1450262282E-03
  2.1600,    0.660000, -1.4934190296E-03
  2.1600,    0.670000, -1.0277859049E-03
  2.1600,    0.680000, -6.9918604509E-04
  2.1600,    0.690000, -4.7016323414E-04
  2.1600,    0.700000, -3.1251196017E-04
  2.1600,    0.710000, -2.0532532976E-04
  2.1600,    0.720000, -1.3334348998E-04
  2.1600,    0.730000, -8.5595257430E-05
  2.1600,    0.740000, -5.4308914339E-05
  2.1600,    0.750000, -3.4058914076E-05
  2.1600,    0.760000, -2.1111703178E-05
  2.1600,    0.770000, -1.2934299621E-05
  2.1600,    0.780000, -7.8322022266E-06
  2.1600,    0.790000, -4.6874850198E-06
  2.1600,    0.800000, -2.7727021725E-06
  2.1600,    0.810000, -1.6209197683E-06
  2.1600,    0.820000, -9.3645385916E-07
  2.1600,    0.830000, -5.3455705314E-07
  2.1600,    0.840000, -3.0130702833E-07
  2.1600,    0.850000, -1.6733648936E-07
  2.1600,    0.860000, -9.0875228520E-08
  2.1600,    0.870000, -4.7710656071E-08
  2.1600,    0.880000, -2.3956887318E-08
  2.1600,    0.890000, -1.1386348177E-08
  2.1600,    0.900000, -5.0695639851E-09
  2.1600,    0.910000, -2.0915894837E-09
  2.1600,    0.920000, -7.9018112129E-10
  2.1600,    0.930000, -2.6961290421E-10
  2.1600,    0.940000, -8.1703507572E-11
  2.1600,    0.950000, -2.1522048484E-11
  2.1600,    0.960000, -4.7856085783E-12
  2.1600,    0.970000, -8.6047763961E-13
  2.1600,    0.980000, -1.1668700012E-13
  2.1600,    0.990000, -1.0409722590E-14
  2.1600,    1.000000,  0.0000000000E+00
  2.4300,   -1.000000,  0.0000000000E+00
  2.4300,   -0.990000, -4.5586200419E-08
  2.4300,   -0.980000, -3.8739893361E-07
  2.4300,   -0.970000, -2.1841565900E-06
  2.4300,   -0.960000, -9.3651786734E-06
  2.4300,   -0.950000, -3.2671377978E-05
  2.4300,   -0.940000, -9.6608609765E-05
  2.4300,   -0.930000, -2.4887183708E-04
  2.4300,   -0.920000, -5.6965133839E-04
  2.4300,   -0.910000, -1.1760525869E-03
  2.4300,   -0.900000, -2.2163964601E-03
  2.4300,   -0.890000, -3.8520563065E-03
  2.4300,   -0.880000, -6.2308836877E-03
  2.4300,   -0.870000, -9.4640514733E-03
  2.4300,   -0.860000, -1.3623717112E-02
  2.4300,   -0.850000, -1.8779696051E-02
  2.4300,   -0.840000, -2.5090704770E-02
  2.4300,   -0.830000, -3.2810495879E-02
  2.4300,   -0.820000, -4.2195758438E-02
  2.4300,   -0.810000, -5.3497534170E-02
  2.4300,   -0.800000, -6.6949536467E-02
  2.4300,   -0.790000, -8.2753556178E-02
  2.4300,   -0.780000, -1.0106244556E-01
  2.4300,   -0.770000, -1.2196151002E-01
  2.4300,   -0.760000, -1.4544947794E-01
  2.4300,   -0.750000, -1.7142052552E-01
  2.4300,   -0.740000, -1.9964906305E-01
  2.4300,   -0.730000, -2.2977909770E-01
  2.4300,   -0.720000, -2.6131993703E-01
  2.4300,   -0.710000, -2.9364975839E-01
  2.4300,   -0.700000, -3.2602813270E-01
  2.4300,   -0.690000, -3.5761796915E-01
  2.4300,   -0.680000, -3.8751657802E-01
  2.4300,   -0.670000, -4.1479469439E-01
  2.4300,   -0.660000, -4.3854145080E-01
  2.4300,   -0.650000, -4.5791252506E-01
  2.4300,   -0.640000, -4.7217811940E-01
  2.4300,   -0.630000, -4.8076713259E-01
  2.4300,   -0.620000, -4.8330392822E-01
  2.4300,   -0.610000, -4.7963450516E-01
  2.4300,   -0.600000, -4.6983962252E-01
  2.4300,   -0.590000, -4.5423346105E-01
  2.4300,   -0.580000, -4.3334761636E-01
  2.4300,   -0.570000, -4.0790148948E-01
  2.4300,   -0.560000, -3.7876132965E-01
  2.4300,   -0.550000, -3.4689115832E-01
  2.4300,   -0.540000, -3.1329945571E-01
  2.4300,   -0.530000, -2.7898574990E-01
  2.4300,   -0.520000, -2.4489109324E-01
  2.4300,   -0.510000, -2.1185587034E-01
  2.4300,   -0.500000, -1.8058753121E-01
  2.4300,   -0.490000, -1.5163979175E-01
  2.4300,   -0.480000, -1.2540372027E-01
  2.4300,   -0.470000, -1.0211006160E-01
  2.4300,   -0.460000, -8.1841251428E-02
  2.4300,   -0.450000, -6.4550925813E-02
  2.4300,   -0.440000, -5.0088376861E-02
  2.4300,   -0.430000, -3.8225349027E-02
  2.4300,   -0.420000, -2.8682778226E-02
  2.4300,   -0.410000, -2.1155486644E-02
  2.4300,   -0.400000, -1.5333383280E-02
  2.4300,   -0.390000, -1.0918303496E-02
  2.4300,   -0.380000, -7.6361777504E-03
  2.4300,   -0.370000, -5.2446937464E-03
  2.4300,   -0.360000, -3.5369719716E-03
  2.4300,   -0.350000, -2.3419977825E-03
  2.4300,   -0.340000, -1.5226490965E-03
  2.4300,   -0.330000, -9.7214683838E-04
  2.4300,   -0.320000, -6.0966379588E-04
  2.4300,   -0.310000, -3.7568747327E-04
  2.4300,   -0.300000, -2.2757288670E-04
  2.4300,   -0.290000, -1.3556560337E-04
  2.4300,   -0.280000, -7.9440106339E-05
  2.4300,   -0.270000, -4.5792805862E-05
  2.4300,   -0.260000, -2.5955287064E-05
  2.4300,   -0.250000, -1.4449389214E-05
  2.4300,   -0.240000, -7.8861485525E-06
  2.4300,   -0.230000, -4.2089035056E-06
  2.4300,   -0.220000, -2.1904230939E-06
  2.4300,   -0.210000, -1.1092010348E-06
  2.4300,   -0.200000, -5.4688377252E-07
  2.4300,   -0.190000, -2.6446145744E-07
  2.4300,   -0.180000, -1.2792121512E-07
  2.4300,   -0.170000, -6.4086370704E-08
  2.4300,   -0.160000, -3.4516742390E-08
