t,x,u
  2.4300,   -0.150000, -2.0123884994E-08
  2.4300,   -0.140000, -1.2162642160E-08
  2.4300,   -0.130000, -7.0560317073E-09
  2.4300,   -0.120000, -3.5417464610E-09
  2.4300,   -0.110000, -1.2130494879E-09
  2.4300,   -0.100000,  1.3285411936E-10
  2.4300,   -0.090000,  7.1415287979E-10
  2.4300,   -0.080000,  7.8457272580E-10
  2.4300,   -0.070000,  5.8831668203E-10
  2.4300,   -0.060000,  3.1592813563E-10
  2.4300,   -0.050000,  8.4351134849E-11
  2.4300,   -0.040000, -5.8874711912E-11
  2.4300,   -0.030000, -1.1667465771E-10
  2.4300,   -0.020000, -1.1899609564E-10
  2.4300,   -0.010000, -1.0196978308E-10
  2.4300,    0.000000, -9.2951318339E-11
  2.4300,    0.010000, -1.0196993924E-10
  2.4300,    0.020000, -1.1899640994E-10
  2.4300,    0.030000, -1.1667495582E-10
  2.4300,    0.040000, -5.8875223111E-11
  2.4300,    0.050000,  8.4350395184E-11
  2.4300,    0.060000,  3.1592774166E-10
  2.4300,    0.070000,  5.8831607927E-10
  2.4300,    0.080000,  7.8457229269E-10
  2.4300,    0.090000,  7.1415233888E-10
  2.4300,    0.100000,  1.3285372630E-10
  2.4300,    0.110000, -1.2130498219E-09
  2.4300,    0.120000, -3.5417469163E-09
  2.4300,    0.130000, -7.0560322031E-09
  2.4300,    0.140000, -1.2162642593E-08
  2.4300,    0.150000, -2.0123885773E-08
  2.4300,    0.160000, -3.4516742913E-08
  2.4300,    0.170000, -6.4086371645E-08
  2.4300,    0.180000, -1.2792121583E-07
  2.4300,    0.190000, -2.6446145846E-07
  2.4300,    0.200000, -5.4688377345E-07
  2.4300,    0.210000, -1.1092010359E-06
  2.4300,    0.220000, -2.1904230950E-06
  2.4300,    0.230000, -4.2089035067E-06
  2.4300,    0.240000, -7.8861485535E-06
  2.4300,    0.250000, -1.4449389216E-05
  2.4300,    0.260000, -2.5955287065E-05
  2.4300,    0.270000, -4.5792805863E-05
  2.4300,    0.280000, -7.9440106341E-05
  2.4300,    0.290000, -1.3556560337E-04
  2.4300,    0.300000, -2.2757288670E-04
  2.4300,    0.310000, -3.7568747327E-04
  2.4300,    0.320000, -6.0966379588E-04
  2.4300,    0.330000, -9.7214683839E-04
  2.4300,    0.340000, -1.5226490965E-03
  2.4300,    0.350000, -2.3419977825E-03
  2.4300,    0.360000, -3.5369719716E-03
  2.4300,    0.370000, -5.2446937464E-03
  2.4300,    0.380000, -7.6361777504E-03
  2.4300,    0.390000, -1.0918303496E-02
  2.4300,    0.400000, -1.5333383280E-02
  2.4300,    0.410000, -2.1155486644E-02
  2.4300,    0.420000, -2.8682778226E-02
  2.4300,    0.430000, -3.8225349027E-02
  2.4300,    0.440000, -5.0088376861E-02
  2.4300,    0.450000, -6.4550925813E-02
  2.4300,    0.460000, -8.1841251428E-02
  2.4300,    0.470000, -1.0211006160E-01
  2.4300,    0.480000, -1.2540372027E-01
  2.4300,    0.490000, -1.5163979175E-01
  2.4300,    0.500000, -1.8058753121E-01
  2.4300,    0.510000, -2.1185587034E-01
  2.4300,    0.520000, -2.4489109324E-01
  2.4300,    0.530000, -2.7898574990E-01
  2.4300,    0.540000, -3.1329945571E-01
  2.4300,    0.550000, -3.4689115832E-01
  2.4300,    0.560000, -3.7876132965E-01
  2.4300,    0.570000, -4.0790148948E-01
  2.4300,    0.580000, -4.3334761636E-01
  2.4300,    0.590000, -4.5423346105E-01
  2.4300,    0.600000, -4.6983962252E-01
  2.4300,    0.610000, -4.7963450516E-01
  2.4300,    0.620000, -4.8330392822E-01
  2.4300,    0.630000, -4.8076713259E-01
  2.4300,    0.640000, -4.7217811940E-01
  2.4300,    0.650000, -4.5791252506E-01
  2.4300,    0.660000, -4.3854145080E-01
  2.4300,    0.670000, -4.1479469439E-01
  2.4300,    0.680000, -3.8751657802E-01
  2.4300,    0.690000, -3.5761796915E-01
  2.4300,    0.700000, -3.2602813270E-01
  2.4300,    0.710000, -2.9364975839E-01
  2.4300,    0.720000, -2.6131993703E-01
  2.4300,    0.730000, -2.2977909770E-01
  2.4300,    0.740000, -1.9964906305E-01
  2.4300,    0.750000, -1.7142052552E-01
  2.4300,    0.760000, -1.4544947794E-01
  2.4300,    0.770000, -1.2196151002E-01
  2.4300,    0.780000, -1.0106244556E-01
  2.4300,    0.790000, -8.2753556178E-02
  2.4300,    0.800000, -6.6949536467E-02
  2.4300,    0.810000, -5.3497534170E-02
  2.4300,    0.820000, -4.2195758438E-02
  2.4300,    0.830000, -3.2810495879E-02
  2.4300,    0.840000, -2.5090704770E-02
  2.4300,    0.850000, -1.8779696051E-02
  2.4300,    0.860000, -1.3623717112E-02
  2.4300,    0.870000, -9.4640514733E-03
  2.4300,    0.880000, -6.2308836877E-03
  2.4300,    0.890000, -3.8520563065E-03
  2.4300,    0.900000, -2.2163964601E-03
  2.4300,    0.910000, -1.1760525869E-03
  2.4300,    0.920000, -5.6965133839E-04
  2.4300,    0.930000, -2.4887183708E-04
  2.4300,    0.940000, -9.6608609765E-05
  2.4300,    0.950000, -3.2671377978E-05
  2.4300,    0.960000, -9.3651786734E-06
  2.4300,    0.970000, -2.1841565900E-06
  2.4300,    0.980000, -3.8739893361E-07
  2.4300,    0.990000, -4.5586200418E-08
  2.4300,    1.000000,  0.0000000000E+00
  2.7000,   -1.000000,  0.0000000000E+00
  2.7000,   -0.990000, -9.1671534320E-06
  2.7000,   -0.980000, -5.5520892202E-05
  2.7000,   -0.970000, -2.2646629373E-04
  2.7000,   -0.960000, -7.1413806552E-04
  2.7000,   -0.950000, -1.8574368190E-03
  2.7000,   -0.940000, -4.1421287822E-03
  2.7000,   -0.930000, -8.1265337141E-03
  2.7000,   -0.920000, -1.4287884221E-02
  2.7000,   -0.910000, -2.2828558487E-02
  2.7000,   -0.900000, -3.3517007832E-02
  2.7000,   -0.890000, -4.5639861506E-02
  2.7000,   -0.880000, -5.8102446012E-02
  2.7000,   -0.870000, -6.9653876058E-02
  2.7000,   -0.860000, -7.9163516045E-02
  2.7000,   -0.850000, -8.5863293787E-02
  2.7000,   -0.840000, -8.9495636187E-02
  2.7000,   -0.830000, -9.0162843470E-02
  2.7000,   -0.820000, -8.8120144605E-02
  2.7000,   -0.810000, -8.3745697276E-02
  2.7000,   -0.800000, -7.7503700965E-02
  2.7000,   -0.790000, -6.9904470589E-02
  2.7000,   -0.780000, -6.1465277307E-02
  2.7000,   -0.770000, -5.2675313713E-02
  2.7000,   -0.760000, -4.3967371560E-02
  2.7000,   -0.750000, -3.5697853745E-02
  2.7000,   -0.740000, -2.8135713861E-02
  2.7000,   -0.730000, -2.1459955368E-02
  2.7000,   -0.720000, -1.5764533631E-02
  2.7000,   -0.710000, -1.1068957961E-02
  2.7000,   -0.700000, -7.3326165578E-03
  2.7000,   -0.690000, -4.4708350708E-03
  2.7000,   -0.680000, -2.3708871806E-03
  2.7000,   -0.670000, -9.0653936559E-04
  2.7000,   -0.660000,  4.9840787307E-05
  2.7000,   -0.650000,  6.1812299086E-04
  2.7000,   -0.640000,  9.0429425409E-04
  2.7000,   -0.630000,  9.9714532205E-04
  2.7000,   -0.620000,  9.6730430415E-04
  2.7000,   -0.610000,  8.6804201152E-04
  2.7000,   -0.600000,  7.3725248510E-04
  2.7000,   -0.590000,  6.0006418613E-04
  2.7000,   -0.580000,  4.7163617668E-04
  2.7000,   -0.570000,  3.5981392236E-04
  2.7000,   -0.560000,  2.6743987900E-04
  2.7000,   -0.550000,  1.9421964835E-04
  2.7000,   -0.540000,  1.3812662035E-04
  2.7000,   -0.530000,  9.6383934371E-05
  2.7000,   -0.520000,  6.6094022001E-05
  2.7000,   -0.510000,  4.4597469301E-05
  2.7000,   -0.500000,  2.9640190546E-05
  2.7000,   -0.490000,  1.9416621965E-05
  2.7000,   -0.480000,  1.2541617477E-05
  2.7000,   -0.470000,  7.9884651426E-06
  2.7000,   -0.460000,  5.0171065090E-06
  2.7000,   -0.450000,  3.1062367201E-06
  2.7000,   -0.440000,  1.8956431482E-06
  2.7000,   -0.430000,  1.1405286072E-06
  2.7000,   -0.420000,  6.7704249807E-07
  2.7000,   -0.410000,  3.9715303754E-07
  2.7000,   -0.400000,  2.3076794003E-07
  2.7000,   -0.390000,  1.3322400639E-07
  2.7000,   -0.380000,  7.6639737882E-08
  2.7000,   -0.370000,  4.4003529318E-08
  2.7000,   -0.360000,  2.5184771515E-08
  2.7000,   -0.350000,  1.4290664451E-08
  2.7000,   -0.340000,  7.9579120834E-09
  2.7000,   -0.330000,  4.2841596467E-09
  2.7000,   -0.320000,  2.1859896661E-09
  2.7000,   -0.310000,  1.0307011154E-09
  2.7000,   -0.300000,  4.3510624620E-10
  2.7000,   -0.290000,  1.5993808420E-10
  2.7000,   -0.280000,  5.4974388887E-11
  2.7000,   -0.270000,  2.8909639452E-11
  2.7000,   -0.260000,  3.0508023847E-11
  2.7000,   -0.250000,  3.5050978439E-11
  2.7000,   -0.240000,  3.3959034984E-11
  2.7000,   -0.230000,  2.7067952197E-11
  2.7000,   -0.220000,  1.7395110728E-11
  2.7000,   -0.210000,  8.1108480958E-12
  2.7000,   -0.200000,  1.2116788985E-12
  2.7000,   -0.190000, -2.6835460925E-12
  2.7000,   -0.180000, -3.9719990322E-12
  2.7000,   -0.170000, -3.5376765150E-12
  2.7000,   -0.160000, -2.3120538092E-12
  2.7000,   -0.150000, -1.0043525326E-12
  2.7000,   -0.140000, -1.6936803397E-14
  2.7000,   -0.130000,  5.2355014414E-13
  2.7000,   -0.120000,  6.7271770529E-13
  2.7000,   -0.110000,  5.6839822241E-13
  2.7000,   -0.100000,  3.5551135365E-13
  2.7000,   -0.090000,  1.4218338985E-13
  2.7000,   -0.080000, -1.3183999031E-14
  2.7000,   -0.070000, -9.4377433873E-14
  2.7000,   -0.060000, -1.1338145530E-13
  2.7000,   -0.050000, -9.2658273725E-14
  2.7000,   -0.040000, -5.5272979475E-14
  2.7000,   -0.030000, -1.7305145230E-14
  2.7000,   -0.020000,  1.1898332847E-14
  2.7000,   -0.010000,  2.9671279876E-14
  2.7000,    0.000000,  3.5383927907E-14
  2.7000,    0.010000,  2.9607013699E-14
  2.7000,    0.020000,  1.1786622300E-14
  2.7000,    0.030000, -1.7432342527E-14
  2.7000,    0.040000, -5.5333630606E-14
  2.7000,    0.050000, -9.2714366579E-14
  2.7000,    0.060000, -1.1346520610E-13
  2.7000,    0.070000, -9.4578311162E-14
  2.7000,    0.080000, -1.3395825724E-14
  2.7000,    0.090000,  1.4203843571E-13
  2.7000,    0.100000,  3.5537833931E-13
  2.7000,    0.110000,  5.6821819832E-13
  2.7000,    0.120000,  6.7239650446E-13
  2.7000,    0.130000,  5.2333262551E-13
  2.7000,    0.140000, -1.7311345817E-14
  2.7000,    0.150000, -1.0046729359E-12
  2.7000,    0.160000, -2.3123037753E-12
  2.7000,    0.170000, -3.5382157717E-12
  2.7000,    0.180000, -3.9721988920E-12
  2.7000,    0.190000, -2.6840038127E-12
  2.7000,    0.200000,  1.2114668840E-12
  2.7000,    0.210000,  8.1106413182E-12
  2.7000,    0.220000,  1.7394873885E-11
  2.7000,    0.230000,  2.7067538326E-11
  2.7000,    0.240000,  3.3958520810E-11
  2.7000,    0.250000,  3.5050595162E-11
  2.7000,    0.260000,  3.0507671942E-11
  2.7000,    0.270000,  2.8908954236E-11
  2.7000,    0.280000,  5.4973941742E-11
  2.7000,    0.290000,  1.5993743051E-10
  2.7000,    0.300000,  4.3510553615E-10
  2.7000,    0.310000,  1.0307002324E-09
  2.7000,    0.320000,  2.1859889770E-09
  2.7000,    0.330000,  4.2841591087E-09
  2.7000,    0.340000,  7.9579113431E-09
  2.7000,    0.350000,  1.4290663669E-08
  2.7000,    0.360000,  2.5184770793E-08
  2.7000,    0.370000,  4.4003528327E-08
  2.7000,    0.380000,  7.6639737196E-08
  2.7000,    0.390000,  1.3322400548E-07
  2.7000,    0.400000,  2.3076793921E-07
  2.7000,    0.410000,  3.9715303658E-07
  2.7000,    0.420000,  6.7704249697E-07
  2.7000,    0.430000,  1.1405286063E-06
  2.7000,    0.440000,  1.8956431473E-06
  2.7000,    0.450000,  3.1062367190E-06
  2.7000,    0.460000,  5.0171065081E-06
  2.7000,    0.470000,  7.9884651415E-06
  2.7000,    0.480000,  1.2541617475E-05
  2.7000,    0.490000,  1.9416621964E-05
  2.7000,    0.500000,  2.9640190545E-05
  2.7000,    0.510000,  4.4597469300E-05
  2.7000,    0.520000,  6.6094022000E-05
  2.7000,    0.530000,  9.6383934370E-05
  2.7000,    0.540000,  1.3812662035E-04
  2.7000,    0.550000,  1.9421964834E-04
  2.7000,    0.560000,  2.6743987900E-04
  2.7000,    0.570000,  3.5981392236E-04
  2.7000,    0.580000,  4.7163617668E-04
  2.7000,    0.590000,  6.0006418613E-04
  2.7000,    0.600000,  7.3725248510E-04
  2.7000,    0.610000,  8.6804201152E-04
  2.7000,    0.620000,  9.6730430414E-04
  2.7000,    0.630000,  9.9714532205E-04
  2.7000,    0.640000,  9.0429425409E-04
  2.7000,    0.650000,  6.1812299086E-04
  2.7000,    0.660000,  4.9840787305E-05
  2.7000,    0.670000, -9.0653936559E-04
  2.7000,    0.680000, -2.3708871806E-03
  2.7000,    0.690000, -4.4708350708E-03
  2.7000,    0.700000, -7.3326165578E-03
  2.7000,    0.710000, -1.1068957961E-02
  2.7000,    0.720000, -1.5764533631E-02
  2.7000,    0.730000, -2.1459955368E-02
  2.7000,    0.740000, -2.8135713861E-02
  2.7000,    0.750000, -3.5697853745E-02
  2.7000,    0.760000, -4.3967371560E-02
  2.7000,    0.770000, -5.2675313713E-02
  2.7000,    0.780000, -6.1465277307E-02
  2.7000,    0.790000, -6.9904470589E-02
  2.7000,    0.800000, -7.7503700965E-02
  2.7000,    0.810000, -8.3745697276E-02
  2.7000,    0.820000, -8.8120144605E-02
  2.7000,    0.830000, -9.0162843470E-02
  2.7000,    0.840000, -8.9495636187E-02
  2.7000,    0.850000, -8.5863293787E-02
  2.7000,    0.860000, -7.9163516045E-02
  2.7000,    0.870000, -6.9653876058E-02
  2.7000,    0.880000, -5.8102446012E-02
  2.7000,    0.890000, -4.5639861506E-02
  2.7000,    0.900000, -3.3517007832E-02
  2.7000,    0.910000, -2.2828558487E-02
  2.7000,    0.920000, -1.4287884221E-02
  2.7000,    0.930000, -8.1265337141E-03
  2.7000,    0.940000, -4.1421287822E-03
  2.7000,    0.950000, -1.8574368190E-03
  2.7000,    0.960000, -7.1413806552E-04
  2.7000,    0.970000, -2.2646629373E-04
  2.7000,    0.980000, -5.5520892202E-05
  2.7000,    0.990000, -9.1671534320E-06
  2.7000,    1.000000,  0.0000000000E+00
