xc,omega,STFT_mag
    4.403131, -2.1875000000E-01,  5.5684210851E+01
    4.403131, -2.0312500000E-01,  5.6275993344E+01
    4.403131, -1.8750000000E-01,  5.6827342330E+01
    4.403131, -1.7187500000E-01,  5.7337485043E+01
    4.403131, -1.5625000000E-01,  5.7805705620E+01
    4.403131, -1.4062500000E-01,  5.8231346320E+01
    4.403131, -1.2500000000E-01,  5.8613808629E+01
    4.403131, -1.0937500000E-01,  5.8952554278E+01
    4.403131, -9.3750000000E-02,  5.9247106157E+01
    4.403131, -7.8125000000E-02,  5.9497049120E+01
    4.403131, -6.2500000000E-02,  5.9702030689E+01
    4.403131, -4.6875000000E-02,  5.9861761656E+01
    4.403131, -3.1250000000E-02,  5.9976016569E+01
    4.403131, -1.5625000000E-02,  6.0044634118E+01
    4.403131,  0.0000000000E+00,  6.0067517407E+01
    4.403131,  1.5625000000E-02,  6.0044634118E+01
    4.403131,  3.1250000000E-02,  5.9976016569E+01
    4.403131,  4.6875000000E-02,  5.9861761656E+01
    4.403131,  6.2500000000E-02,  5.9702030689E+01
    4.403131,  7.8125000000E-02,  5.9497049120E+01
    4.403131,  9.3750000000E-02,  5.9247106157E+01
    4.403131,  1.0937500000E-01,  5.8952554278E+01
    4.403131,  1.2500000000E-01,  5.8613808629E+01
    4.403131,  1.4062500000E-01,  5.8231346320E+01
    4.403131,  1.5625000000E-01,  5.7805705620E+01
    4.403131,  1.7187500000E-01,  5.7337485043E+01
    4.403131,  1.8750000000E-01,  5.6827342330E+01
    4.403131,  2.0312500000E-01,  5.6275993344E+01
    4.403131,  2.1875000000E-01,  5.5684210851E+01
    4.403131,  2.3437500000E-01,  5.5052823218E+01
    4.403131,  2.5000000000E-01,  5.4382713015E+01
    4.403131,  2.6562500000E-01,  5.3674815520E+01
    4.403131,  2.8125000000E-01,  5.2930117145E+01
    4.403131,  2.9687500000E-01,  5.2149653775E+01
    4.403131,  3.1250000000E-01,  5.1334509019E+01
    4.403131,  3.2812500000E-01,  5.0485812395E+01
    4.403131,  3.4375000000E-01,  4.9604737427E+01
    4.403131,  3.5937500000E-01,  4.8692499678E+01
    4.403131,  3.7500000000E-01,  4.7750354713E+01
    4.403131,  3.9062500000E-01,  4.6779596001E+01
    4.403131,  4.0625000000E-01,  4.5781552747E+01
    4.403131,  4.2187500000E-01,  4.4757587681E+01
    4.403131,  4.3750000000E-01,  4.3709094783E+01
    4.403131,  4.5312500000E-01,  4.2637496971E+01
    4.403131,  4.6875000000E-01,  4.1544243732E+01
    4.403131,  4.8437500000E-01,  4.0430808725E+01
    5.029354, -5.0000000000E-01,  3.9298661546E+01
    5.029354, -4.8437500000E-01,  4.0430777032E+01
    5.029354, -4.6875000000E-01,  4.1544206192E+01
    5.029354, -4.5312500000E-01,  4.2637453647E+01
    5.029354, -4.3750000000E-01,  4.3709045748E+01
    5.029354, -4.2187500000E-01,  4.4757533019E+01
    5.029354, -4.0625000000E-01,  4.5781492554E+01
    5.029354, -3.9062500000E-01,  4.6779530384E+01
    5.029354, -3.7500000000E-01,  4.7750283790E+01
    5.029354, -3.5937500000E-01,  4.8692423576E+01
    5.029354, -3.4375000000E-01,  4.9604656285E+01
    5.029354, -3.2812500000E-01,  5.0485726362E+01
    5.029354, -3.1250000000E-01,  5.1334418252E+01
    5.029354, -2.9687500000E-01,  5.2149558441E+01
    5.029354, -2.8125000000E-01,  5.2930017421E+01
    5.029354, -2.6562500000E-01,  5.3674711591E+01
    5.029354, -2.5000000000E-01,  5.4382605074E+01
    5.029354, -2.3437500000E-01,  5.5052711467E+01
    5.029354, -2.1875000000E-01,  5.5684095498E+01
    5.029354, -2.0312500000E-01,  5.6275874606E+01
    5.029354, -1.8750000000E-01,  5.6827220431E+01
    5.029354, -1.7187500000E-01,  5.7337360211E+01
    5.029354, -1.5625000000E-01,  5.7805578091E+01
    5.029354, -1.4062500000E-01,  5.8231216333E+01
    5.029354, -1.2500000000E-01,  5.8613676429E+01
    5.029354, -1.0937500000E-01,  5.8952420117E+01
    5.029354, -9.3750000000E-02,  5.9246970287E+01
    5.029354, -7.8125000000E-02,  5.9496911798E+01
    5.029354, -6.2500000000E-02,  5.9701892176E+01
    5.029354, -4.6875000000E-02,  5.9861622214E+01
    5.029354, -3.1250000000E-02,  5.9975876462E+01
    5.029354, -1.5625000000E-02,  6.0044493611E+01
    5.029354,  0.0000000000E+00,  6.0067376767E+01
    5.029354,  1.5625000000E-02,  6.0044493611E+01
    5.029354,  3.1250000000E-02,  5.9975876462E+01
    5.029354,  4.6875000000E-02,  5.9861622214E+01
    5.029354,  6.2500000000E-02,  5.9701892176E+01
    5.029354,  7.8125000000E-02,  5.9496911798E+01
    5.029354,  9.3750000000E-02,  5.9246970287E+01
    5.029354,  1.0937500000E-01,  5.8952420117E+01
    5.029354,  1.2500000000E-01,  5.8613676429E+01
    5.029354,  1.4062500000E-01,  5.8231216333E+01
    5.029354,  1.5625000000E-01,  5.7805578091E+01
    5.029354,  1.7187500000E-01,  5.7337360211E+01
    5.029354,  1.8750000000E-01,  5.6827220431E+01
    5.029354,  2.0312500000E-01,  5.6275874606E+01
    5.029354,  2.1875000000E-01,  5.5684095498E+01
    5.029354,  2.3437500000E-01,  5.5052711467E+01
    5.029354,  2.5000000000E-01,  5.4382605074E+01
    5.029354,  2.6562500000E-01,  5.3674711591E+01
    5.029354,  2.8125000000E-01,  5.2930017421E+01
    5.029354,  2.9687500000E-01,  5.2149558441E+01
    5.029354,  3.1250000000E-01,  5.1334418252E+01
    5.029354,  3.2812500000E-01,  5.0485726362E+01
    5.029354,  3.4375000000E-01,  4.9604656285E+01
    5.029354,  3.5937500000E-01,  4.8692423576E+01
    5.029354,  3.7500000000E-01,  4.7750283790E+01
    5.029354,  3.9062500000E-01,  4.6779530384E+01
    5.029354,  4.0625000000E-01,  4.5781492554E+01
    5.029354,  4.2187500000E-01,  4.4757533019E+01
    5.029354,  4.3750000000E-01,  4.3709045748E+01
    5.029354,  4.5312500000E-01,  4.2637453647E+01
    5.029354,  4.6875000000E-01,  4.1544206192E+01
    5.029354,  4.8437500000E-01,  4.0430777032E+01
    5.655577, -5.0000000000E-01,  3.9298661307E+01
    5.655577, -4.8437500000E-01,  4.0430776728E+01
    5.655577, -4.6875000000E-01,  4.1544205824E+01
    5.655577, -4.5312500000E-01,  4.2637453214E+01
    5.655577, -4.3750000000E-01,  4.3709045252E+01
    5.655577, -4.2187500000E-01,  4.4757532460E+01
    5.655577, -4.0625000000E-01,  4.5781491935E+01
    5.655577, -3.9062500000E-01,  4.6779529705E+01
    5.655577, -3.7500000000E-01,  4.7750283052E+01
    5.655577, -3.5937500000E-01,  4.8692422780E+01
    5.655577, -3.4375000000E-01,  4.9604655433E+01
    5.655577, -3.2812500000E-01,  5.0485725455E+01
    5.655577, -3.1250000000E-01,  5.1334417293E+01
    5.655577, -2.9687500000E-01,  5.2149557431E+01
    5.655577, -2.8125000000E-01,  5.2930016362E+01
    5.655577, -2.6562500000E-01,  5.3674710485E+01
    5.655577, -2.5000000000E-01,  5.4382603924E+01
    5.655577, -2.3437500000E-01,  5.5052710275E+01
    5.655577, -2.1875000000E-01,  5.5684094265E+01
    5.655577, -2.0312500000E-01,  5.6275873336E+01
    5.655577, -1.8750000000E-01,  5.6827219125E+01
    5.655577, -1.7187500000E-01,  5.7337358872E+01
    5.655577, -1.5625000000E-01,  5.7805576722E+01
    5.655577, -1.4062500000E-01,  5.8231214937E+01
    5.655577, -1.2500000000E-01,  5.8613675009E+01
    5.655577, -1.0937500000E-01,  5.8952418674E+01
    5.655577, -9.3750000000E-02,  5.9246968826E+01
    5.655577, -7.8125000000E-02,  5.9496910321E+01
    5.655577, -6.2500000000E-02,  5.9701890685E+01
    5.655577, -4.6875000000E-02,  5.9861620713E+01
    5.655577, -3.1250000000E-02,  5.9975874953E+01
    5.655577, -1.5625000000E-02,  6.0044492098E+01
    5.655577,  0.0000000000E+00,  6.0067375252E+01
    5.655577,  1.5625000000E-02,  6.0044492098E+01
    5.655577,  3.1250000000E-02,  5.9975874953E+01
    5.655577,  4.6875000000E-02,  5.9861620713E+01
    5.655577,  6.2500000000E-02,  5.9701890685E+01
    5.655577,  7.8125000000E-02,  5.9496910321E+01
    5.655577,  9.3750000000E-02,  5.9246968826E+01
    5.655577,  1.0937500000E-01,  5.8952418674E+01
    5.655577,  1.2500000000E-01,  5.8613675009E+01
    5.655577,  1.4062500000E-01,  5.8231214937E+01
    5.655577,  1.5625000000E-01,  5.7805576722E+01
    5.655577,  1.7187500000E-01,  5.7337358872E+01
    5.655577,  1.8750000000E-01,  5.6827219125E+01
    5.655577,  2.0312500000E-01,  5.6275873336E+01
    5.655577,  2.1875000000E-01,  5.5684094265E+01
    5.655577,  2.3437500000E-01,  5.5052710275E+01
    5.655577,  2.5000000000E-01,  5.4382603924E+01
    5.655577,  2.6562500000E-01,  5.3674710485E+01
    5.655577,  2.8125000000E-01,  5.2930016362E+01
    5.655577,  2.9687500000E-01,  5.2149557431E+01
    5.655577,  3.1250000000E-01,  5.1334417293E+01
    5.655577,  3.2812500000E-01,  5.0485725455E+01
    5.655577,  3.4375000000E-01,  4.9604655433E+01
    5.655577,  3.5937500000E-01,  4.8692422780E+01
    5.655577,  3.7500000000E-01,  4.7750283052E+01
    5.655577,  3.9062500000E-01,  4.6779529705E+01
    5.655577,  4.0625000000E-01,  4.5781491935E+01
    5.655577,  4.2187500000E-01,  4.4757532460E+01
    5.655577,  4.3750000000E-01,  4.3709045252E+01
    5.655577,  4.5312500000E-01,  4.2637453214E+01
    5.655577,  4.6875000000E-01,  4.1544205824E+01
    5.655577,  4.8437500000E-01,  4.0430776728E+01
    6.281800, -5.0000000000E-01,  3.9298661306E+01
    6.281800, -4.8437500000E-01,  4.0430776726E+01
    6.281800, -4.6875000000E-01,  4.1544205822E+01
    6.281800, -4.5312500000E-01,  4.2637453212E+01
    6.281800, -4.3750000000E-01,  4.3709045250E+01
    6.281800, -4.2187500000E-01,  4.4757532458E+01
    6.281800, -4.0625000000E-01,  4.5781491932E+01
    6.281800, -3.9062500000E-01,  4.6779529701E+01
    6.281800, -3.7500000000E-01,  4.7750283048E+01
    6.281800, -3.5937500000E-01,  4.8692422776E+01
    6.281800, -3.4375000000E-01,  4.9604655429E+01
    6.281800, -3.2812500000E-01,  5.0485725451E+01
    6.281800, -3.1250000000E-01,  5.1334417288E+01
    6.281800, -2.9687500000E-01,  5.2149557426E+01
    6.281800, -2.8125000000E-01,  5.2930016357E+01
    6.281800, -2.6562500000E-01,  5.3674710480E+01
    6.281800, -2.5000000000E-01,  5.4382603918E+01
    6.281800, -2.3437500000E-01,  5.5052710269E+01
    6.281800, -2.1875000000E-01,  5.5684094259E+01
    6.281800, -2.0312500000E-01,  5.6275873330E+01
    6.281800, -1.8750000000E-01,  5.6827219119E+01
    6.281800, -1.7187500000E-01,  5.7337358866E+01
    6.281800, -1.5625000000E-01,  5.7805576715E+01
    6.281800, -1.4062500000E-01,  5.8231214930E+01
    6.281800, -1.2500000000E-01,  5.8613675002E+01
    6.281800, -1.0937500000E-01,  5.8952418667E+01
    6.281800, -9.3750000000E-02,  5.9246968819E+01
    6.281800, -7.8125000000E-02,  5.9496910313E+01
    6.281800, -6.2500000000E-02,  5.9701890678E+01
    6.281800, -4.6875000000E-02,  5.9861620705E+01
    6.281800, -3.1250000000E-02,  5.9975874946E+01
    6.281800, -1.5625000000E-02,  6.0044492091E+01
    6.281800,  0.0000000000E+00,  6.0067375244E+01
    6.281800,  1.5625000000E-02,  6.0044492091E+01
    6.281800,  3.1250000000E-02,  5.9975874946E+01
    6.281800,  4.6875000000E-02,  5.9861620705E+01
    6.281800,  6.2500000000E-02,  5.9701890678E+01
    6.281800,  7.8125000000E-02,  5.9496910313E+01
    6.281800,  9.3750000000E-02,  5.9246968819E+01
    6.281800,  1.0937500000E-01,  5.8952418667E+01
    6.281800,  1.2500000000E-01,  5.8613675002E+01
    6.281800,  1.4062500000E-01,  5.8231214930E+01
    6.281800,  1.5625000000E-01,  5.7805576715E+01
    6.281800,  1.7187500000E-01,  5.7337358866E+01
    6.281800,  1.8750000000E-01,  5.6827219119E+01
    6.281800,  2.0312500000E-01,  5.6275873330E+01
    6.281800,  2.1875000000E-01,  5.5684094259E+01
    6.281800,  2.3437500000E-01,  5.5052710269E+01
    6.281800,  2.5000000000E-01,  5.4382603918E+01
    6.281800,  2.6562500000E-01,  5.3674710480E+01
    6.281800,  2.8125000000E-01,  5.2930016357E+01
    6.281800,  2.9687500000E-01,  5.2149557426E+01
    6.281800,  3.1250000000E-01,  5.1334417288E+01
    6.281800,  3.2812500000E-01,  5.0485725451E+01
    6.281800,  3.4375000000E-01,  4.9604655429E+01
    6.281800,  3.5937500000E-01,  4.8692422776E+01
    6.281800,  3.7500000000E-01,  4.7750283048E+01
    6.281800,  3.9062500000E-01,  4.6779529701E+01
    6.281800,  4.0625000000E-01,  4.5781491932E+01
    6.281800,  4.2187500000E-01,  4.4757532458E+01
    6.281800,  4.3750000000E-01,  4.3709045250E+01
    6.281800,  4.5312500000E-01,  4.2637453212E+01
    6.281800,  4.6875000000E-01,  4.1544205822E+01
    6.281800,  4.8437500000E-01,  4.0430776726E+01
    6.908023, -5.0000000000E-01,  3.9298661306E+01
    6.908023, -4.8437500000E-01,  4.0430776726E+01
    6.908023, -4.6875000000E-01,  4.1544205822E+01
    6.908023, -4.5312500000E-01,  4.2637453212E+01
    6.908023, -4.3750000000E-01,  4.3709045250E+01
    6.908023, -4.2187500000E-01,  4.4757532458E+01
    6.908023, -4.0625000000E-01,  4.5781491932E+01
    6.908023, -3.9062500000E-01,  4.6779529701E+01
    6.908023, -3.7500000000E-01,  4.7750283048E+01
    6.908023, -3.5937500000E-01,  4.8692422776E+01
    6.908023, -3.4375000000E-01,  4.9604655429E+01
    6.908023, -3.2812500000E-01,  5.0485725451E+01
    6.908023, -3.1250000000E-01,  5.1334417288E+01
    6.908023, -2.9687500000E-01,  5.2149557426E+01
    6.908023, -2.8125000000E-01,  5.2930016357E+01
    6.908023, -2.6562500000E-01,  5.3674710480E+01
    6.908023, -2.5000000000E-01,  5.4382603918E+01
    6.908023, -2.3437500000E-01,  5.5052710269E+01
    6.908023, -2.1875000000E-01,  5.5684094259E+01
    6.908023, -2.0312500000E-01,  5.6275873330E+01
    6.908023, -1.8750000000E-01,  5.6827219119E+01
    6.908023, -1.7187500000E-01,  5.7337358866E+01
    6.908023, -1.5625000000E-01,  5.7805576715E+01
    6.908023, -1.4062500000E-01,  5.8231214930E+01
    6.908023, -1.2500000000E-01,  5.8613675002E+01
    6.908023, -1.0937500000E-01,  5.8952418667E+01
    6.908023, -9.3750000000E-02,  5.9246968819E+01
    6.908023, -7.8125000000E-02,  5.9496910313E+01
    6.908023, -6.2500000000E-02,  5.9701890678E+01
    6.908023, -4.6875000000E-02,  5.9861620705E+01
    6.908023, -3.1250000000E-02,  5.9975874946E+01
    6.908023, -1.5625000000E-02,  6.0044492091E+01
    6.908023,  0.0000000000E+00,  6.0067375244E+01
    6.908023,  1.5625000000E-02,  6.0044492091E+01
    6.908023,  3.1250000000E-02,  5.9975874946E+01
    6.908023,  4.6875000000E-02,  5.9861620705E+01
    6.908023,  6.2500000000E-02,  5.9701890678E+01
    6.908023,  7.8125000000E-02,  5.9496910313E+01
    6.908023,  9.3750000000E-02,  5.9246968819E+01
    6.908023,  1.0937500000E-01,  5.8952418667E+01
    6.908023,  1.2500000000E-01,  5.8613675002E+01
    6.908023,  1.4062500000E-01,  5.8231214930E+01
    6.908023,  1.5625000000E-01,  5.7805576715E+01
    6.908023,  1.7187500000E-01,  5.7337358866E+01
    6.908023,  1.8750000000E-01,  5.6827219119E+01
    6.908023,  2.0312500000E-01,  5.6275873330E+01
    6.908023,  2.1875000000E-01,  5.5684094259E+01
    6.908023,  2.3437500000E-01,  5.5052710269E+01
    6.908023,  2.5000000000E-01,  5.4382603918E+01
    6.908023,  2.6562500000E-01,  5.3674710480E+01
    6.908023,  2.8125000000E-01,  5.2930016357E+01
    6.908023,  2.9687500000E-01,  5.2149557426E+01
    6.908023,  3.1250000000E-01,  5.1334417288E+01
    6.908023,  3.2812500000E-01,  5.0485725451E+01
    6.908023,  3.4375000000E-01,  4.9604655429E+01
    6.908023,  3.5937500000E-01,  4.8692422776E+01
    6.908023,  3.7500000000E-01,  4.7750283048E+01
    6.908023,  3.9062500000E-01,  4.6779529701E+01
    6.908023,  4.0625000000E-01,  4.5781491932E+01
    6.908023,  4.2187500000E-01,  4.4757532458E+01
    6.908023,  4.3750000000E-01,  4.3709045250E+01
    6.908023,  4.5312500000E-01,  4.2637453212E+01
    6.908023,  4.6875000000E-01,  4.1544205822E+01
    6.908023,  4.8437500000E-01,  4.0430776726E+01
    7.534247, -5.0000000000E-01,  3.9298661306E+01
    7.534247, -4.8437500000E-01,  4.0430776726E+01
    7.534247, -4.6875000000E-01,  4.1544205822E+01
    7.534247, -4.5312500000E-01,  4.2637453212E+01
    7.534247, -4.3750000000E-01,  4.3709045250E+01
    7.534247, -4.2187500000E-01,  4.4757532458E+01
    7.534247, -4.0625000000E-01,  4.5781491932E+01
    7.534247, -3.9062500000E-01,  4.6779529701E+01
    7.534247, -3.7500000000E-01,  4.7750283048E+01
    7.534247, -3.5937500000E-01,  4.8692422776E+01
    7.534247, -3.4375000000E-01,  4.9604655429E+01
    7.534247, -3.2812500000E-01,  5.0485725451E+01
    7.534247, -3.1250000000E-01,  5.1334417288E+01
    7.534247, -2.9687500000E-01,  5.2149557426E+01
    7.534247, -2.8125000000E-01,  5.2930016357E+01
    7.534247, -2.6562500000E-01,  5.3674710480E+01
    7.534247, -2.5000000000E-01,  5.4382603918E+01
    7.534247, -2.3437500000E-01,  5.5052710269E+01
    7.534247, -2.1875000000E-01,  5.5684094259E+01
    7.534247, -2.0312500000E-01,  5.6275873330E+01
    7.534247, -1.8750000000E-01,  5.6827219119E+01
    7.534247, -1.7187500000E-01,  5.7337358866E+01
    7.534247, -1.5625000000E-01,  5.7805576715E+01
    7.534247, -1.4062500000E-01,  5.8231214930E+01
    7.534247, -1.2500000000E-01,  5.8613675002E+01
    7.534247, -1.0937500000E-01,  5.8952418667E+01
    7.534247, -9.3750000000E-02,  5.9246968819E+01
    7.534247, -7.8125000000E-02,  5.9496910313E+01
    7.534247, -6.2500000000E-02,  5.9701890678E+01
    7.534247, -4.6875000000E-02,  5.9861620705E+01
    7.534247, -3.1250000000E-02,  5.9975874946E+01
    7.534247, -1.5625000000E-02,  6.0044492091E+01
    7.534247,  0.0000000000E+00,  6.0067375244E+01
    7.534247,  1.5625000000E-02,  6.0044492091E+01
    7.534247,  3.1250000000E-02,  5.9975874946E+01
    7.534247,  4.6875000000E-02,  5.9861620705E+01
    7.534247,  6.2500000000E-02,  5.9701890678E+01
    7.534247,  7.8125000000E-02,  5.9496910313E+01
    7.534247,  9.3750000000E-02,  5.9246968819E+01
    7.534247,  1.0937500000E-01,  5.8952418667E+01
    7.534247,  1.2500000000E-01,  5.8613675002E+01
    7.534247,  1.4062500000E-01,  5.8231214930E+01
    7.534247,  1.5625000000E-01,  5.7805576715E+01
    7.534247,  1.7187500000E-01,  5.7337358866E+01
    7.534247,  1.8750000000E-01,  5.6827219119E+01
    7.534247,  2.0312500000E-01,  5.6275873330E+01
    7.534247,  2.1875000000E-01,  5.5684094259E+01
    7.534247,  2.3437500000E-01,  5.5052710269E+01
    7.534247,  2.5000000000E-01,  5.4382603918E+01
    7.534247,  2.6562500000E-01,  5.3674710480E+01
    7.534247,  2.8125000000E-01,  5.2930016357E+01
    7.534247,  2.9687500000E-01,  5.2149557426E+01
    7.534247,  3.1250000000E-01,  5.1334417288E+01
    7.534247,  3.2812500000E-01,  5.0485725451E+01
    7.534247,  3.4375000000E-01,  4.9604655429E+01
    7.534247,  3.5937500000E-01,  4.8692422776E+01
    7.534247,  3.7500000000E-01,  4.7750283048E+01
    7.534247,  3.9062500000E-01,  4.6779529701E+01
    7.534247,  4.0625000000E-01,  4.5781491932E+01
    7.534247,  4.2187500000E-01,  4.4757532458E+01
    7.534247,  4.3750000000E-01,  4.3709045250E+01
    7.534247,  4.5312500000E-01,  4.2637453212E+01
    7.534247,  4.6875000000E-01,  4.1544205822E+01
    7.534247,  4.8437500000E-01,  4.0430776726E+01
    8.160470, -5.0000000000E-01,  3.9298661306E+01
    8.160470, -4.8437500000E-01,  4.0430776726E+01
    8.160470, -4.6875000000E-01,  4.1544205822E+01
    8.160470, -4.5312500000E-01,  4.2637453212E+01
    8.160470, -4.3750000000E-01,  4.3709045250E+01
    8.160470, -4.2187500000E-01,  4.4757532458E+01
    8.160470, -4.0625000000E-01,  4.5781491932E+01
    8.160470, -3.9062500000E-01,  4.6779529701E+01
    8.160470, -3.7500000000E-01,  4.7750283048E+01
    8.160470, -3.5937500000E-01,  4.8692422776E+01
    8.160470, -3.4375000000E-01,  4.9604655429E+01
    8.160470, -3.2812500000E-01,  5.0485725451E+01
    8.160470, -3.1250000000E-01,  5.1334417288E+01
    8.160470, -2.9687500000E-01,  5.2149557426E+01
    8.160470, -2.8125000000E-01,  5.2930016357E+01
    8.160470, -2.6562500000E-01,  5.3674710480E+01
    8.160470, -2.5000000000E-01,  5.4382603918E+01
    8.160470, -2.3437500000E-01,  5.5052710269E+01
    8.160470, -2.1875000000E-01,  5.5684094259E+01
    8.160470, -2.0312500000E-01,  5.6275873330E+01
    8.160470, -1.8750000000E-01,  5.6827219119E+01
    8.160470, -1.7187500000E-01,  5.7337358866E+01
    8.160470, -1.5625000000E-01,  5.7805576715E+01
    8.160470, -1.4062500000E-01,  5.8231214930E+01
    8.160470, -1.2500000000E-01,  5.8613675002E+01
    8.160470, -1.0937500000E-01,  5.8952418667E+01
    8.160470, -9.3750000000E-02,  5.9246968819E+01
    8.160470, -7.8125000000E-02,  5.9496910313E+01
    8.160470, -6.2500000000E-02,  5.9701890678E+01
    8.160470, -4.6875000000E-02,  5.9861620705E+01
    8.160470, -3.1250000000E-02,  5.9975874946E+01
    8.160470, -1.5625000000E-02,  6.0044492091E+01
    8.160470,  0.0000000000E+00,  6.0067375244E+01
    8.160470,  1.5625000000E-02,  6.0044492091E+01
    8.160470,  3.1250000000E-02,  5.9975874946E+01
    8.160470,  4.6875000000E-02,  5.9861620705E+01
    8.160470,  6.2500000000E-02,  5.9701890678E+01
    8.160470,  7.8125000000E-02,  5.9496910313E+01
    8.160470,  9.3750000000E-02,  5.9246968819E+01
    8.160470,  1.0937500000E-01,  5.8952418667E+01
    8.160470,  1.2500000000E-01,  5.8613675002E+01
    8.160470,  1.4062500000E-01,  5.8231214930E+01
    8.160470,  1.5625000000E-01,  5.7805576715E+01
    8.160470,  1.7187500000E-01,  5.7337358866E+01
    8.160470,  1.8750000000E-01,  5.6827219119E+01
    8.160470,  2.0312500000E-01,  5.6275873330E+01
    8.160470,  2.1875000000E-01,  5.5684094259E+01
    8.160470,  2.3437500000E-01,  5.5052710269E+01
    8.160470,  2.5000000000E-01,  5.4382603918E+01
    8.160470,  2.6562500000E-01,  5.3674710480E+01
    8.160470,  2.8125000000E-01,  5.2930016357E+01
    8.160470,  2.9687500000E-01,  5.2149557426E+01
    8.160470,  3.1250000000E-01,  5.1334417288E+01
    8.160470,  3.2812500000E-01,  5.0485725451E+01
    8.160470,  3.4375000000E-01,  4.9604655429E+01
    8.160470,  3.5937500000E-01,  4.8692422776E+01
    8.160470,  3.7500000000E-01,  4.7750283048E+01
    8.160470,  3.9062500000E-01,  4.6779529701E+01
    8.160470,  4.0625000000E-01,  4.5781491932E+01
    8.160470,  4.2187500000E-01,  4.4757532458E+01
    8.160470,  4.3750000000E-01,  4.3709045250E+01
    8.160470,  4.5312500000E-01,  4.2637453212E+01
    8.160470,  4.6875000000E-01,  4.1544205822E+01
    8.160470,  4.8437500000E-01,  4.0430776726E+01
    8.786693, -5.0000000000E-01,  3.9287063679E+01
    8.786693, -4.8437500000E-01,  4.0378966215E+01
    8.786693, -4.6875000000E-01,  4.1452303096E+01
    8.786693, -4.5312500000E-01,  4.2505673927E+01
    8.786693, -4.3750000000E-01,  4.3537699539E+01
    8.786693, -4.2187500000E-01,  4.4547024202E+01
    8.786693, -4.0625000000E-01,  4.5532317801E+01
    8.786693, -3.9062500000E-01,  4.6492277981E+01
    8.786693, -3.7500000000E-01,  4.7425632248E+01
    8.786693, -3.5937500000E-01,  4.8331140023E+01
    8.786693, -3.4375000000E-01,  4.9207594648E+01
    8.786693, -3.2812500000E-01,  5.0053825346E+01
    8.786693, -3.1250000000E-01,  5.0868699118E+01
    8.786693, -2.9687500000E-01,  5.1651122585E+01
    8.786693, -2.8125000000E-01,  5.2400043764E+01
    8.786693, -2.6562500000E-01,  5.3114453786E+01
    8.786693, -2.5000000000E-01,  5.3793388539E+01
    8.786693, -2.3437500000E-01,  5.4435930240E+01
    8.786693, -2.1875000000E-01,  5.5041208937E+01
    8.786693, -2.0312500000E-01,  5.5608403931E+01
    8.786693, -1.8750000000E-01,  5.6136745118E+01
    8.786693, -1.7187500000E-01,  5.6625514249E+01
    8.786693, -1.5625000000E-01,  5.7074046114E+01
    8.786693, -1.4062500000E-01,  5.7481729623E+01
    8.786693, -1.2500000000E-01,  5.7848008816E+01
    8.786693, -1.0937500000E-01,  5.8172383775E+01
    8.786693, -9.3750000000E-02,  5.8454411441E+01
    8.786693, -7.8125000000E-02,  5.8693706346E+01
    8.786693, -6.2500000000E-02,  5.8889941248E+01
    8.786693, -4.6875000000E-02,  5.9042847662E+01
    8.786693, -3.1250000000E-02,  5.9152216311E+01
    8.786693, -1.5625000000E-02,  5.9217897461E+01
    8.786693,  0.0000000000E+00,  5.9239801177E+01
    8.786693,  1.5625000000E-02,  5.9217897461E+01
    8.786693,  3.1250000000E-02,  5.9152216311E+01
    8.786693,  4.6875000000E-02,  5.9042847662E+01
    8.786693,  6.2500000000E-02,  5.8889941248E+01
    8.786693,  7.8125000000E-02,  5.8693706346E+01
    8.786693,  9.3750000000E-02,  5.8454411441E+01
    8.786693,  1.0937500000E-01,  5.8172383775E+01
    8.786693,  1.2500000000E-01,  5.7848008816E+01
    8.786693,  1.4062500000E-01,  5.7481729623E+01
    8.786693,  1.5625000000E-01,  5.7074046114E+01
    8.786693,  1.7187500000E-01,  5.6625514249E+01
    8.786693,  1.8750000000E-01,  5.6136745118E+01
    8.786693,  2.0312500000E-01,  5.5608403931E+01
    8.786693,  2.1875000000E-01,  5.5041208937E+01
    8.786693,  2.3437500000E-01,  5.4435930240E+01
    8.786693,  2.5000000000E-01,  5.3793388539E+01
    8.786693,  2.6562500000E-01,  5.3114453786E+01
    8.786693,  2.8125000000E-01,  5.2400043764E+01
    8.786693,  2.9687500000E-01,  5.1651122585E+01
    8.786693,  3.1250000000E-01,  5.0868699118E+01
    8.786693,  3.2812500000E-01,  5.0053825346E+01
    8.786693,  3.4375000000E-01,  4.9207594648E+01
    8.786693,  3.5937500000E-01,  4.8331140023E+01
    8.786693,  3.7500000000E-01,  4.7425632248E+01
    8.786693,  3.9062500000E-01,  4.6492277981E+01
    8.786693,  4.0625000000E-01,  4.5532317801E+01
    8.786693,  4.2187500000E-01,  4.4547024202E+01
    8.786693,  4.3750000000E-01,  4.3537699539E+01
    8.786693,  4.5312500000E-01,  4.2505673927E+01
    8.786693,  4.6875000000E-01,  4.1452303096E+01
    8.786693,  4.8437500000E-01,  4.0378966215E+01
    9.412916, -5.0000000000E-01,  3.5787008159E+01
    9.412916, -4.8437500000E-01,  3.6308422198E+01
    9.412916, -4.6875000000E-01,  3.6817468617E+01
    9.412916, -4.5312500000E-01,  3.7313764756E+01
    9.412916, -4.3750000000E-01,  3.7796936930E+01
