xc,omega,STFT_mag
   -0.606654,  0.0000000000E+00,  3.5329156403E+01
   -0.606654,  1.5625000000E-02,  3.5321594286E+01
   -0.606654,  3.1250000000E-02,  3.5298916396E+01
   -0.606654,  4.6875000000E-02,  3.5261148101E+01
   -0.606654,  6.2500000000E-02,  3.5208331644E+01
   -0.606654,  7.8125000000E-02,  3.5140526076E+01
   -0.606654,  9.3750000000E-02,  3.5057807174E+01
   -0.606654,  1.0937500000E-01,  3.4960267331E+01
   -0.606654,  1.2500000000E-01,  3.4848015420E+01
   -0.606654,  1.4062500000E-01,  3.4721176640E+01
   -0.606654,  1.5625000000E-01,  3.4579892331E+01
   -0.606654,  1.7187500000E-01,  3.4424319771E+01
   -0.606654,  1.8750000000E-01,  3.4254631952E+01
   -0.606654,  2.0312500000E-01,  3.4071017326E+01
   -0.606654,  2.1875000000E-01,  3.3873679535E+01
   -0.606654,  2.3437500000E-01,  3.3662837119E+01
   -0.606654,  2.5000000000E-01,  3.3438723202E+01
   -0.606654,  2.6562500000E-01,  3.3201585154E+01
   -0.606654,  2.8125000000E-01,  3.2951684241E+01
   -0.606654,  2.9687500000E-01,  3.2689295250E+01
   -0.606654,  3.1250000000E-01,  3.2414706094E+01
   -0.606654,  3.2812500000E-01,  3.2128217404E+01
   -0.606654,  3.4375000000E-01,  3.1830142102E+01
   -0.606654,  3.5937500000E-01,  3.1520804957E+01
   -0.606654,  3.7500000000E-01,  3.1200542123E+01
   -0.606654,  3.9062500000E-01,  3.0869700664E+01
   -0.606654,  4.0625000000E-01,  3.0528638071E+01
   -0.606654,  4.2187500000E-01,  3.0177721752E+01
   -0.606654,  4.3750000000E-01,  2.9817328523E+01
   -0.606654,  4.5312500000E-01,  2.9447844079E+01
   -0.606654,  4.6875000000E-01,  2.9069662460E+01
   -0.606654,  4.8437500000E-01,  2.8683185503E+01
    0.019569, -5.0000000000E-01,  3.2444156082E+01
    0.019569, -4.8437500000E-01,  3.3215868858E+01
    0.019569, -4.6875000000E-01,  3.3974100762E+01
    0.019569, -4.5312500000E-01,  3.4717892556E+01
    0.019569, -4.3750000000E-01,  3.5446299740E+01
    0.019569, -4.2187500000E-01,  3.6158394031E+01
    0.019569, -4.0625000000E-01,  3.6853264821E+01
    0.019569, -3.9062500000E-01,  3.7530020622E+01
    0.019569, -3.7500000000E-01,  3.8187790477E+01
    0.019569, -3.5937500000E-01,  3.8825725353E+01
    0.019569, -3.4375000000E-01,  3.9442999496E+01
    0.019569, -3.2812500000E-01,  4.0038811755E+01
    0.019569, -3.1250000000E-01,  4.0612386872E+01
    0.019569, -2.9687500000E-01,  4.1162976733E+01
    0.019569, -2.8125000000E-01,  4.1689861574E+01
    0.019569, -2.6562500000E-01,  4.2192351149E+01
    0.019569, -2.5000000000E-01,  4.2669785851E+01
    0.019569, -2.3437500000E-01,  4.3121537781E+01
    0.019569, -2.1875000000E-01,  4.3547011771E+01
    0.019569, -2.0312500000E-01,  4.3945646356E+01
    0.019569, -1.8750000000E-01,  4.4316914690E+01
    0.019569, -1.7187500000E-01,  4.4660325408E+01
    0.019569, -1.5625000000E-01,  4.4975423425E+01
    0.019569, -1.4062500000E-01,  4.5261790688E+01
    0.019569, -1.2500000000E-01,  4.5519046859E+01
    0.019569, -1.0937500000E-01,  4.5746849936E+01
    0.019569, -9.3750000000E-02,  4.5944896819E+01
    0.019569, -7.8125000000E-02,  4.6112923804E+01
    0.019569, -6.2500000000E-02,  4.6250707021E+01
    0.019569, -4.6875000000E-02,  4.6358062796E+01
    0.019569, -3.1250000000E-02,  4.6434847960E+01
    0.019569, -1.5625000000E-02,  4.6480960078E+01
    0.019569,  0.0000000000E+00,  4.6496337625E+01
    0.019569,  1.5625000000E-02,  4.6480960078E+01
    0.019569,  3.1250000000E-02,  4.6434847960E+01
    0.019569,  4.6875000000E-02,  4.6358062796E+01
    0.019569,  6.2500000000E-02,  4.6250707021E+01
    0.019569,  7.8125000000E-02,  4.6112923804E+01
    0.019569,  9.3750000000E-02,  4.5944896819E+01
    0.019569,  1.0937500000E-01,  4.5746849936E+01
    0.019569,  1.2500000000E-01,  4.5519046859E+01
    0.019569,  1.4062500000E-01,  4.5261790688E+01
    0.019569,  1.5625000000E-01,  4.4975423425E+01
    0.019569,  1.7187500000E-01,  4.4660325408E+01
    0.019569,  1.8750000000E-01,  4.4316914690E+01
    0.019569,  2.0312500000E-01,  4.3945646356E+01
    0.019569,  2.1875000000E-01,  4.3547011771E+01
    0.019569,  2.3437500000E-01,  4.3121537781E+01
    0.019569,  2.5000000000E-01,  4.2669785851E+01
    0.019569,  2.6562500000E-01,  4.2192351149E+01
    0.019569,  2.8125000000E-01,  4.1689861574E+01
    0.019569,  2.9687500000E-01,  4.1162976733E+01
    0.019569,  3.1250000000E-01,  4.0612386872E+01
    0.019569,  3.2812500000E-01,  4.0038811755E+01
    0.019569,  3.4375000000E-01,  3.9442999496E+01
    0.019569,  3.5937500000E-01,  3.8825725353E+01
    0.019569,  3.7500000000E-01,  3.8187790477E+01
    0.019569,  3.9062500000E-01,  3.7530020622E+01
    0.019569,  4.0625000000E-01,  3.6853264821E+01
    0.019569,  4.2187500000E-01,  3.6158394031E+01
    0.019569,  4.3750000000E-01,  3.5446299740E+01
    0.019569,  4.5312500000E-01,  3.4717892556E+01
    0.019569,  4.6875000000E-01,  3.3974100762E+01
    0.019569,  4.8437500000E-01,  3.3215868858E+01
    0.645793, -5.0000000000E-01,  3.5204760208E+01
    0.645793, -4.8437500000E-01,  3.6315521224E+01
    0.645793, -4.6875000000E-01,  3.7407584163E+01
    0.645793, -4.5312500000E-01,  3.8479502133E+01
    0.645793, -4.3750000000E-01,  3.9529851707E+01
    0.645793, -4.2187500000E-01,  4.0557234921E+01
    0.645793, -4.0625000000E-01,  4.1560281272E+01
    0.645793, -3.9062500000E-01,  4.2537649727E+01
    0.645793, -3.7500000000E-01,  4.3488030714E+01
    0.645793, -3.5937500000E-01,  4.4410148100E+01
    0.645793, -3.4375000000E-01,  4.5302761133E+01
    0.645793, -3.2812500000E-01,  4.6164666358E+01
    0.645793, -3.1250000000E-01,  4.6994699484E+01
    0.645793, -2.9687500000E-01,  4.7791737204E+01
    0.645793, -2.8125000000E-01,  4.8554698967E+01
    0.645793, -2.6562500000E-01,  4.9282548686E+01
    0.645793, -2.5000000000E-01,  4.9974296386E+01
    0.645793, -2.3437500000E-01,  5.0628999785E+01
    0.645793, -2.1875000000E-01,  5.1245765803E+01
    0.645793, -2.0312500000E-01,  5.1823752002E+01
    0.645793, -1.8750000000E-01,  5.2362167938E+01
    0.645793, -1.7187500000E-01,  5.2860276444E+01
    0.645793, -1.5625000000E-01,  5.3317394819E+01
    0.645793, -1.4062500000E-01,  5.3732895942E+01
    0.645793, -1.2500000000E-01,  5.4106209288E+01
    0.645793, -1.0937500000E-01,  5.4436821856E+01
    0.645793, -9.3750000000E-02,  5.4724279007E+01
    0.645793, -7.8125000000E-02,  5.4968185208E+01
    0.645793, -6.2500000000E-02,  5.5168204673E+01
    0.645793, -4.6875000000E-02,  5.5324061917E+01
    0.645793, -3.1250000000E-02,  5.5435542205E+01
    0.645793, -1.5625000000E-02,  5.5502491902E+01
    0.645793,  0.0000000000E+00,  5.5524818726E+01
    0.645793,  1.5625000000E-02,  5.5502491902E+01
    0.645793,  3.1250000000E-02,  5.5435542205E+01
    0.645793,  4.6875000000E-02,  5.5324061917E+01
    0.645793,  6.2500000000E-02,  5.5168204673E+01
    0.645793,  7.8125000000E-02,  5.4968185208E+01
    0.645793,  9.3750000000E-02,  5.4724279007E+01
    0.645793,  1.0937500000E-01,  5.4436821856E+01
    0.645793,  1.2500000000E-01,  5.4106209288E+01
    0.645793,  1.4062500000E-01,  5.3732895942E+01
    0.645793,  1.5625000000E-01,  5.3317394819E+01
    0.645793,  1.7187500000E-01,  5.2860276444E+01
    0.645793,  1.8750000000E-01,  5.2362167938E+01
    0.645793,  2.0312500000E-01,  5.1823752002E+01
    0.645793,  2.1875000000E-01,  5.1245765803E+01
    0.645793,  2.3437500000E-01,  5.0628999785E+01
    0.645793,  2.5000000000E-01,  4.9974296386E+01
    0.645793,  2.6562500000E-01,  4.9282548686E+01
    0.645793,  2.8125000000E-01,  4.8554698967E+01
    0.645793,  2.9687500000E-01,  4.7791737204E+01
    0.645793,  3.1250000000E-01,  4.6994699484E+01
    0.645793,  3.2812500000E-01,  4.6164666358E+01
    0.645793,  3.4375000000E-01,  4.5302761133E+01
    0.645793,  3.5937500000E-01,  4.4410148100E+01
    0.645793,  3.7500000000E-01,  4.3488030714E+01
    0.645793,  3.9062500000E-01,  4.2537649727E+01
    0.645793,  4.0625000000E-01,  4.1560281272E+01
    0.645793,  4.2187500000E-01,  4.0557234921E+01
    0.645793,  4.3750000000E-01,  3.9529851707E+01
    0.645793,  4.5312500000E-01,  3.8479502133E+01
    0.645793,  4.6875000000E-01,  3.7407584163E+01
    0.645793,  4.8437500000E-01,  3.6315521224E+01
    1.272016, -5.0000000000E-01,  3.8227937456E+01
    1.272016, -4.8437500000E-01,  3.9265180894E+01
    1.272016, -4.6875000000E-01,  4.0286376729E+01
    1.272016, -4.5312500000E-01,  4.1290046151E+01
    1.272016, -4.3750000000E-01,  4.2274735471E+01
    1.272016, -4.2187500000E-01,  4.3239017954E+01
    1.272016, -4.0625000000E-01,  4.4181495682E+01
    1.272016, -3.9062500000E-01,  4.5100801449E+01
    1.272016, -3.7500000000E-01,  4.5995600657E+01
    1.272016, -3.5937500000E-01,  4.6864593214E+01
    1.272016, -3.4375000000E-01,  4.7706515426E+01
    1.272016, -3.2812500000E-01,  4.8520141852E+01
    1.272016, -3.1250000000E-01,  4.9304287147E+01
    1.272016, -2.9687500000E-01,  5.0057807856E+01
    1.272016, -2.8125000000E-01,  5.0779604165E+01
    1.272016, -2.6562500000E-01,  5.1468621609E+01
    1.272016, -2.5000000000E-01,  5.2123852713E+01
    1.272016, -2.3437500000E-01,  5.2744338580E+01
    1.272016, -2.1875000000E-01,  5.3329170411E+01
    1.272016, -2.0312500000E-01,  5.3877490948E+01
    1.272016, -1.8750000000E-01,  5.4388495848E+01
    1.272016, -1.7187500000E-01,  5.4861434980E+01
    1.272016, -1.5625000000E-01,  5.5295613631E+01
    1.272016, -1.4062500000E-01,  5.5690393636E+01
    1.272016, -1.2500000000E-01,  5.6045194415E+01
    1.272016, -1.0937500000E-01,  5.6359493915E+01
    1.272016, -9.3750000000E-02,  5.6632829469E+01
    1.272016, -7.8125000000E-02,  5.6864798548E+01
    1.272016, -6.2500000000E-02,  5.7055059426E+01
    1.272016, -4.6875000000E-02,  5.7203331739E+01
    1.272016, -3.1250000000E-02,  5.7309396944E+01
    1.272016, -1.5625000000E-02,  5.7373098683E+01
    1.272016,  0.0000000000E+00,  5.7394343037E+01
    1.272016,  1.5625000000E-02,  5.7373098683E+01
    1.272016,  3.1250000000E-02,  5.7309396944E+01
    1.272016,  4.6875000000E-02,  5.7203331739E+01
    1.272016,  6.2500000000E-02,  5.7055059426E+01
    1.272016,  7.8125000000E-02,  5.6864798548E+01
    1.272016,  9.3750000000E-02,  5.6632829469E+01
    1.272016,  1.0937500000E-01,  5.6359493915E+01
    1.272016,  1.2500000000E-01,  5.6045194415E+01
    1.272016,  1.4062500000E-01,  5.5690393636E+01
    1.272016,  1.5625000000E-01,  5.5295613631E+01
    1.272016,  1.7187500000E-01,  5.4861434980E+01
    1.272016,  1.8750000000E-01,  5.4388495848E+01
    1.272016,  2.0312500000E-01,  5.3877490948E+01
    1.272016,  2.1875000000E-01,  5.3329170411E+01
    1.272016,  2.3437500000E-01,  5.2744338580E+01
    1.272016,  2.5000000000E-01,  5.2123852713E+01
    1.272016,  2.6562500000E-01,  5.1468621609E+01
    1.272016,  2.8125000000E-01,  5.0779604165E+01
    1.272016,  2.9687500000E-01,  5.0057807856E+01
    1.272016,  3.1250000000E-01,  4.9304287147E+01
    1.272016,  3.2812500000E-01,  4.8520141852E+01
    1.272016,  3.4375000000E-01,  4.7706515426E+01
    1.272016,  3.5937500000E-01,  4.6864593214E+01
    1.272016,  3.7500000000E-01,  4.5995600657E+01
    1.272016,  3.9062500000E-01,  4.5100801449E+01
    1.272016,  4.0625000000E-01,  4.4181495682E+01
    1.272016,  4.2187500000E-01,  4.3239017954E+01
    1.272016,  4.3750000000E-01,  4.2274735471E+01
    1.272016,  4.5312500000E-01,  4.1290046151E+01
    1.272016,  4.6875000000E-01,  4.0286376729E+01
    1.272016,  4.8437500000E-01,  3.9265180894E+01
    1.898239, -5.0000000000E-01,  4.0792339180E+01
    1.898239, -4.8437500000E-01,  4.1835464108E+01
    1.898239, -4.6875000000E-01,  4.2860061349E+01
    1.898239, -4.5312500000E-01,  4.3864856949E+01
    1.898239, -4.3750000000E-01,  4.4848597221E+01
    1.898239, -4.2187500000E-01,  4.5810050641E+01
    1.898239, -4.0625000000E-01,  4.6748009734E+01
    1.898239, -3.9062500000E-01,  4.7661292917E+01
    1.898239, -3.7500000000E-01,  4.8548746328E+01
    1.898239, -3.5937500000E-01,  4.9409245607E+01
    1.898239, -3.4375000000E-01,  5.0241697642E+01
    1.898239, -3.2812500000E-01,  5.1045042280E+01
    1.898239, -3.1250000000E-01,  5.1818253980E+01
    1.898239, -2.9687500000E-01,  5.2560343421E+01
    1.898239, -2.8125000000E-01,  5.3270359064E+01
    1.898239, -2.6562500000E-01,  5.3947388649E+01
    1.898239, -2.5000000000E-01,  5.4590560636E+01
    1.898239, -2.3437500000E-01,  5.5199045586E+01
    1.898239, -2.1875000000E-01,  5.5772057479E+01
    1.898239, -2.0312500000E-01,  5.6308854959E+01
    1.898239, -1.8750000000E-01,  5.6808742519E+01
    1.898239, -1.7187500000E-01,  5.7271071603E+01
    1.898239, -1.5625000000E-01,  5.7695241649E+01
    1.898239, -1.4062500000E-01,  5.8080701041E+01
    1.898239, -1.2500000000E-01,  5.8426947995E+01
    1.898239, -1.0937500000E-01,  5.8733531362E+01
    1.898239, -9.3750000000E-02,  5.9000051351E+01
    1.898239, -7.8125000000E-02,  5.9226160169E+01
    1.898239, -6.2500000000E-02,  5.9411562577E+01
    1.898239, -4.6875000000E-02,  5.9556016371E+01
    1.898239, -3.1250000000E-02,  5.9659332761E+01
    1.898239, -1.5625000000E-02,  5.9721376682E+01
    1.898239,  0.0000000000E+00,  5.9742067008E+01
    1.898239,  1.5625000000E-02,  5.9721376682E+01
    1.898239,  3.1250000000E-02,  5.9659332761E+01
    1.898239,  4.6875000000E-02,  5.9556016371E+01
    1.898239,  6.2500000000E-02,  5.9411562577E+01
    1.898239,  7.8125000000E-02,  5.9226160169E+01
    1.898239,  9.3750000000E-02,  5.9000051351E+01
    1.898239,  1.0937500000E-01,  5.8733531362E+01
    1.898239,  1.2500000000E-01,  5.8426947995E+01
    1.898239,  1.4062500000E-01,  5.8080701041E+01
    1.898239,  1.5625000000E-01,  5.7695241649E+01
    1.898239,  1.7187500000E-01,  5.7271071603E+01
    1.898239,  1.8750000000E-01,  5.6808742519E+01
    1.898239,  2.0312500000E-01,  5.6308854959E+01
    1.898239,  2.1875000000E-01,  5.5772057479E+01
    1.898239,  2.3437500000E-01,  5.5199045586E+01
    1.898239,  2.5000000000E-01,  5.4590560636E+01
    1.898239,  2.6562500000E-01,  5.3947388649E+01
    1.898239,  2.8125000000E-01,  5.3270359064E+01
    1.898239,  2.9687500000E-01,  5.2560343421E+01
    1.898239,  3.1250000000E-01,  5.1818253980E+01
    1.898239,  3.2812500000E-01,  5.1045042280E+01
    1.898239,  3.4375000000E-01,  5.0241697642E+01
    1.898239,  3.5937500000E-01,  4.9409245607E+01
    1.898239,  3.7500000000E-01,  4.8548746328E+01
    1.898239,  3.9062500000E-01,  4.7661292917E+01
    1.898239,  4.0625000000E-01,  4.6748009734E+01
    1.898239,  4.2187500000E-01,  4.5810050641E+01
    1.898239,  4.3750000000E-01,  4.4848597221E+01
    1.898239,  4.5312500000E-01,  4.3864856949E+01
    1.898239,  4.6875000000E-01,  4.2860061349E+01
    1.898239,  4.8437500000E-01,  4.1835464108E+01
    2.524462, -5.0000000000E-01,  3.9767438236E+01
    2.524462, -4.8437500000E-01,  4.0946048557E+01
    2.524462, -4.6875000000E-01,  4.2105435405E+01
    2.524462, -4.5312500000E-01,  4.3244022975E+01
    2.524462, -4.3750000000E-01,  4.4360258222E+01
    2.524462, -4.2187500000E-01,  4.5452613438E+01
    2.524462, -4.0625000000E-01,  4.6519588791E+01
    2.524462, -3.9062500000E-01,  4.7559714818E+01
    2.524462, -3.7500000000E-01,  4.8571554877E+01
    2.524462, -3.5937500000E-01,  4.9553707553E+01
    2.524462, -3.4375000000E-01,  5.0504809004E+01
    2.524462, -3.2812500000E-01,  5.1423535247E+01
    2.524462, -3.1250000000E-01,  5.2308604389E+01
    2.524462, -2.9687500000E-01,  5.3158778782E+01
    2.524462, -2.8125000000E-01,  5.3972867109E+01
    2.524462, -2.6562500000E-01,  5.4749726399E+01
    2.524462, -2.5000000000E-01,  5.5488263954E+01
    2.524462, -2.3437500000E-01,  5.6187439204E+01
    2.524462, -2.1875000000E-01,  5.6846265463E+01
    2.524462, -2.0312500000E-01,  5.7463811611E+01
    2.524462, -1.8750000000E-01,  5.8039203665E+01
    2.524462, -1.7187500000E-01,  5.8571626271E+01
    2.524462, -1.5625000000E-01,  5.9060324086E+01
    2.524462, -1.4062500000E-01,  5.9504603064E+01
    2.524462, -1.2500000000E-01,  5.9903831640E+01
    2.524462, -1.0937500000E-01,  6.0257441801E+01
    2.524462, -9.3750000000E-02,  6.0564930059E+01
    2.524462, -7.8125000000E-02,  6.0825858305E+01
    2.524462, -6.2500000000E-02,  6.1039854560E+01
    2.524462, -4.6875000000E-02,  6.1206613607E+01
    2.524462, -3.1250000000E-02,  6.1325897513E+01
    2.524462, -1.5625000000E-02,  6.1397536035E+01
    2.524462,  0.0000000000E+00,  6.1421426912E+01
    2.524462,  1.5625000000E-02,  6.1397536035E+01
    2.524462,  3.1250000000E-02,  6.1325897513E+01
    2.524462,  4.6875000000E-02,  6.1206613607E+01
    2.524462,  6.2500000000E-02,  6.1039854560E+01
    2.524462,  7.8125000000E-02,  6.0825858305E+01
    2.524462,  9.3750000000E-02,  6.0564930059E+01
    2.524462,  1.0937500000E-01,  6.0257441801E+01
    2.524462,  1.2500000000E-01,  5.9903831640E+01
    2.524462,  1.4062500000E-01,  5.9504603064E+01
    2.524462,  1.5625000000E-01,  5.9060324086E+01
    2.524462,  1.7187500000E-01,  5.8571626271E+01
    2.524462,  1.8750000000E-01,  5.8039203665E+01
    2.524462,  2.0312500000E-01,  5.7463811611E+01
    2.524462,  2.1875000000E-01,  5.6846265463E+01
    2.524462,  2.3437500000E-01,  5.6187439204E+01
    2.524462,  2.5000000000E-01,  5.5488263954E+01
    2.524462,  2.6562500000E-01,  5.4749726399E+01
    2.524462,  2.8125000000E-01,  5.3972867109E+01
    2.524462,  2.9687500000E-01,  5.3158778782E+01
    2.524462,  3.1250000000E-01,  5.2308604389E+01
    2.524462,  3.2812500000E-01,  5.1423535247E+01
    2.524462,  3.4375000000E-01,  5.0504809004E+01
    2.524462,  3.5937500000E-01,  4.9553707553E+01
    2.524462,  3.7500000000E-01,  4.8571554877E+01
    2.524462,  3.9062500000E-01,  4.7559714818E+01
    2.524462,  4.0625000000E-01,  4.6519588791E+01
    2.524462,  4.2187500000E-01,  4.5452613438E+01
    2.524462,  4.3750000000E-01,  4.4360258222E+01
    2.524462,  4.5312500000E-01,  4.3244022975E+01
    2.524462,  4.6875000000E-01,  4.2105435405E+01
    2.524462,  4.8437500000E-01,  4.0946048557E+01
    3.150685, -5.0000000000E-01,  3.9333785843E+01
    3.150685, -4.8437500000E-01,  4.0470928377E+01
    3.150685, -4.6875000000E-01,  4.1589332569E+01
    3.150685, -4.5312500000E-01,  4.2687493905E+01
    3.150685, -4.3750000000E-01,  4.3763929708E+01
    3.150685, -4.2187500000E-01,  4.4817181590E+01
    3.150685, -4.0625000000E-01,  4.5845817867E+01
    3.150685, -3.9062500000E-01,  4.6848435945E+01
    3.150685, -3.7500000000E-01,  4.7823664646E+01
    3.150685, -3.5937500000E-01,  4.8770166505E+01
    3.150685, -3.4375000000E-01,  4.9686639993E+01
    3.150685, -3.2812500000E-01,  5.0571821703E+01
    3.150685, -3.1250000000E-01,  5.1424488461E+01
    3.150685, -2.9687500000E-01,  5.2243459379E+01
    3.150685, -2.8125000000E-01,  5.3027597839E+01
    3.150685, -2.6562500000E-01,  5.3775813404E+01
    3.150685, -2.5000000000E-01,  5.4487063652E+01
    3.150685, -2.3437500000E-01,  5.5160355937E+01
    3.150685, -2.1875000000E-01,  5.5794749057E+01
    3.150685, -2.0312500000E-01,  5.6389354849E+01
    3.150685, -1.8750000000E-01,  5.6943339685E+01
    3.150685, -1.7187500000E-01,  5.7455925887E+01
    3.150685, -1.5625000000E-01,  5.7926393036E+01
    3.150685, -1.4062500000E-01,  5.8354079199E+01
    3.150685, -1.2500000000E-01,  5.8738382048E+01
    3.150685, -1.0937500000E-01,  5.9078759878E+01
    3.150685, -9.3750000000E-02,  5.9374732532E+01
    3.150685, -7.8125000000E-02,  5.9625882210E+01
    3.150685, -6.2500000000E-02,  5.9831854181E+01
    3.150685, -4.6875000000E-02,  5.9992357385E+01
    3.150685, -3.1250000000E-02,  6.0107164930E+01
    3.150685, -1.5625000000E-02,  6.0176114471E+01
    3.150685,  0.0000000000E+00,  6.0199108493E+01
    3.150685,  1.5625000000E-02,  6.0176114471E+01
    3.150685,  3.1250000000E-02,  6.0107164930E+01
    3.150685,  4.6875000000E-02,  5.9992357385E+01
    3.150685,  6.2500000000E-02,  5.9831854181E+01
    3.150685,  7.8125000000E-02,  5.9625882210E+01
    3.150685,  9.3750000000E-02,  5.9374732532E+01
    3.150685,  1.0937500000E-01,  5.9078759878E+01
    3.150685,  1.2500000000E-01,  5.8738382048E+01
    3.150685,  1.4062500000E-01,  5.8354079199E+01
    3.150685,  1.5625000000E-01,  5.7926393036E+01
    3.150685,  1.7187500000E-01,  5.7455925887E+01
    3.150685,  1.8750000000E-01,  5.6943339685E+01
    3.150685,  2.0312500000E-01,  5.6389354849E+01
    3.150685,  2.1875000000E-01,  5.5794749057E+01
    3.150685,  2.3437500000E-01,  5.5160355937E+01
    3.150685,  2.5000000000E-01,  5.4487063652E+01
    3.150685,  2.6562500000E-01,  5.3775813404E+01
    3.150685,  2.8125000000E-01,  5.3027597839E+01
    3.150685,  2.9687500000E-01,  5.2243459379E+01
    3.150685,  3.1250000000E-01,  5.1424488461E+01
    3.150685,  3.2812500000E-01,  5.0571821703E+01
    3.150685,  3.4375000000E-01,  4.9686639993E+01
    3.150685,  3.5937500000E-01,  4.8770166505E+01
    3.150685,  3.7500000000E-01,  4.7823664646E+01
    3.150685,  3.9062500000E-01,  4.6848435945E+01
    3.150685,  4.0625000000E-01,  4.5845817867E+01
    3.150685,  4.2187500000E-01,  4.4817181590E+01
    3.150685,  4.3750000000E-01,  4.3763929708E+01
    3.150685,  4.5312500000E-01,  4.2687493905E+01
    3.150685,  4.6875000000E-01,  4.1589332569E+01
    3.150685,  4.8437500000E-01,  4.0470928377E+01
    3.776908, -5.0000000000E-01,  3.9300023746E+01
    3.776908, -4.8437500000E-01,  4.0432392133E+01
    3.776908, -4.6875000000E-01,  4.1546071831E+01
    3.776908, -4.5312500000E-01,  4.2639566980E+01
    3.776908, -4.3750000000E-01,  4.3711403459E+01
    3.776908, -4.2187500000E-01,  4.4760131323E+01
    3.776908, -4.0625000000E-01,  4.5784327205E+01
    3.776908, -3.9062500000E-01,  4.6782596683E+01
    3.776908, -3.7500000000E-01,  4.7753576591E+01
    3.776908, -3.5937500000E-01,  4.8695937299E+01
    3.776908, -3.4375000000E-01,  4.9608384925E+01
    3.776908, -3.2812500000E-01,  5.0489663499E+01
    3.776908, -3.1250000000E-01,  5.1338557066E+01
    3.776908, -2.9687500000E-01,  5.2153891723E+01
    3.776908, -2.8125000000E-01,  5.2934537586E+01
    3.776908, -2.6562500000E-01,  5.3679410693E+01
    3.776908, -2.5000000000E-01,  5.4387474823E+01
    3.776908, -2.3437500000E-01,  5.5057743242E+01
    3.776908, -2.1875000000E-01,  5.5689280366E+01
    3.776908, -2.0312500000E-01,  5.6281203336E+01
    3.776908, -1.8750000000E-01,  5.6832683515E+01
    3.776908, -1.7187500000E-01,  5.7342947881E+01
    3.776908, -1.5625000000E-01,  5.7811280337E+01
    3.776908, -1.4062500000E-01,  5.8237022925E+01
    3.776908, -1.2500000000E-01,  5.8619576933E+01
    3.776908, -1.0937500000E-01,  5.8958403917E+01
    3.776908, -9.3750000000E-02,  5.9253026608E+01
    3.776908, -7.8125000000E-02,  5.9503029722E+01
    3.776908, -6.2500000000E-02,  5.9708060665E+01
    3.776908, -4.6875000000E-02,  5.9867830134E+01
    3.776908, -3.1250000000E-02,  5.9982112602E+01
    3.776908, -1.5625000000E-02,  6.0050746705E+01
    3.776908,  0.0000000000E+00,  6.0073635515E+01
    3.776908,  1.5625000000E-02,  6.0050746705E+01
    3.776908,  3.1250000000E-02,  5.9982112602E+01
    3.776908,  4.6875000000E-02,  5.9867830134E+01
    3.776908,  6.2500000000E-02,  5.9708060665E+01
    3.776908,  7.8125000000E-02,  5.9503029722E+01
    3.776908,  9.3750000000E-02,  5.9253026608E+01
    3.776908,  1.0937500000E-01,  5.8958403917E+01
    3.776908,  1.2500000000E-01,  5.8619576933E+01
    3.776908,  1.4062500000E-01,  5.8237022925E+01
    3.776908,  1.5625000000E-01,  5.7811280337E+01
    3.776908,  1.7187500000E-01,  5.7342947881E+01
    3.776908,  1.8750000000E-01,  5.6832683515E+01
    3.776908,  2.0312500000E-01,  5.6281203336E+01
    3.776908,  2.1875000000E-01,  5.5689280366E+01
    3.776908,  2.3437500000E-01,  5.5057743242E+01
    3.776908,  2.5000000000E-01,  5.4387474823E+01
    3.776908,  2.6562500000E-01,  5.3679410693E+01
    3.776908,  2.8125000000E-01,  5.2934537586E+01
    3.776908,  2.9687500000E-01,  5.2153891723E+01
    3.776908,  3.1250000000E-01,  5.1338557066E+01
    3.776908,  3.2812500000E-01,  5.0489663499E+01
    3.776908,  3.4375000000E-01,  4.9608384925E+01
    3.776908,  3.5937500000E-01,  4.8695937299E+01
    3.776908,  3.7500000000E-01,  4.7753576591E+01
    3.776908,  3.9062500000E-01,  4.6782596683E+01
    3.776908,  4.0625000000E-01,  4.5784327205E+01
    3.776908,  4.2187500000E-01,  4.4760131323E+01
    3.776908,  4.3750000000E-01,  4.3711403459E+01
    3.776908,  4.5312500000E-01,  4.2639566980E+01
    3.776908,  4.6875000000E-01,  4.1546071831E+01
    3.776908,  4.8437500000E-01,  4.0432392133E+01
    4.403131, -5.0000000000E-01,  3.9298687342E+01
    4.403131, -4.8437500000E-01,  4.0430808725E+01
    4.403131, -4.6875000000E-01,  4.1544243732E+01
    4.403131, -4.5312500000E-01,  4.2637496971E+01
    4.403131, -4.3750000000E-01,  4.3709094783E+01
    4.403131, -4.2187500000E-01,  4.4757587681E+01
    4.403131, -4.0625000000E-01,  4.5781552747E+01
    4.403131, -3.9062500000E-01,  4.6779596001E+01
    4.403131, -3.7500000000E-01,  4.7750354713E+01
    4.403131, -3.5937500000E-01,  4.8692499678E+01
    4.403131, -3.4375000000E-01,  4.9604737427E+01
    4.403131, -3.2812500000E-01,  5.0485812395E+01
    4.403131, -3.1250000000E-01,  5.1334509019E+01
    4.403131, -2.9687500000E-01,  5.2149653775E+01
    4.403131, -2.8125000000E-01,  5.2930117145E+01
    4.403131, -2.6562500000E-01,  5.3674815520E+01
    4.403131, -2.5000000000E-01,  5.4382713015E+01
    4.403131, -2.3437500000E-01,  5.5052823218E+01
