N,plain_mean,plain_var_est,antithetic_mean,antithetic_var_est,controlvar_mean,controlvar_var_est
        1000 ,  0.32397257809747998      ,   8.7547916431740262E-005 ,  0.16592488206988890      ,   3.0412171723535094E-005 ,  0.33235117426773764      ,   5.7601214283188905E-006
        5000 ,  0.33047945950923868      ,   1.8222927424846754E-005 ,  0.16867519177902368      ,   6.2586937896513388E-006 ,  0.33447869018286092      ,   1.1057391400727542E-006
       10000 ,  0.33712138380308482      ,   8.8789953543776623E-006 ,  0.16671732580273996      ,   3.0578724588456127E-006 ,  0.33280729927958458      ,   5.4632967521238275E-007
