x u_init u_spec u_fd u_exact
  0.00000000,  0.00000000, -0.00000000, -0.00000000,  0.00000000
  0.09817477,  0.56806979,  0.23101125,  0.23221114,  0.23101125
  0.19634954,  1.01751000,  0.43060535,  0.43265997,  0.43060535
  0.29452431,  1.26340309,  0.57395458,  0.57628483,  0.57395458
  0.39269908,  1.27743292,  0.64753358,  0.64951186,  0.64753358
  0.49087385,  1.09272989,  0.65068190,  0.65183005,  0.65068190
  0.58904862,  0.78944356,  0.59374773,  0.59388194,  0.59374773
  0.68722339,  0.46618646,  0.49361732,  0.49289262,  0.49361732
  0.78539816,  0.20710678,  0.36822175,  0.36706247,  0.36822175
  0.88357293,  0.05566193,  0.23185533,  0.23079660,  0.23185533
  0.98174770,  0.00374861,  0.09276651,  0.09226144,  0.09276651
  1.07992247, -0.00047198, -0.04637438, -0.04611573, -0.04637438
  1.17809725, -0.02913004, -0.18556775, -0.18465256, -0.18556775
  1.27627202, -0.14400064, -0.32344566, -0.32226055, -0.32344566
  1.37444679, -0.36952985, -0.45381030, -0.45288425, -0.45381030
  1.47262156, -0.67915522, -0.56425453, -0.56406944, -0.56425453
  1.57079633, -1.00000000, -0.63762815, -0.63844181, -0.63762815
  1.66897110, -1.23472545, -0.65608967, -0.65783199, -0.65608967
  1.76714587, -1.29340938, -0.60652656, -0.60880567, -0.60652656
  1.86532064, -1.12478592, -0.48556838, -0.48778584, -0.48556838
  1.96349541, -0.73623682, -0.30245171, -0.30398964, -0.30245171
  2.06167018, -0.19556230, -0.07862259, -0.07904075, -0.07862259
  2.15984495,  0.38643204,  0.15602365,  0.15684620,  0.15602365
  2.25801972,  0.88713154,  0.36929633,  0.37112216,  0.36929633
  2.35619449,  1.20710678,  0.53352063,  0.53583059,  0.53352063
  2.45436926,  1.29765607,  0.63105833,  0.63321819,  0.63105833
  2.55254403,  1.17212700,  0.65700488,  0.65846671,  0.65700488
  2.65071880,  0.89763957,  0.61843369,  0.61890502,  0.61843369
  2.74889357,  0.57032614,  0.53064962,  0.53017478,  0.53064962
  2.84706834,  0.28261781,  0.41183187,  0.41075955,  0.41183187
  2.94524311,  0.09363047,  0.27788909,  0.27673856,  0.27788909
  3.04341788,  0.01249956,  0.13917611,  0.13844860,  0.13917611
  3.14159265,  0.00000000,  0.00000000,  0.00000000,  0.00000000
  3.23976742, -0.01249956, -0.13917611, -0.13844860, -0.13917611
  3.33794219, -0.09363047, -0.27788909, -0.27673856, -0.27788909
  3.43611696, -0.28261781, -0.41183187, -0.41075955, -0.41183187
  3.53429174, -0.57032614, -0.53064962, -0.53017478, -0.53064962
  3.63246651, -0.89763957, -0.61843369, -0.61890502, -0.61843369
  3.73064128, -1.17212700, -0.65700488, -0.65846671, -0.65700488
  3.82881605, -1.29765607, -0.63105833, -0.63321819, -0.63105833
  3.92699082, -1.20710678, -0.53352063, -0.53583059, -0.53352063
  4.02516559, -0.88713154, -0.36929633, -0.37112216, -0.36929633
  4.12334036, -0.38643204, -0.15602365, -0.15684620, -0.15602365
  4.22151513,  0.19556230,  0.07862259,  0.07904075,  0.07862259
  4.31968990,  0.73623682,  0.30245171,  0.30398964,  0.30245171
  4.41786467,  1.12478592,  0.48556838,  0.48778584,  0.48556838
  4.51603944,  1.29340938,  0.60652656,  0.60880567,  0.60652656
  4.61421421,  1.23472545,  0.65608967,  0.65783199,  0.65608967
  4.71238898,  1.00000000,  0.63762815,  0.63844181,  0.63762815
  4.81056375,  0.67915522,  0.56425453,  0.56406944,  0.56425453
  4.90873852,  0.36952985,  0.45381030,  0.45288425,  0.45381030
  5.00691329,  0.14400064,  0.32344566,  0.32226055,  0.32344566
  5.10508806,  0.02913004,  0.18556775,  0.18465256,  0.18556775
  5.20326283,  0.00047198,  0.04637438,  0.04611573,  0.04637438
  5.30143760, -0.00374861, -0.09276651, -0.09226144, -0.09276651
  5.39961237, -0.05566193, -0.23185533, -0.23079660, -0.23185533
  5.49778714, -0.20710678, -0.36822175, -0.36706247, -0.36822175
  5.59596191, -0.46618646, -0.49361732, -0.49289262, -0.49361732
  5.69413668, -0.78944356, -0.59374773, -0.59388194, -0.59374773
  5.79231146, -1.09272989, -0.65068190, -0.65183005, -0.65068190
  5.89048623, -1.27743292, -0.64753358, -0.64951186, -0.64753358
  5.98866100, -1.26340309, -0.57395458, -0.57628483, -0.57395458
  6.08683577, -1.01751000, -0.43060535, -0.43265997, -0.43060535
  6.18501054, -0.56806979, -0.23101125, -0.23221114, -0.23101125
