x,y,u
  3.030303E-02   3.030303E-02  -9.042479E-03
  6.060606E-02   3.030303E-02  -1.800307E-02
  9.090909E-02   3.030303E-02  -2.680062E-02
  1.212121E-01   3.030303E-02  -3.535546E-02
  1.515152E-01   3.030303E-02  -4.359011E-02
  1.818182E-01   3.030303E-02  -5.143001E-02
  2.121212E-01   3.030303E-02  -5.880415E-02
  2.424242E-01   3.030303E-02  -6.564574E-02
  2.727273E-01   3.030303E-02  -7.189284E-02
  3.030303E-01   3.030303E-02  -7.748887E-02
  3.333333E-01   3.030303E-02  -8.238315E-02
  3.636364E-01   3.030303E-02  -8.653135E-02
  3.939394E-01   3.030303E-02  -8.989591E-02
  4.242424E-01   3.030303E-02  -9.244636E-02
  4.545455E-01   3.030303E-02  -9.415960E-02
  4.848485E-01   3.030303E-02  -9.502012E-02
  5.151515E-01   3.030303E-02  -9.502012E-02
  5.454545E-01   3.030303E-02  -9.415960E-02
  5.757576E-01   3.030303E-02  -9.244636E-02
  6.060606E-01   3.030303E-02  -8.989591E-02
  6.363636E-01   3.030303E-02  -8.653135E-02
  6.666667E-01   3.030303E-02  -8.238315E-02
  6.969697E-01   3.030303E-02  -7.748887E-02
  7.272727E-01   3.030303E-02  -7.189284E-02
  7.575758E-01   3.030303E-02  -6.564574E-02
  7.878788E-01   3.030303E-02  -5.880415E-02
  8.181818E-01   3.030303E-02  -5.143001E-02
  8.484848E-01   3.030303E-02  -4.359011E-02
  8.787879E-01   3.030303E-02  -3.535546E-02
  9.090909E-01   3.030303E-02  -2.680062E-02
  9.393939E-01   3.030303E-02  -1.800307E-02
  9.696970E-01   3.030303E-02  -9.042479E-03
  3.030303E-02   6.060606E-02  -1.800307E-02
  6.060606E-02   6.060606E-02  -3.584310E-02
  9.090909E-02   6.060606E-02  -5.335852E-02
  1.212121E-01   6.060606E-02  -7.039073E-02
  1.515152E-01   6.060606E-02  -8.678546E-02
  1.818182E-01   6.060606E-02  -1.023943E-01
  2.121212E-01   6.060606E-02  -1.170758E-01
  2.424242E-01   6.060606E-02  -1.306970E-01
  2.727273E-01   6.060606E-02  -1.431346E-01
  3.030303E-01   6.060606E-02  -1.542760E-01
  3.333333E-01   6.060606E-02  -1.640202E-01
  3.636364E-01   6.060606E-02  -1.722791E-01
  3.939394E-01   6.060606E-02  -1.789777E-01
  4.242424E-01   6.060606E-02  -1.840555E-01
  4.545455E-01   6.060606E-02  -1.874665E-01
  4.848485E-01   6.060606E-02  -1.891797E-01
  5.151515E-01   6.060606E-02  -1.891797E-01
  5.454545E-01   6.060606E-02  -1.874665E-01
  5.757576E-01   6.060606E-02  -1.840555E-01
  6.060606E-01   6.060606E-02  -1.789777E-01
  6.363636E-01   6.060606E-02  -1.722791E-01
  6.666667E-01   6.060606E-02  -1.640202E-01
  6.969697E-01   6.060606E-02  -1.542760E-01
  7.272727E-01   6.060606E-02  -1.431346E-01
  7.575758E-01   6.060606E-02  -1.306970E-01
  7.878788E-01   6.060606E-02  -1.170758E-01
  8.181818E-01   6.060606E-02  -1.023943E-01
  8.484848E-01   6.060606E-02  -8.678546E-02
  8.787879E-01   6.060606E-02  -7.039073E-02
  9.090909E-01   6.060606E-02  -5.335852E-02
  9.393939E-01   6.060606E-02  -3.584310E-02
