t,path0_X,mean_num,var_num,analytic_mean,analytic_var,rel_err_mean
  0.9140,  9.6610566928E-01,  1.0867184941E+00,  4.2310743250E-02,  1.0957072005E+00,  4.4705227408E-02,  8.2035660567E-03
  0.9160,  9.4949628176E-01,  1.0872736256E+00,  4.2640823261E-02,  1.0959263638E+00,  4.4822779279E-02,  7.8953646146E-03
  0.9180,  9.4814393115E-01,  1.0878246281E+00,  4.2806404243E-02,  1.0961455710E+00,  4.4940426032E-02,  7.5910930074E-03
  0.9200,  9.6022639318E-01,  1.0880304719E+00,  4.3210377260E-02,  1.0963648221E+00,  4.5058167726E-02,  7.6018036858E-03
  0.9220,  9.7066147427E-01,  1.0882911096E+00,  4.3415217579E-02,  1.0965841170E+00,  4.5176004425E-02,  7.5625820414E-03
  0.9240,  9.7000412279E-01,  1.0889588658E+00,  4.3829346249E-02,  1.0968034557E+00,  4.5293936187E-02,  7.1522294533E-03
  0.9260,  9.9310856520E-01,  1.0887294120E+00,  4.4131303279E-02,  1.0970228384E+00,  4.5411963075E-02,  7.5599395395E-03
  0.9280,  1.0027890134E+00,  1.0897277900E+00,  4.4307077961E-02,  1.0972422649E+00,  4.5530085149E-02,  6.8485102684E-03
  0.9300,  1.0021554204E+00,  1.0903693108E+00,  4.4482967239E-02,  1.0974617353E+00,  4.5648302471E-02,  6.4625710447E-03
  0.9320,  9.9275992342E-01,  1.0913469637E+00,  4.4707694858E-02,  1.0976812496E+00,  4.5766615102E-02,  5.7706058991E-03
  0.9340,  9.8851933124E-01,  1.0911667359E+00,  4.4708869292E-02,  1.0979008078E+00,  4.5885023102E-02,  6.1335886156E-03
  0.9360,  9.9098072385E-01,  1.0912689766E+00,  4.4561946287E-02,  1.0981204099E+00,  4.6003526534E-02,  6.2392368493E-03
  0.9380,  9.7708284800E-01,  1.0916944436E+00,  4.4550089369E-02,  1.0983400559E+00,  4.6122125458E-02,  6.0505963209E-03
  0.9400,  9.7178869013E-01,  1.0917844855E+00,  4.4986811417E-02,  1.0985597459E+00,  4.6240819935E-02,  6.1674027485E-03
  0.9420,  9.6909608584E-01,  1.0919321219E+00,  4.4637600312E-02,  1.0987794798E+00,  4.6359610028E-02,  6.2317854464E-03
  0.9440,  9.7214033207E-01,  1.0918345832E+00,  4.4749262987E-02,  1.0989992577E+00,  4.6478495796E-02,  6.5192714463E-03
  0.9460,  9.7180918099E-01,  1.0923481246E+00,  4.5161538702E-02,  1.0992190795E+00,  4.6597477303E-02,  6.2507602663E-03
  0.9480,  9.5892026171E-01,  1.0924792233E+00,  4.5266047567E-02,  1.0994389453E+00,  4.6716554609E-02,  6.3302487735E-03
  0.9500,  9.7241292203E-01,  1.0918583091E+00,  4.5121609307E-02,  1.0996588551E+00,  4.6835727775E-02,  7.0936053925E-03
  0.9520,  9.6201715185E-01,  1.0924414420E+00,  4.5160559409E-02,  1.0998788089E+00,  4.6954996864E-02,  6.7619876170E-03
  0.9540,  9.5781360846E-01,  1.0923885605E+00,  4.5484881344E-02,  1.1000988067E+00,  4.7074361936E-02,  7.0086851085E-03
  0.9560,  9.4929424976E-01,  1.0925347329E+00,  4.5807677668E-02,  1.1003188484E+00,  4.7193823053E-02,  7.0744180616E-03
  0.9580,  9.5430462951E-01,  1.0927039874E+00,  4.5980457911E-02,  1.1005389342E+00,  4.7313380277E-02,  7.1191909495E-03
  0.9600,  9.4011751537E-01,  1.0927078356E+00,  4.5888408758E-02,  1.1007590640E+00,  4.7433033670E-02,  7.3142513178E-03
  0.9620,  9.4861939957E-01,  1.0929709668E+00,  4.6140236228E-02,  1.1009792378E+00,  4.7552783293E-02,  7.2737711463E-03
  0.9640,  9.4254312917E-01,  1.0930004274E+00,  4.6159757191E-02,  1.1011994557E+00,  4.7672629208E-02,  7.4455433698E-03
  0.9660,  9.3486690977E-01,  1.0928492791E+00,  4.5751335852E-02,  1.1014197176E+00,  4.7792571476E-02,  7.7812647931E-03
  0.9680,  9.3606244715E-01,  1.0928564121E+00,  4.6224956686E-02,  1.1016400236E+00,  4.7912610160E-02,  7.9732138562E-03
  0.9700,  9.3441586228E-01,  1.0924727224E+00,  4.6057953397E-02,  1.1018603736E+00,  4.8032745321E-02,  8.5198192503E-03
  0.9720,  9.4320464360E-01,  1.0921019971E+00,  4.6351899743E-02,  1.1020807677E+00,  4.8152977021E-02,  9.0544821382E-03
  0.9740,  9.3312618188E-01,  1.0920059164E+00,  4.6379025926E-02,  1.1023012059E+00,  4.8273305323E-02,  9.3398151903E-03
  0.9760,  9.3020548443E-01,  1.0920950288E+00,  4.6363544980E-02,  1.1025216882E+00,  4.8393730287E-02,  9.4571014602E-03
  0.9780,  9.2916681412E-01,  1.0921472137E+00,  4.6860686814E-02,  1.1027422146E+00,  4.8514251976E-02,  9.6078673055E-03
  0.9800,  9.1926375724E-01,  1.0928742136E+00,  4.7232087448E-02,  1.1029627851E+00,  4.8634870452E-02,  9.1467923063E-03
  0.9820,  9.2387573954E-01,  1.0928462382E+00,  4.6866261402E-02,  1.1031833997E+00,  4.8755585777E-02,  9.3703019249E-03
  0.9840,  9.0742103234E-01,  1.0933747742E+00,  4.7293505679E-02,  1.1034040585E+00,  4.8876398013E-02,  9.0894031230E-03
  0.9860,  9.1481203777E-01,  1.0933189533E+00,  4.7414525667E-02,  1.1036247614E+00,  4.8997307223E-02,  9.3381449625E-03
  0.9880,  9.2367185836E-01,  1.0938305290E+00,  4.7932048647E-02,  1.1038455084E+00,  4.9118313467E-02,  9.0728089620E-03
  0.9900,  9.1645059325E-01,  1.0941773796E+00,  4.8282629067E-02,  1.1040662996E+00,  4.9239416809E-02,  8.9568171201E-03
  0.9920,  9.1608640788E-01,  1.0942805985E+00,  4.8214620411E-02,  1.1042871349E+00,  4.9360617311E-02,  9.0615349236E-03
  0.9940,  9.0286635673E-01,  1.0938801885E+00,  4.8346783627E-02,  1.1045080144E+00,  4.9481915035E-02,  9.6222261214E-03
  0.9960,  9.0534876169E-01,  1.0944362590E+00,  4.8315796271E-02,  1.1047289381E+00,  4.9603310043E-02,  9.3169272139E-03
  0.9980,  9.1531387101E-01,  1.0953475306E+00,  4.8590140248E-02,  1.1049499060E+00,  4.9724802398E-02,  8.6903264263E-03
  1.0000,  9.2234638456E-01,  1.0953366685E+00,  4.8699465287E-02,  1.1051709181E+00,  4.9846392161E-02,  8.8983970253E-03
