t,path0_X,mean_num,var_num,analytic_mean,analytic_var,rel_err_mean
  0.5280,  9.7708120755E-01,  1.0413435481E+00,  2.3597614037E-02,  1.0542187803E+00,  2.3721908831E-02,  1.2213055193E-02
  0.5300,  9.7556290589E-01,  1.0418047137E+00,  2.3957277600E-02,  1.0544296451E+00,  2.3822247388E-02,  1.1973232664E-02
  0.5320,  9.7948486622E-01,  1.0423844424E+00,  2.4309517577E-02,  1.0546405521E+00,  2.3922669707E-02,  1.1621125051E-02
  0.5340,  9.6928085216E-01,  1.0425033587E+00,  2.4370179026E-02,  1.0548515013E+00,  2.4023175841E-02,  1.1706048281E-02
  0.5360,  9.6180191007E-01,  1.0420801850E+00,  2.4605062207E-02,  1.0550624927E+00,  2.4123765844E-02,  1.2304776068E-02
  0.5380,  9.6218793528E-01,  1.0422179980E+00,  2.4677361505E-02,  1.0552735263E+00,  2.4224439772E-02,  1.2371700812E-02
  0.5400,  9.6993977461E-01,  1.0430940577E+00,  2.4750992106E-02,  1.0554846022E+00,  2.4325197679E-02,  1.1739199674E-02
  0.5420,  9.8142079381E-01,  1.0435853252E+00,  2.5066095303E-02,  1.0556957202E+00,  2.4426039619E-02,  1.1471482471E-02
  0.5440,  9.8624729330E-01,  1.0440644500E+00,  2.5087350800E-02,  1.0559068804E+00,  2.4526965648E-02,  1.1215411783E-02
  0.5460,  9.6819956966E-01,  1.0443734735E+00,  2.5083100197E-02,  1.0561180829E+00,  2.4627975819E-02,  1.1120545781E-02
  0.5480,  9.5898238596E-01,  1.0446723870E+00,  2.5087330733E-02,  1.0563293277E+00,  2.4729070188E-02,  1.1035328100E-02
  0.5500,  9.4913880616E-01,  1.0450863273E+00,  2.5159861889E-02,  1.0565406147E+00,  2.4830248808E-02,  1.0841312887E-02
  0.5520,  9.5206894857E-01,  1.0454211820E+00,  2.5184253866E-02,  1.0567519439E+00,  2.4931511736E-02,  1.0722253184E-02
  0.5540,  9.3808889042E-01,  1.0446761321E+00,  2.4976161562E-02,  1.0569633155E+00,  2.5032859025E-02,  1.1624985619E-02
  0.5560,  9.4153287468E-01,  1.0455110061E+00,  2.5039218387E-02,  1.0571747293E+00,  2.5134290731E-02,  1.1032919049E-02
  0.5580,  9.4527094293E-01,  1.0459692214E+00,  2.5156884943E-02,  1.0573861854E+00,  2.5235806908E-02,  1.0797345488E-02
  0.5600,  9.3784726767E-01,  1.0461241253E+00,  2.5149640591E-02,  1.0575976837E+00,  2.5337407611E-02,  1.0848698564E-02
  0.5620,  9.3878453032E-01,  1.0467353653E+00,  2.5273059138E-02,  1.0578092244E+00,  2.5439092895E-02,  1.0468673225E-02
  0.5640,  9.3394599237E-01,  1.0471210616E+00,  2.5514040597E-02,  1.0580208074E+00,  2.5540862815E-02,  1.0302014586E-02
  0.5660,  9.3197569356E-01,  1.0473529199E+00,  2.5674695271E-02,  1.0582324328E+00,  2.5642717427E-02,  1.0280834849E-02
  0.5680,  9.2254140320E-01,  1.0479436778E+00,  2.5614502165E-02,  1.0584441004E+00,  2.5744656784E-02,  9.9206208508E-03
  0.5700,  9.2450784933E-01,  1.0480373487E+00,  2.5628897292E-02,  1.0586558104E+00,  2.5846680942E-02,  1.0030135938E-02
  0.5720,  9.2547516684E-01,  1.0476563902E+00,  2.5516761016E-02,  1.0588675627E+00,  2.5948789956E-02,  1.0587889308E-02
  0.5740,  9.3127104077E-01,  1.0469185585E+00,  2.5462485511E-02,  1.0590793574E+00,  2.6050983881E-02,  1.1482424640E-02
  0.5760,  9.2490160958E-01,  1.0467915734E+00,  2.5566438132E-02,  1.0592911945E+00,  2.6153262772E-02,  1.1799985858E-02
  0.5780,  9.3145797100E-01,  1.0467233502E+00,  2.5706532286E-02,  1.0595030739E+00,  2.6255626685E-02,  1.2061997787E-02
  0.5800,  9.3542841425E-01,  1.0469159601E+00,  2.5919311573E-02,  1.0597149957E+00,  2.6358075674E-02,  1.2077809317E-02
  0.5820,  9.2712559350E-01,  1.0471272366E+00,  2.6055661035E-02,  1.0599269599E+00,  2.6460609796E-02,  1.2076042792E-02
  0.5840,  9.4156014453E-01,  1.0470359450E+00,  2.6013258139E-02,  1.0601389665E+00,  2.6563229104E-02,  1.2359720696E-02
  0.5860,  9.5493499296E-01,  1.0471448333E+00,  2.6065622880E-02,  1.0603510155E+00,  2.6665933654E-02,  1.2454538195E-02
  0.5880,  9.6490142702E-01,  1.0471989236E+00,  2.5843029985E-02,  1.0605631069E+00,  2.6768723503E-02,  1.2601026024E-02
  0.5900,  9.6121170575E-01,  1.0478827509E+00,  2.5948936218E-02,  1.0607752407E+00,  2.6871598704E-02,  1.2153837428E-02
  0.5920,  9.6778089088E-01,  1.0479373573E+00,  2.5874128969E-02,  1.0609874170E+00,  2.6974559314E-02,  1.2299919378E-02
  0.5940,  9.6662172404E-01,  1.0476237736E+00,  2.5681393743E-02,  1.0611996357E+00,  2.7077605387E-02,  1.2792938876E-02
  0.5960,  9.6262744522E-01,  1.0479895755E+00,  2.5606463676E-02,  1.0614118969E+00,  2.7180736980E-02,  1.2645723514E-02
  0.5980,  9.7131441601E-01,  1.0487234378E+00,  2.5855015749E-02,  1.0616242005E+00,  2.7283954148E-02,  1.2151910863E-02
  0.6000,  9.7500864903E-01,  1.0491950806E+00,  2.5651698863E-02,  1.0618365465E+00,  2.7387256946E-02,  1.1905284234E-02
  0.6020,  9.8472672258E-01,  1.0489354000E+00,  2.5667716397E-02,  1.0620489351E+00,  2.7490645429E-02,  1.2347392494E-02
  0.6040,  9.7900170017E-01,  1.0489011174E+00,  2.5805758829E-02,  1.0622613661E+00,  2.7594119654E-02,  1.2577176514E-02
  0.6060,  9.7289294466E-01,  1.0491860136E+00,  2.5897469508E-02,  1.0624738396E+00,  2.7697679676E-02,  1.2506497160E-02
  0.6080,  9.6320383972E-01,  1.0501313985E+00,  2.5776982143E-02,  1.0626863557E+00,  2.7801325551E-02,  1.1814358067E-02
  0.6100,  9.5300766315E-01,  1.0501197338E+00,  2.5875837741E-02,  1.0628989142E+00,  2.7905057334E-02,  1.2022949891E-02
  0.6120,  9.4077440598E-01,  1.0510197892E+00,  2.5959668294E-02,  1.0631115152E+00,  2.8008875081E-02,  1.1373901805E-02
  0.6140,  9.3969776851E-01,  1.0524778529E+00,  2.6476792500E-02,  1.0633241588E+00,  2.8112778847E-02,  1.0200375643E-02
  0.6160,  9.3717064020E-01,  1.0526017387E+00,  2.6805202916E-02,  1.0635368449E+00,  2.8216768690E-02,  1.0281831124E-02
  0.6180,  9.3038537745E-01,  1.0527594799E+00,  2.6994925582E-02,  1.0637495735E+00,  2.8320844663E-02,  1.0331467023E-02
  0.6200,  9.2893188743E-01,  1.0534070058E+00,  2.7203537797E-02,  1.0639623447E+00,  2.8425006824E-02,  9.9207824071E-03
  0.6220,  9.3364073108E-01,  1.0538716362E+00,  2.7320207127E-02,  1.0641751585E+00,  2.8529255228E-02,  9.6821676488E-03
  0.6240,  9.2763345991E-01,  1.0535402915E+00,  2.7382458071E-02,  1.0643880148E+00,  2.8633589931E-02,  1.0191512077E-02
  0.6260,  9.2967006767E-01,  1.0529481643E+00,  2.7269076426E-02,  1.0646009137E+00,  2.8738010988E-02,  1.0945650352E-02
  0.6280,  9.4865600282E-01,  1.0532913029E+00,  2.7555918459E-02,  1.0648138552E+00,  2.8842518457E-02,  1.0821189235E-02
  0.6300,  9.6402376159E-01,  1.0538233417E+00,  2.7490865903E-02,  1.0650268392E+00,  2.8947112392E-02,  1.0519450872E-02
  0.6320,  9.5789707473E-01,  1.0536583021E+00,  2.7507745949E-02,  1.0652398659E+00,  2.9051792850E-02,  1.0872259040E-02
  0.6340,  9.5033917111E-01,  1.0538443282E+00,  2.7551564542E-02,  1.0654529352E+00,  2.9156559887E-02,  1.0895466660E-02
  0.6360,  9.4979007350E-01,  1.0540631638E+00,  2.7667074609E-02,  1.0656660471E+00,  2.9261413559E-02,  1.0887916790E-02
  0.6380,  9.5105478141E-01,  1.0537529734E+00,  2.8001334789E-02,  1.0658792016E+00,  2.9366353923E-02,  1.1376737837E-02
  0.6400,  9.5348778112E-01,  1.0540702502E+00,  2.8166220188E-02,  1.0660923988E+00,  2.9471381033E-02,  1.1276835427E-02
  0.6420,  9.4791813219E-01,  1.0543873081E+00,  2.8284122533E-02,  1.0663056386E+00,  2.9576494948E-02,  1.1177217920E-02
  0.6440,  9.3568506496E-01,  1.0548305447E+00,  2.8390135161E-02,  1.0665189210E+00,  2.9681695722E-02,  1.0959370826E-02
  0.6460,  9.4094991638E-01,  1.0549210290E+00,  2.8158022452E-02,  1.0667322461E+00,  2.9786983412E-02,  1.1072335340E-02
  0.6480,  9.3670710982E-01,  1.0545552933E+00,  2.8225979070E-02,  1.0669456139E+00,  2.9892358074E-02,  1.1612888697E-02
  0.6500,  9.3114345472E-01,  1.0549989210E+00,  2.8266940068E-02,  1.0671590244E+00,  2.9997819765E-02,  1.1394837199E-02
  0.6520,  9.3771264107E-01,  1.0551658658E+00,  2.8616674194E-02,  1.0673724775E+00,  3.0103368541E-02,  1.1436131215E-02
  0.6540,  9.2722243856E-01,  1.0552099026E+00,  2.8786128202E-02,  1.0675859734E+00,  3.0209004459E-02,  1.1592575280E-02
  0.6560,  9.2555653867E-01,  1.0557257215E+00,  2.8786754279E-02,  1.0677995119E+00,  3.0314727574E-02,  1.1307169834E-02
  0.6580,  9.2104855698E-01,  1.0564536075E+00,  2.8921549540E-02,  1.0680130932E+00,  3.0420537944E-02,  1.0823355734E-02
  0.6600,  9.2496185730E-01,  1.0565840412E+00,  2.8953146750E-02,  1.0682267172E+00,  3.0526435624E-02,  1.0899068291E-02
  0.6620,  9.2420780888E-01,  1.0562671068E+00,  2.8817110558E-02,  1.0684403839E+00,  3.0632420672E-02,  1.1393501443E-02
  0.6640,  9.2461969120E-01,  1.0566928580E+00,  2.8857530502E-02,  1.0686540933E+00,  3.0738493143E-02,  1.1192803500E-02
  0.6660,  9.2114779627E-01,  1.0572669770E+00,  2.8957474670E-02,  1.0688678455E+00,  3.0844653096E-02,  1.0853417112E-02
  0.6680,  9.2924919510E-01,  1.0567149787E+00,  2.8973810593E-02,  1.0690816405E+00,  3.0950900585E-02,  1.1567555983E-02
  0.6700,  9.2648411600E-01,  1.0570111237E+00,  2.9179240725E-02,  1.0692954782E+00,  3.1057235668E-02,  1.1488269370E-02
  0.6720,  9.2663402040E-01,  1.0569908371E+00,  2.9216232870E-02,  1.0695093587E+00,  3.1163658401E-02,  1.1704920074E-02
  0.6740,  9.2680036641E-01,  1.0577336994E+00,  2.9363050340E-02,  1.0697232819E+00,  3.1270168841E-02,  1.1208115936E-02
  0.6760,  9.1629508425E-01,  1.0576013551E+00,  2.9605936270E-02,  1.0699372480E+00,  3.1376767046E-02,  1.1529547979E-02
  0.6780,  9.1857327266E-01,  1.0582315763E+00,  2.9867354926E-02,  1.0701512568E+00,  3.1483453071E-02,  1.1138313791E-02
  0.6800,  9.0483176040E-01,  1.0588191494E+00,  3.0062091150E-02,  1.0703653085E+00,  3.1590226974E-02,  1.0787120074E-02
  0.6820,  9.1299474301E-01,  1.0586389731E+00,  2.9947187653E-02,  1.0705794029E+00,  3.1697088811E-02,  1.1153240797E-02
  0.6840,  9.1847455224E-01,  1.0589724336E+00,  3.0118712382E-02,  1.0707935402E+00,  3.1804038639E-02,  1.1039575983E-02
  0.6860,  9.2396403956E-01,  1.0591253687E+00,  3.0056817121E-02,  1.0710077204E+00,  3.1911076516E-02,  1.1094552754E-02
  0.6880,  9.3491545299E-01,  1.0595699616E+00,  3.0173344776E-02,  1.0712219433E+00,  3.2018202498E-02,  1.0877280645E-02
  0.6900,  9.2279006656E-01,  1.0597714948E+00,  3.0244024067E-02,  1.0714362091E+00,  3.2125416642E-02,  1.0886989079E-02
  0.6920,  9.2057236525E-01,  1.0603194428E+00,  3.0496389283E-02,  1.0716505178E+00,  3.2232719005E-02,  1.0573479729E-02
  0.6940,  9.1615779260E-01,  1.0611379081E+00,  3.0575608235E-02,  1.0718648694E+00,  3.2340109644E-02,  1.0007755256E-02
  0.6960,  9.2776033748E-01,  1.0614260933E+00,  3.0605125263E-02,  1.0720792638E+00,  3.2447588617E-02,  9.9369242378E-03
  0.6980,  9.3134982908E-01,  1.0617561378E+00,  3.0813077380E-02,  1.0722937011E+00,  3.2555155980E-02,  9.8271240852E-03
  0.7000,  9.2234213063E-01,  1.0624498470E+00,  3.1051051532E-02,  1.0725081813E+00,  3.2662811791E-02,  9.3783287356E-03
  0.7020,  9.0801273679E-01,  1.0622608009E+00,  3.1193727267E-02,  1.0727227043E+00,  3.2770556106E-02,  9.7526634116E-03
  0.7040,  8.9712256341E-01,  1.0619045133E+00,  3.1376398562E-02,  1.0729372703E+00,  3.2878388984E-02,  1.0282760585E-02
  0.7060,  9.0591303068E-01,  1.0618156736E+00,  3.1333540533E-02,  1.0731518793E+00,  3.2986310480E-02,  1.0563468094E-02
  0.7080,  9.1088316123E-01,  1.0620950077E+00,  3.1041538140E-02,  1.0733665311E+00,  3.3094320654E-02,  1.0501094509E-02
  0.7100,  9.2301976365E-01,  1.0619578644E+00,  3.0876847078E-02,  1.0735812259E+00,  3.3202419561E-02,  1.0826718234E-02
  0.7120,  9.2059135136E-01,  1.0614957666E+00,  3.0859810705E-02,  1.0737959636E+00,  3.3310607259E-02,  1.1454873591E-02
  0.7140,  9.2823481625E-01,  1.0612042817E+00,  3.0873976431E-02,  1.0740107443E+00,  3.3418883806E-02,  1.1923961301E-02
  0.7160,  9.3275583799E-01,  1.0610207658E+00,  3.1285748370E-02,  1.0742255679E+00,  3.3527249260E-02,  1.2292392312E-02
  0.7180,  9.3517741915E-01,  1.0610764403E+00,  3.1393965672E-02,  1.0744404345E+00,  3.3635703676E-02,  1.2438096889E-02
  0.7200,  9.2653214030E-01,  1.0619146538E+00,  3.1769374592E-02,  1.0746553441E+00,  3.3744247114E-02,  1.1855605943E-02
  0.7220,  9.2737409230E-01,  1.0624963784E+00,  3.2143372310E-02,  1.0748702966E+00,  3.3852879630E-02,  1.1512010620E-02
  0.7240,  9.2119290640E-01,  1.0616901496E+00,  3.2061055067E-02,  1.0750852922E+00,  3.3961601282E-02,  1.2459609159E-02
  0.7260,  9.1619872104E-01,  1.0622625228E+00,  3.2304945594E-02,  1.0753003307E+00,  3.4070412128E-02,  1.2124806059E-02
  0.7280,  9.2656066100E-01,  1.0624823021E+00,  3.2566628534E-02,  1.0755154123E+00,  3.4179312225E-02,  1.2118013444E-02
  0.7300,  9.1319430791E-01,  1.0619433158E+00,  3.2423466094E-02,  1.0757305369E+00,  3.4288301631E-02,  1.2816612192E-02
  0.7320,  9.2414341075E-01,  1.0616713226E+00,  3.2351448577E-02,  1.0759457045E+00,  3.4397380404E-02,  1.3266823633E-02
  0.7340,  9.2827862253E-01,  1.0624410835E+00,  3.2182494711E-02,  1.0761609152E+00,  3.4506548601E-02,  1.2748866400E-02
  0.7360,  9.3860242207E-01,  1.0625358933E+00,  3.2510620512E-02,  1.0763761689E+00,  3.4615806281E-02,  1.2858214444E-02
  0.7380,  9.4440437303E-01,  1.0621977547E+00,  3.2594948580E-02,  1.0765914657E+00,  3.4725153500E-02,  1.3369705600E-02
  0.7400,  9.4544893430E-01,  1.0620401020E+00,  3.2451327118E-02,  1.0768068055E+00,  3.4834590317E-02,  1.3713419510E-02
  0.7420,  9.4823411525E-01,  1.0621035947E+00,  3.2355751307E-02,  1.0770221884E+00,  3.4944116789E-02,  1.3851705049E-02
  0.7440,  9.4059452530E-01,  1.0623190051E+00,  3.2649168529E-02,  1.0772376144E+00,  3.5053732975E-02,  1.3848949444E-02
  0.7460,  9.4049453984E-01,  1.0629375347E+00,  3.2891862979E-02,  1.0774530834E+00,  3.5163438933E-02,  1.3472093600E-02
  0.7480,  9.4544442649E-01,  1.0636022882E+00,  3.2615230932E-02,  1.0776685956E+00,  3.5273234719E-02,  1.3052535341E-02
  0.7500,  9.4448859664E-01,  1.0639494128E+00,  3.2736518609E-02,  1.0778841509E+00,  3.5383120394E-02,  1.2927862470E-02
  0.7520,  9.5556369231E-01,  1.0644843246E+00,  3.3054521568E-02,  1.0780997493E+00,  3.5493096013E-02,  1.2629095446E-02
  0.7540,  9.5571560625E-01,  1.0653630877E+00,  3.3366609676E-02,  1.0783153908E+00,  3.5603161636E-02,  1.2011609217E-02
  0.7560,  9.5245883776E-01,  1.0654535114E+00,  3.3802047117E-02,  1.0785310754E+00,  3.5713317321E-02,  1.2125347437E-02
  0.7580,  9.5575653278E-01,  1.0653012971E+00,  3.3857378397E-02,  1.0787468032E+00,  3.5823563125E-02,  1.2464005540E-02
  0.7600,  9.5119986236E-01,  1.0651994767E+00,  3.3874574676E-02,  1.0789625742E+00,  3.5933899107E-02,  1.2755861775E-02
  0.7620,  9.5901466662E-01,  1.0661359972E+00,  3.4197276426E-02,  1.0791783883E+00,  3.6044325325E-02,  1.2085482035E-02
  0.7640,  9.5990247207E-01,  1.0664752835E+00,  3.4291449628E-02,  1.0793942455E+00,  3.6154841838E-02,  1.1968714919E-02
  0.7660,  9.5893227787E-01,  1.0671724718E+00,  3.4470920653E-02,  1.0796101460E+00,  3.6265448703E-02,  1.1520523572E-02
  0.7680,  9.5622859567E-01,  1.0672189970E+00,  3.4633685149E-02,  1.0798260896E+00,  3.6376145979E-02,  1.1675113912E-02
  0.7700,  9.6697022003E-01,  1.0680120125E+00,  3.4756229648E-02,  1.0800420764E+00,  3.6486933724E-02,  1.1138514106E-02
  0.7720,  9.5748974458E-01,  1.0680678746E+00,  3.4954016402E-02,  1.0802581064E+00,  3.6597811997E-02,  1.1284554817E-02
  0.7740,  9.5460655887E-01,  1.0678019858E+00,  3.4741002731E-02,  1.0804741796E+00,  3.6708780855E-02,  1.1728363444E-02
  0.7760,  9.6726869283E-01,  1.0683424419E+00,  3.4748050074E-02,  1.0806902961E+00,  3.6819840358E-02,  1.1425895342E-02
  0.7780,  9.7604112985E-01,  1.0689121823E+00,  3.4822593013E-02,  1.0809064558E+00,  3.6930990564E-02,  1.1096495395E-02
  0.7800,  9.7497809655E-01,  1.0683337480E+00,  3.5007804602E-02,  1.0811226587E+00,  3.7042231531E-02,  1.1829287440E-02
  0.7820,  9.7472976402E-01,  1.0687530785E+00,  3.4890777780E-02,  1.0813389048E+00,  3.7153563318E-02,  1.1639113569E-02
  0.7840,  9.7025501984E-01,  1.0686882922E+00,  3.5094154960E-02,  1.0815551942E+00,  3.7264985984E-02,  1.1896666999E-02
  0.7860,  9.6861283707E-01,  1.0697830441E+00,  3.5242231859E-02,  1.0817715269E+00,  3.7376499587E-02,  1.1082268742E-02
  0.7880,  9.6724208525E-01,  1.0692413946E+00,  3.5262067693E-02,  1.0819879028E+00,  3.7488104185E-02,  1.1780638372E-02
  0.7900,  9.6133489318E-01,  1.0698751252E+00,  3.5190196332E-02,  1.0822043221E+00,  3.7599799838E-02,  1.1392670116E-02
  0.7920,  9.4989173843E-01,  1.0701722704E+00,  3.4924633923E-02,  1.0824207846E+00,  3.7711586603E-02,  1.1315852680E-02
  0.7940,  9.5954841832E-01,  1.0710218006E+00,  3.5232878875E-02,  1.0826372904E+00,  3.7823464541E-02,  1.0728883900E-02
  0.7960,  9.6153432927E-01,  1.0713853810E+00,  3.5367179693E-02,  1.0828538395E+00,  3.7935433709E-02,  1.0590957048E-02
  0.7980,  9.4801341176E-01,  1.0719886715E+00,  3.5493257639E-02,  1.0830704319E+00,  3.8047494167E-02,  1.0231800328E-02
  0.8000,  9.3724617565E-01,  1.0719069641E+00,  3.5592593438E-02,  1.0832870677E+00,  3.8159645973E-02,  1.0505159629E-02
  0.8020,  9.3913339623E-01,  1.0724847303E+00,  3.5739697153E-02,  1.0835037468E+00,  3.8271889186E-02,  1.0169800018E-02
  0.8040,  9.4033578095E-01,  1.0722944011E+00,  3.6023961049E-02,  1.0837204692E+00,  3.8384223865E-02,  1.0543372003E-02
  0.8060,  9.3892909000E-01,  1.0725426015E+00,  3.6112464394E-02,  1.0839372349E+00,  3.8496650070E-02,  1.0512263162E-02
  0.8080,  9.5302046619E-01,  1.0725483016E+00,  3.6001335180E-02,  1.0841540441E+00,  3.8609167858E-02,  1.0704883249E-02
  0.8100,  9.5141359803E-01,  1.0732362389E+00,  3.6332744892E-02,  1.0843708966E+00,  3.8721777289E-02,  1.0268311011E-02
  0.8120,  9.4805192124E-01,  1.0735148165E+00,  3.6463178083E-02,  1.0845877924E+00,  3.8834478422E-02,  1.0209386499E-02
  0.8140,  9.5230142473E-01,  1.0738722111E+00,  3.6352594704E-02,  1.0848047317E+00,  3.8947271317E-02,  1.0077869568E-02
  0.8160,  9.5435328126E-01,  1.0743332487E+00,  3.6251543304E-02,  1.0850217143E+00,  3.9060156031E-02,  9.8509232262E-03
  0.8180,  9.4919054157E-01,  1.0750484943E+00,  3.6149660481E-02,  1.0852387404E+00,  3.9173132626E-02,  9.3898657028E-03
  0.8200,  9.5781480499E-01,  1.0758140663E+00,  3.6208829684E-02,  1.0854558098E+00,  3.9286201158E-02,  8.8826679766E-03
  0.8220,  9.6152809438E-01,  1.0763750664E+00,  3.6394384746E-02,  1.0856729227E+00,  3.9399361689E-02,  8.5641413109E-03
  0.8240,  9.5599432824E-01,  1.0768938234E+00,  3.6925917005E-02,  1.0858900790E+00,  3.9512614276E-02,  8.2846834936E-03
  0.8260,  9.4404316131E-01,  1.0771120824E+00,  3.6847403172E-02,  1.0861072787E+00,  3.9625958981E-02,  8.2820514060E-03
  0.8280,  9.4912184938E-01,  1.0769292445E+00,  3.6954970233E-02,  1.0863245219E+00,  3.9739395860E-02,  8.6486838861E-03
  0.8300,  9.3718197339E-01,  1.0768983152E+00,  3.6729646130E-02,  1.0865418085E+00,  3.9852924975E-02,  8.8754001216E-03
  0.8320,  9.3003012958E-01,  1.0775028058E+00,  3.7103608593E-02,  1.0867591386E+00,  3.9966546384E-02,  8.5173728905E-03
  0.8340,  9.2656225500E-01,  1.0775463127E+00,  3.7469111067E-02,  1.0869765122E+00,  4.0080260147E-02,  8.6756240352E-03
  0.8360,  9.2195374258E-01,  1.0774928813E+00,  3.7423170797E-02,  1.0871939293E+00,  4.0194066324E-02,  8.9230152217E-03
  0.8380,  9.3244118958E-01,  1.0773553949E+00,  3.7895562499E-02,  1.0874113898E+00,  4.0307964973E-02,  9.2476453917E-03
  0.8400,  9.2518895653E-01,  1.0779236169E+00,  3.8072191074E-02,  1.0876288938E+00,  4.0421956155E-02,  8.9233349045E-03
  0.8420,  9.2912050313E-01,  1.0777231941E+00,  3.8253981422E-02,  1.0878464413E+00,  4.0536039929E-02,  9.3057685566E-03
  0.8440,  9.3388456475E-01,  1.0777111460E+00,  3.8436651046E-02,  1.0880640324E+00,  4.0650216354E-02,  9.5149605726E-03
  0.8460,  9.3552528068E-01,  1.0776766343E+00,  3.8826994345E-02,  1.0882816670E+00,  4.0764485491E-02,  9.7447498694E-03
  0.8480,  9.2511253356E-01,  1.0773842164E+00,  3.9118122449E-02,  1.0884993451E+00,  4.0878847398E-02,  1.0211424262E-02
  0.8500,  9.2125345088E-01,  1.0773319567E+00,  3.9252409464E-02,  1.0887170667E+00,  4.0993302136E-02,  1.0457363433E-02
  0.8520,  9.2637334647E-01,  1.0778005772E+00,  3.9299687009E-02,  1.0889348319E+00,  4.1107849764E-02,  1.0224904524E-02
  0.8540,  9.2989794434E-01,  1.0782003702E+00,  3.9331781296E-02,  1.0891526406E+00,  4.1222490342E-02,  1.0055771823E-02
  0.8560,  9.3435837883E-01,  1.0789351822E+00,  3.9410132826E-02,  1.0893704929E+00,  4.1337223931E-02,  9.5792118986E-03
  0.8580,  9.3831221233E-01,  1.0795630292E+00,  3.9498572235E-02,  1.0895883888E+00,  4.1452050589E-02,  9.2010521510E-03
  0.8600,  9.3937480202E-01,  1.0796154113E+00,  3.9363751461E-02,  1.0898063283E+00,  4.1566970376E-02,  9.3511266523E-03
  0.8620,  9.4738947994E-01,  1.0799504163E+00,  3.9355008910E-02,  1.0900243114E+00,  4.1681983354E-02,  9.2418994272E-03
  0.8640,  9.4636841554E-01,  1.0807283831E+00,  3.9836068292E-02,  1.0902423380E+00,  4.1797089580E-02,  8.7264588432E-03
  0.8660,  9.4558986232E-01,  1.0811219300E+00,  3.9731264185E-02,  1.0904604083E+00,  4.1912289116E-02,  8.5637940170E-03
  0.8680,  9.5503871704E-01,  1.0819103668E+00,  3.9947129651E-02,  1.0906785222E+00,  4.2027582022E-02,  8.0391748757E-03
  0.8700,  9.4358496944E-01,  1.0825728874E+00,  4.0020805695E-02,  1.0908966797E+00,  4.2142968357E-02,  7.6302297633E-03
  0.8720,  9.4342746605E-01,  1.0832912474E+00,  4.0000197262E-02,  1.0911148809E+00,  4.2258448182E-02,  7.1703113882E-03
  0.8740,  9.4290160138E-01,  1.0831120691E+00,  4.0232606838E-02,  1.0913331257E+00,  4.2374021557E-02,  7.5330404011E-03
  0.8760,  9.3864624352E-01,  1.0837956990E+00,  4.0833840006E-02,  1.0915514141E+00,  4.2489688542E-02,  7.1052220184E-03
  0.8780,  9.5245700971E-01,  1.0838773948E+00,  4.0737718479E-02,  1.0917697462E+00,  4.2605449196E-02,  7.2289523129E-03
  0.8800,  9.5348116208E-01,  1.0844121872E+00,  4.0662099418E-02,  1.0919881220E+00,  4.2721303582E-02,  6.9377447142E-03
  0.8820,  9.6630734459E-01,  1.0844872909E+00,  4.0666818128E-02,  1.0922065415E+00,  4.2837251757E-02,  7.0675740007E-03
  0.8840,  9.7051254293E-01,  1.0847233568E+00,  4.0904793369E-02,  1.0924250046E+00,  4.2953293784E-02,  7.0500472302E-03
  0.8860,  9.7533644486E-01,  1.0844815999E+00,  4.0572988986E-02,  1.0926435115E+00,  4.3069429722E-02,  7.4698760069E-03
  0.8880,  9.8638267797E-01,  1.0840927755E+00,  4.0342725230E-02,  1.0928620621E+00,  4.3185659632E-02,  8.0241476252E-03
  0.8900,  9.9751389604E-01,  1.0840361929E+00,  4.0210933864E-02,  1.0930806563E+00,  4.3301983573E-02,  8.2742872942E-03
  0.8920,  9.8322757166E-01,  1.0841167056E+00,  4.0308388934E-02,  1.0932992943E+00,  4.3418401607E-02,  8.3989707124E-03
  0.8940,  9.8601699515E-01,  1.0841162270E+00,  4.0348087167E-02,  1.0935179760E+00,  4.3534913795E-02,  8.5977087253E-03
  0.8960,  9.8833856630E-01,  1.0853468992E+00,  4.0819498441E-02,  1.0937367015E+00,  4.3651520195E-02,  7.6707696375E-03
  0.8980,  9.7431546197E-01,  1.0855119306E+00,  4.0661546929E-02,  1.0939554707E+00,  4.3768220870E-02,  7.7183581976E-03
  0.9000,  9.7643515645E-01,  1.0849160968E+00,  4.0723675515E-02,  1.0941742837E+00,  4.3885015879E-02,  8.4613457328E-03
  0.9020,  9.8097353316E-01,  1.0856909046E+00,  4.0840608928E-02,  1.0943931404E+00,  4.4001905283E-02,  7.9516542757E-03
  0.9040,  9.8458603692E-01,  1.0860022114E+00,  4.0938359254E-02,  1.0946120410E+00,  4.4118889143E-02,  7.8656448875E-03
  0.9060,  9.7571102950E-01,  1.0862039292E+00,  4.1134027740E-02,  1.0948309853E+00,  4.4235967520E-02,  7.8798062322E-03
  0.9080,  9.6783741772E-01,  1.0866774673E+00,  4.1403566318E-02,  1.0950499734E+00,  4.4353140474E-02,  7.6457753245E-03
  0.9100,  9.7392193060E-01,  1.0865911990E+00,  4.1566606090E-02,  1.0952690053E+00,  4.4470408066E-02,  7.9229907980E-03
  0.9120,  9.6854422324E-01,  1.0867566871E+00,  4.1851804948E-02,  1.0954880810E+00,  4.4587770357E-02,  7.9703230484E-03
