x,y_shoot
  0.00195312  0.00000000E+00
  0.00390625  6.13588465E-03
  0.00585938  1.22715383E-02
  0.00781250  1.84067299E-02
  0.00976562  2.45412285E-02
  0.01171875  3.06748032E-02
  0.01367188  3.68072229E-02
  0.01562500  4.29382569E-02
  0.01757812  4.90676743E-02
  0.01953125  5.51952443E-02
  0.02148438  6.13207363E-02
  0.02343750  6.74439196E-02
  0.02539062  7.35645636E-02
  0.02734375  7.96824380E-02
  0.02929688  8.57973123E-02
  0.03125000  9.19089565E-02
  0.03320312  9.80171403E-02
  0.03515625  1.04121634E-01
  0.03710938  1.10222207E-01
  0.03906250  1.16318631E-01
  0.04101562  1.22410675E-01
  0.04296875  1.28498111E-01
  0.04492188  1.34580709E-01
  0.04687500  1.40658239E-01
  0.04882812  1.46730474E-01
  0.05078125  1.52797185E-01
  0.05273438  1.58858143E-01
  0.05468750  1.64913120E-01
  0.05664062  1.70961889E-01
  0.05859375  1.77004220E-01
  0.06054688  1.83039888E-01
  0.06250000  1.89068664E-01
  0.06445312  1.95090322E-01
  0.06640625  2.01104635E-01
  0.06835938  2.07111376E-01
  0.07031250  2.13110320E-01
  0.07226562  2.19101240E-01
  0.07421875  2.25083911E-01
  0.07617188  2.31058108E-01
  0.07812500  2.37023606E-01
  0.08007812  2.42980180E-01
  0.08203125  2.48927606E-01
  0.08398438  2.54865660E-01
  0.08593750  2.60794118E-01
  0.08789062  2.66712757E-01
  0.08984375  2.72621355E-01
  0.09179688  2.78519689E-01
  0.09375000  2.84407537E-01
  0.09570312  2.90284677E-01
  0.09765625  2.96150888E-01
  0.09960938  3.02005949E-01
  0.10156250  3.07849640E-01
  0.10351562  3.13681740E-01
  0.10546875  3.19502031E-01
  0.10742188  3.25310292E-01
  0.10937500  3.31106306E-01
  0.11132812  3.36889853E-01
  0.11328125  3.42660717E-01
  0.11523438  3.48418680E-01
  0.11718750  3.54163525E-01
  0.11914062  3.59895037E-01
  0.12109375  3.65612998E-01
  0.12304688  3.71317194E-01
  0.12500000  3.77007410E-01
  0.12695312  3.82683432E-01
  0.12890625  3.88345047E-01
  0.13085938  3.93992040E-01
  0.13281250  3.99624200E-01
  0.13476562  4.05241314E-01
  0.13671875  4.10843171E-01
  0.13867188  4.16429560E-01
  0.14062500  4.22000271E-01
  0.14257812  4.27555093E-01
  0.14453125  4.33093819E-01
  0.14648438  4.38616239E-01
  0.14843750  4.44122145E-01
  0.15039062  4.49611330E-01
  0.15234375  4.55083587E-01
  0.15429688  4.60538711E-01
  0.15625000  4.65976496E-01
  0.15820312  4.71396737E-01
  0.16015625  4.76799230E-01
  0.16210938  4.82183772E-01
  0.16406250  4.87550160E-01
  0.16601562  4.92898192E-01
  0.16796875  4.98227667E-01
  0.16992188  5.03538384E-01
  0.17187500  5.08830143E-01
  0.17382812  5.14102744E-01
  0.17578125  5.19355990E-01
  0.17773438  5.24589683E-01
  0.17968750  5.29803625E-01
  0.18164062  5.34997620E-01
  0.18359375  5.40171473E-01
  0.18554688  5.45324988E-01
  0.18750000  5.50457973E-01
  0.18945312  5.55570233E-01
  0.19140625  5.60661576E-01
  0.19335938  5.65731811E-01
  0.19531250  5.70780746E-01
  0.19726562  5.75808191E-01
  0.19921875  5.80813958E-01
  0.20117188  5.85797857E-01
  0.20312500  5.90759702E-01
  0.20507812  5.95699304E-01
  0.20703125  6.00616479E-01
  0.20898438  6.05511041E-01
  0.21093750  6.10382806E-01
  0.21289062  6.15231591E-01
  0.21484375  6.20057212E-01
  0.21679688  6.24859488E-01
  0.21875000  6.29638239E-01
