x,y,u
 0.97500, 0.03750, 9.20369495E-03
 0.98750, 0.03750, 4.60539807E-03
 1.00000, 0.03750, 1.43941798E-17
 0.00000, 0.05000, 0.00000000E+00
 0.01250, 0.05000, 6.12947879E-03
 0.02500, 0.05000, 1.22495064E-02
 0.03750, 0.05000, 1.83506461E-02
 0.05000, 0.05000, 2.44234904E-02
 0.06250, 0.05000, 3.04586755E-02
 0.07500, 0.05000, 3.64468955E-02
 0.08750, 0.05000, 4.23789171E-02
 0.10000, 0.05000, 4.82455934E-02
 0.11250, 0.05000, 5.40378785E-02
 0.12500, 0.05000, 5.97468412E-02
 0.13750, 0.05000, 6.53636785E-02
 0.15000, 0.05000, 7.08797298E-02
 0.16250, 0.05000, 7.62864897E-02
 0.17500, 0.05000, 8.15756213E-02
 0.18750, 0.05000, 8.67389692E-02
 0.20000, 0.05000, 9.17685720E-02
 0.21250, 0.05000, 9.66566742E-02
 0.22500, 0.05000, 1.01395739E-01
 0.23750, 0.05000, 1.05978459E-01
 0.25000, 0.05000, 1.10397767E-01
 0.26250, 0.05000, 1.14646851E-01
 0.27500, 0.05000, 1.18719157E-01
 0.28750, 0.05000, 1.22608407E-01
 0.30000, 0.05000, 1.26308603E-01
 0.31250, 0.05000, 1.29814041E-01
 0.32500, 0.05000, 1.33119315E-01
 0.33750, 0.05000, 1.36219329E-01
 0.35000, 0.05000, 1.39109302E-01
 0.36250, 0.05000, 1.41784779E-01
 0.37500, 0.05000, 1.44241634E-01
 0.38750, 0.05000, 1.46476079E-01
 0.40000, 0.05000, 1.48484669E-01
 0.41250, 0.05000, 1.50264305E-01
 0.42500, 0.05000, 1.51812246E-01
 0.43750, 0.05000, 1.53126102E-01
 0.45000, 0.05000, 1.54203849E-01
 0.46250, 0.05000, 1.55043826E-01
 0.47500, 0.05000, 1.55644735E-01
 0.48750, 0.05000, 1.56005652E-01
 0.50000, 0.05000, 1.56126020E-01
 0.51250, 0.05000, 1.56005652E-01
 0.52500, 0.05000, 1.55644735E-01
 0.53750, 0.05000, 1.55043826E-01
 0.55000, 0.05000, 1.54203849E-01
 0.56250, 0.05000, 1.53126102E-01
 0.57500, 0.05000, 1.51812246E-01
 0.58750, 0.05000, 1.50264305E-01
 0.60000, 0.05000, 1.48484669E-01
 0.61250, 0.05000, 1.46476079E-01
 0.62500, 0.05000, 1.44241634E-01
 0.63750, 0.05000, 1.41784779E-01
 0.65000, 0.05000, 1.39109302E-01
 0.66250, 0.05000, 1.36219329E-01
 0.67500, 0.05000, 1.33119315E-01
 0.68750, 0.05000, 1.29814041E-01
 0.70000, 0.05000, 1.26308603E-01
 0.71250, 0.05000, 1.22608407E-01
 0.72500, 0.05000, 1.18719157E-01
 0.73750, 0.05000, 1.14646851E-01
 0.75000, 0.05000, 1.10397767E-01
 0.76250, 0.05000, 1.05978459E-01
 0.77500, 0.05000, 1.01395739E-01
 0.78750, 0.05000, 9.66566742E-02
 0.80000, 0.05000, 9.17685720E-02
 0.81250, 0.05000, 8.67389692E-02
 0.82500, 0.05000, 8.15756213E-02
 0.83750, 0.05000, 7.62864896E-02
 0.85000, 0.05000, 7.08797298E-02
 0.86250, 0.05000, 6.53636785E-02
 0.87500, 0.05000, 5.97468412E-02
 0.88750, 0.05000, 5.40378785E-02
 0.90000, 0.05000, 4.82455934E-02
 0.91250, 0.05000, 4.23789171E-02
 0.92500, 0.05000, 3.64468956E-02
 0.93750, 0.05000, 3.04586754E-02
 0.95000, 0.05000, 2.44234904E-02
 0.96250, 0.05000, 1.83506461E-02
 0.97500, 0.05000, 1.22495063E-02
 0.98750, 0.05000, 6.12947877E-03
 1.00000, 0.05000, 1.91576967E-17
 0.00000, 0.06250, 0.00000000E+00
 0.01250, 0.06250, 7.64410828E-03
 0.02500, 0.06250, 1.52764299E-02
 0.03750, 0.06250, 2.28851964E-02
 0.05000, 0.06250, 3.04586755E-02
 0.06250, 0.06250, 3.79851896E-02
 0.07500, 0.06250, 4.54531332E-02
 0.08750, 0.06250, 5.28509915E-02
 0.10000, 0.06250, 6.01673573E-02
 0.11250, 0.06250, 6.73909494E-02
 0.12500, 0.06250, 7.45106296E-02
 0.13750, 0.06250, 8.15154198E-02
 0.15000, 0.06250, 8.83945191E-02
 0.16250, 0.06250, 9.51373205E-02
 0.17500, 0.06250, 1.01733427E-01
 0.18750, 0.06250, 1.08172668E-01
 0.20000, 0.06250, 1.14445114E-01
 0.21250, 0.06250, 1.20541095E-01
 0.22500, 0.06250, 1.26451210E-01
 0.23750, 0.06250, 1.32166346E-01
 0.25000, 0.06250, 1.37677691E-01
 0.26250, 0.06250, 1.42976748E-01
 0.27500, 0.06250, 1.48055344E-01
 0.28750, 0.06250, 1.52905650E-01
 0.30000, 0.06250, 1.57520186E-01
 0.31250, 0.06250, 1.61891838E-01
 0.32500, 0.06250, 1.66013864E-01
 0.33750, 0.06250, 1.69879909E-01
 0.35000, 0.06250, 1.73484012E-01
 0.36250, 0.06250, 1.76820614E-01
 0.37500, 0.06250, 1.79884573E-01
 0.38750, 0.06250, 1.82671162E-01
 0.40000, 0.06250, 1.85176085E-01
 0.41250, 0.06250, 1.87395480E-01
 0.42500, 0.06250, 1.89325925E-01
 0.43750, 0.06250, 1.90964444E-01
 0.45000, 0.06250, 1.92308509E-01
 0.46250, 0.06250, 1.93356048E-01
 0.47500, 0.06250, 1.94105446E-01
 0.48750, 0.06250, 1.94555547E-01
 0.50000, 0.06250, 1.94705658E-01
 0.51250, 0.06250, 1.94555547E-01
 0.52500, 0.06250, 1.94105446E-01
 0.53750, 0.06250, 1.93356048E-01
 0.55000, 0.06250, 1.92308509E-01
 0.56250, 0.06250, 1.90964444E-01
 0.57500, 0.06250, 1.89325925E-01
 0.58750, 0.06250, 1.87395480E-01
 0.60000, 0.06250, 1.85176085E-01
 0.61250, 0.06250, 1.82671162E-01
 0.62500, 0.06250, 1.79884573E-01
 0.63750, 0.06250, 1.76820614E-01
 0.65000, 0.06250, 1.73484012E-01
 0.66250, 0.06250, 1.69879909E-01
 0.67500, 0.06250, 1.66013864E-01
 0.68750, 0.06250, 1.61891838E-01
 0.70000, 0.06250, 1.57520186E-01
 0.71250, 0.06250, 1.52905650E-01
 0.72500, 0.06250, 1.48055344E-01
 0.73750, 0.06250, 1.42976748E-01
 0.75000, 0.06250, 1.37677691E-01
 0.76250, 0.06250, 1.32166346E-01
 0.77500, 0.06250, 1.26451210E-01
 0.78750, 0.06250, 1.20541095E-01
 0.80000, 0.06250, 1.14445114E-01
 0.81250, 0.06250, 1.08172668E-01
 0.82500, 0.06250, 1.01733427E-01
 0.83750, 0.06250, 9.51373205E-02
 0.85000, 0.06250, 8.83945191E-02
 0.86250, 0.06250, 8.15154198E-02
 0.87500, 0.06250, 7.45106296E-02
 0.88750, 0.06250, 6.73909494E-02
 0.90000, 0.06250, 6.01673573E-02
 0.91250, 0.06250, 5.28509915E-02
 0.92500, 0.06250, 4.54531333E-02
 0.93750, 0.06250, 3.79851895E-02
 0.95000, 0.06250, 3.04586755E-02
 0.96250, 0.06250, 2.28851964E-02
 0.97500, 0.06250, 1.52764299E-02
 0.98750, 0.06250, 7.64410827E-03
 1.00000, 0.06250, 2.38916738E-17
 0.00000, 0.07500, 0.00000000E+00
 0.01250, 0.07500, 9.14695112E-03
 0.02500, 0.07500, 1.82797983E-02
 0.03750, 0.07500, 2.73844593E-02
 0.05000, 0.07500, 3.64468955E-02
 0.06250, 0.07500, 4.54531332E-02
 0.07500, 0.07500, 5.43892855E-02
 0.08750, 0.07500, 6.32415735E-02
 0.10000, 0.07500, 7.19963475E-02
 0.11250, 0.07500, 8.06401084E-02
 0.12500, 0.07500, 8.91595281E-02
 0.13750, 0.07500, 9.75414702E-02
 0.15000, 0.07500, 1.05773010E-01
 0.16250, 0.07500, 1.13841456E-01
 0.17500, 0.07500, 1.21734367E-01
 0.18750, 0.07500, 1.29439572E-01
 0.20000, 0.07500, 1.36945191E-01
 0.21250, 0.07500, 1.44239650E-01
 0.22500, 0.07500, 1.51311702E-01
 0.23750, 0.07500, 1.58150442E-01
 0.25000, 0.07500, 1.64745326E-01
 0.26250, 0.07500, 1.71086185E-01
 0.27500, 0.07500, 1.77163241E-01
 0.28750, 0.07500, 1.82967124E-01
 0.30000, 0.07500, 1.88488885E-01
 0.31250, 0.07500, 1.93720010E-01
 0.32500, 0.07500, 1.98652432E-01
 0.33750, 0.07500, 2.03278547E-01
 0.35000, 0.07500, 2.07591222E-01
 0.36250, 0.07500, 2.11583805E-01
 0.37500, 0.07500, 2.15250142E-01
 0.38750, 0.07500, 2.18584578E-01
 0.40000, 0.07500, 2.21581973E-01
 0.41250, 0.07500, 2.24237705E-01
 0.42500, 0.07500, 2.26547678E-01
 0.43750, 0.07500, 2.28508332E-01
 0.45000, 0.07500, 2.30116642E-01
 0.46250, 0.07500, 2.31370129E-01
 0.47500, 0.07500, 2.32266859E-01
 0.48750, 0.07500, 2.32805452E-01
 0.50000, 0.07500, 2.32985075E-01
 0.51250, 0.07500, 2.32805452E-01
 0.52500, 0.07500, 2.32266859E-01
 0.53750, 0.07500, 2.31370129E-01
 0.55000, 0.07500, 2.30116642E-01
 0.56250, 0.07500, 2.28508332E-01
 0.57500, 0.07500, 2.26547678E-01
 0.58750, 0.07500, 2.24237705E-01
 0.60000, 0.07500, 2.21581973E-01
 0.61250, 0.07500, 2.18584578E-01
 0.62500, 0.07500, 2.15250142E-01
 0.63750, 0.07500, 2.11583805E-01
 0.65000, 0.07500, 2.07591222E-01
 0.66250, 0.07500, 2.03278547E-01
 0.67500, 0.07500, 1.98652432E-01
 0.68750, 0.07500, 1.93720010E-01
 0.70000, 0.07500, 1.88488885E-01
 0.71250, 0.07500, 1.82967124E-01
 0.72500, 0.07500, 1.77163241E-01
 0.73750, 0.07500, 1.71086185E-01
 0.75000, 0.07500, 1.64745326E-01
 0.76250, 0.07500, 1.58150442E-01
 0.77500, 0.07500, 1.51311702E-01
 0.78750, 0.07500, 1.44239650E-01
 0.80000, 0.07500, 1.36945191E-01
 0.81250, 0.07500, 1.29439572E-01
 0.82500, 0.07500, 1.21734367E-01
 0.83750, 0.07500, 1.13841456E-01
 0.85000, 0.07500, 1.05773010E-01
 0.86250, 0.07500, 9.75414702E-02
 0.87500, 0.07500, 8.91595280E-02
 0.88750, 0.07500, 8.06401084E-02
 0.90000, 0.07500, 7.19963475E-02
 0.91250, 0.07500, 6.32415735E-02
 0.92500, 0.07500, 5.43892855E-02
 0.93750, 0.07500, 4.54531331E-02
 0.95000, 0.07500, 3.64468955E-02
 0.96250, 0.07500, 2.73844593E-02
 0.97500, 0.07500, 1.82797983E-02
 0.98750, 0.07500, 9.14695110E-03
 1.00000, 0.07500, 2.85888118E-17
 0.00000, 0.08750, 0.00000000E+00
 0.01250, 0.08750, 1.06356900E-02
 0.02500, 0.08750, 2.12549806E-02
 0.03750, 0.08750, 3.18414975E-02
 0.05000, 0.08750, 4.23789171E-02
 0.06250, 0.08750, 5.28509915E-02
 0.07500, 0.08750, 6.32415735E-02
 0.08750, 0.08750, 7.35346416E-02
 0.10000, 0.08750, 8.37143246E-02
 0.11250, 0.08750, 9.37649261E-02
 0.12500, 0.08750, 1.03670949E-01
 0.13750, 0.08750, 1.13417119E-01
 0.15000, 0.08750, 1.22988408E-01
 0.16250, 0.08750, 1.32370057E-01
 0.17500, 0.08750, 1.41547602E-01
 0.18750, 0.08750, 1.50506890E-01
 0.20000, 0.08750, 1.59234108E-01
 0.21250, 0.08750, 1.67715798E-01
 0.22500, 0.08750, 1.75938883E-01
 0.23750, 0.08750, 1.83890682E-01
 0.25000, 0.08750, 1.91558936E-01
 0.26250, 0.08750, 1.98931819E-01
 0.27500, 0.08750, 2.05997964E-01
 0.28750, 0.08750, 2.12746476E-01
 0.30000, 0.08750, 2.19166947E-01
 0.31250, 0.08750, 2.25249479E-01
 0.32500, 0.08750, 2.30984693E-01
 0.33750, 0.08750, 2.36363744E-01
 0.35000, 0.08750, 2.41378341E-01
 0.36250, 0.08750, 2.46020749E-01
 0.37500, 0.08750, 2.50283811E-01
 0.38750, 0.08750, 2.54160954E-01
 0.40000, 0.08750, 2.57646198E-01
 0.41250, 0.08750, 2.60734172E-01
 0.42500, 0.08750, 2.63420111E-01
 0.43750, 0.08750, 2.65699877E-01
 0.45000, 0.08750, 2.67569952E-01
 0.46250, 0.08750, 2.69027454E-01
 0.47500, 0.08750, 2.70070134E-01
 0.48750, 0.08750, 2.70696387E-01
 0.50000, 0.08750, 2.70905245E-01
 0.51250, 0.08750, 2.70696387E-01
 0.52500, 0.08750, 2.70070134E-01
 0.53750, 0.08750, 2.69027454E-01
 0.55000, 0.08750, 2.67569952E-01
 0.56250, 0.08750, 2.65699877E-01
 0.57500, 0.08750, 2.63420111E-01
 0.58750, 0.08750, 2.60734172E-01
 0.60000, 0.08750, 2.57646198E-01
 0.61250, 0.08750, 2.54160954E-01
 0.62500, 0.08750, 2.50283811E-01
 0.63750, 0.08750, 2.46020749E-01
 0.65000, 0.08750, 2.41378341E-01
 0.66250, 0.08750, 2.36363744E-01
 0.67500, 0.08750, 2.30984693E-01
 0.68750, 0.08750, 2.25249479E-01
 0.70000, 0.08750, 2.19166947E-01
 0.71250, 0.08750, 2.12746475E-01
 0.72500, 0.08750, 2.05997964E-01
 0.73750, 0.08750, 1.98931819E-01
 0.75000, 0.08750, 1.91558936E-01
 0.76250, 0.08750, 1.83890682E-01
 0.77500, 0.08750, 1.75938883E-01
 0.78750, 0.08750, 1.67715798E-01
 0.80000, 0.08750, 1.59234108E-01
 0.81250, 0.08750, 1.50506890E-01
 0.82500, 0.08750, 1.41547602E-01
 0.83750, 0.08750, 1.32370057E-01
