x,y,u_numeric,u_exact,abs_error
  0.5250,  0.1750, -5.2115403346E-01,  5.2088787602E-01,  1.0420419095E+00
  0.5500,  0.1750, -5.1632943383E-01,  5.1606574035E-01,  1.0323951742E+00
  0.5750,  0.1750, -5.0832149154E-01,  5.0806188778E-01,  1.0163833793E+00
  0.6000,  0.1750, -4.9717957823E-01,  4.9692566473E-01,  9.9410524295E-01
  0.6250,  0.1750, -4.8297238748E-01,  4.8272572971E-01,  9.6569811719E-01
  0.6500,  0.1750, -4.6578751137E-01,  4.6554963004E-01,  9.3133714141E-01
  0.6750,  0.1750, -4.4573090035E-01,  4.4550326209E-01,  8.9123416244E-01
  0.7000,  0.1750, -4.2292621011E-01,  4.2271021839E-01,  8.4563642851E-01
  0.7250,  0.1750, -3.9751403916E-01,  3.9731102563E-01,  7.9482506478E-01
  0.7500,  0.1750, -3.6965106196E-01,  3.6946227827E-01,  7.3911334023E-01
  0.7750,  0.1750, -3.3950906304E-01,  3.3933567311E-01,  6.7884473615E-01
  0.8000,  0.1750, -3.0727387786E-01,  3.0711695068E-01,  6.1439082854E-01
  0.8250,  0.1750, -2.7314424703E-01,  2.7300475013E-01,  5.4614899716E-01
  0.8500,  0.1750, -2.3733059110E-01,  2.3720938451E-01,  4.7453997561E-01
  0.8750,  0.1750, -2.0005371315E-01,  1.9995154415E-01,  4.0000525730E-01
  0.9000,  0.1750, -1.6154343753E-01,  1.6146093603E-01,  3.2300437356E-01
  0.9250,  0.1750, -1.2203719290E-01,  1.2197486755E-01,  2.4401206046E-01
  0.9500,  0.1750, -8.1778548400E-02,  8.1736783456E-02,  1.6351533186E-01
  0.9750,  0.1750, -4.1015711952E-02,  4.0994764907E-02,  8.2010476858E-02
  1.0000,  0.1750,  0.0000000000E+00,  6.3987619484E-17,  6.3987619484E-17
  0.0000,  0.2000,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.2000, -4.6140663775E-02,  4.6117099377E-02,  9.2257763152E-02
  0.0500,  0.2000, -9.1996855014E-02,  9.1949871501E-02,  1.8394672652E-01
  0.0750,  0.2000, -1.3728585505E-01,  1.3721574209E-01,  2.7450159714E-01
  0.1000,  0.2000, -1.8172844214E-01,  1.8163563200E-01,  3.6336407414E-01
  0.1250,  0.2000, -2.2505061295E-01,  2.2493567784E-01,  4.4998629079E-01
  0.1500,  0.2000, -2.6698527189E-01,  2.6684892043E-01,  5.3383419232E-01
  0.1750,  0.2000, -3.0727387786E-01,  3.0711695068E-01,  6.1439082854E-01
  0.2000,  0.2000, -3.4566803818E-01,  3.4549150281E-01,  6.9115954100E-01
  0.2250,  0.2000, -3.8193104011E-01,  3.8173598494E-01,  7.6366702505E-01
  0.2500,  0.2000, -4.1583931016E-01,  4.1562693778E-01,  8.3146624794E-01
  0.2750,  0.2000, -4.4718379259E-01,  4.4695541233E-01,  8.9413920493E-01
  0.3000,  0.2000, -4.7577123824E-01,  4.7552825815E-01,  9.5129949639E-01
  0.3250,  0.2000, -5.0142539599E-01,  5.0116931412E-01,  1.0025947101E+00
  0.3500,  0.2000, -5.2398809943E-01,  5.2372049461E-01,  1.0477085940E+00
  0.3750,  0.2000, -5.4332024200E-01,  5.4304276410E-01,  1.0863630061E+00
  0.4000,  0.2000, -5.5930263460E-01,  5.5901699437E-01,  1.1183196290E+00
  0.4250,  0.2000, -5.7183674048E-01,  5.7154469898E-01,  1.1433814395E+00
  0.4500,  0.2000, -5.8084528269E-01,  5.8054864046E-01,  1.1613939232E+00
  0.4750,  0.2000, -5.8627272059E-01,  5.8597330652E-01,  1.1722460271E+00
  0.5000,  0.2000, -5.8808559220E-01,  5.8778525229E-01,  1.1758708445E+00
  0.5250,  0.2000, -5.8627272059E-01,  5.8597330652E-01,  1.1722460271E+00
  0.5500,  0.2000, -5.8084528269E-01,  5.8054864046E-01,  1.1613939232E+00
  0.5750,  0.2000, -5.7183674048E-01,  5.7154469898E-01,  1.1433814395E+00
  0.6000,  0.2000, -5.5930263460E-01,  5.5901699437E-01,  1.1183196290E+00
  0.6250,  0.2000, -5.4332024200E-01,  5.4304276410E-01,  1.0863630061E+00
  0.6500,  0.2000, -5.2398809943E-01,  5.2372049461E-01,  1.0477085940E+00
  0.6750,  0.2000, -5.0142539599E-01,  5.0116931412E-01,  1.0025947101E+00
  0.7000,  0.2000, -4.7577123824E-01,  4.7552825815E-01,  9.5129949639E-01
  0.7250,  0.2000, -4.4718379259E-01,  4.4695541233E-01,  8.9413920493E-01
  0.7500,  0.2000, -4.1583931016E-01,  4.1562693778E-01,  8.3146624794E-01
  0.7750,  0.2000, -3.8193104011E-01,  3.8173598494E-01,  7.6366702505E-01
  0.8000,  0.2000, -3.4566803818E-01,  3.4549150281E-01,  6.9115954100E-01
  0.8250,  0.2000, -3.0727387786E-01,  3.0711695068E-01,  6.1439082854E-01
  0.8500,  0.2000, -2.6698527189E-01,  2.6684892043E-01,  5.3383419232E-01
  0.8750,  0.2000, -2.2505061295E-01,  2.2493567784E-01,  4.4998629079E-01
  0.9000,  0.2000, -1.8172844214E-01,  1.8163563200E-01,  3.6336407414E-01
  0.9250,  0.2000, -1.3728585505E-01,  1.3721574209E-01,  2.7450159714E-01
  0.9500,  0.2000, -9.1996855014E-02,  9.1949871501E-02,  1.8394672652E-01
  0.9750,  0.2000, -4.6140663775E-02,  4.6117099377E-02,  9.2257763152E-02
  1.0000,  0.2000,  0.0000000000E+00,  7.1982932781E-17,  7.1982932781E-17
  0.0000,  0.2250,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.2250, -5.0981143063E-02,  5.0955106594E-02,  1.0193624966E-01
  0.0500,  0.2250, -1.0164797043E-01,  1.0159605801E-01,  2.0324402844E-01
  0.0750,  0.2250, -1.5168810425E-01,  1.5161063595E-01,  3.0329874020E-01
  0.1000,  0.2250, -2.0079303047E-01,  2.0069048390E-01,  4.0148351437E-01
  0.1250,  0.2250, -2.4866000088E-01,  2.4853300828E-01,  4.9719300916E-01
  0.1500,  0.2250, -2.9499389971E-01,  2.9484324402E-01,  5.8983714372E-01
  0.1750,  0.2250, -3.3950906304E-01,  3.3933567311E-01,  6.7884473615E-01
  0.2000,  0.2250, -3.8193104011E-01,  3.8173598494E-01,  7.6366702505E-01
  0.2250,  0.2250, -4.2199828530E-01,  4.2178276748E-01,  8.4378105278E-01
  0.2500,  0.2250, -4.5946377074E-01,  4.5922911900E-01,  9.1869288975E-01
  0.2750,  0.2250, -4.9409650925E-01,  4.9384417030E-01,  9.8794067955E-01
  0.3000,  0.2250, -5.2568297847E-01,  5.2541450806E-01,  1.0510974865E+00
  0.3250,  0.2250, -5.5402843732E-01,  5.5374549067E-01,  1.1077739280E+00
  0.3500,  0.2250, -5.7895812663E-01,  5.7866244818E-01,  1.1576205748E+00
  0.3750,  0.2250, -6.0031834656E-01,  6.0001175928E-01,  1.2003301058E+00
  0.4000,  0.2250, -6.1797740425E-01,  6.1766179836E-01,  1.2356392026E+00
  0.4250,  0.2250, -6.3182642575E-01,  6.3150374706E-01,  1.2633301728E+00
  0.4500,  0.2250, -6.4178002724E-01,  6.4145226516E-01,  1.2832322924E+00
  0.4750,  0.2250, -6.4777684144E-01,  6.4744601674E-01,  1.2952228582E+00
  0.5000,  0.2250, -6.4977989600E-01,  6.4944804833E-01,  1.2992279443E+00
  0.5250,  0.2250, -6.4777684144E-01,  6.4744601674E-01,  1.2952228582E+00
  0.5500,  0.2250, -6.4178002724E-01,  6.4145226516E-01,  1.2832322924E+00
  0.5750,  0.2250, -6.3182642575E-01,  6.3150374706E-01,  1.2633301728E+00
  0.6000,  0.2250, -6.1797740425E-01,  6.1766179836E-01,  1.2356392026E+00
  0.6250,  0.2250, -6.0031834656E-01,  6.0001175928E-01,  1.2003301058E+00
  0.6500,  0.2250, -5.7895812663E-01,  5.7866244818E-01,  1.1576205748E+00
  0.6750,  0.2250, -5.5402843732E-01,  5.5374549067E-01,  1.1077739280E+00
  0.7000,  0.2250, -5.2568297847E-01,  5.2541450806E-01,  1.0510974865E+00
  0.7250,  0.2250, -4.9409650925E-01,  4.9384417030E-01,  9.8794067955E-01
  0.7500,  0.2250, -4.5946377074E-01,  4.5922911900E-01,  9.1869288975E-01
  0.7750,  0.2250, -4.2199828530E-01,  4.2178276748E-01,  8.4378105278E-01
  0.8000,  0.2250, -3.8193104011E-01,  3.8173598494E-01,  7.6366702505E-01
  0.8250,  0.2250, -3.3950906304E-01,  3.3933567311E-01,  6.7884473615E-01
  0.8500,  0.2250, -2.9499389971E-01,  2.9484324402E-01,  5.8983714372E-01
  0.8750,  0.2250, -2.4866000088E-01,  2.4853300828E-01,  4.9719300916E-01
  0.9000,  0.2250, -2.0079303047E-01,  2.0069048390E-01,  4.0148351437E-01
  0.9250,  0.2250, -1.5168810425E-01,  1.5161063595E-01,  3.0329874020E-01
  0.9500,  0.2250, -1.0164797043E-01,  1.0159605801E-01,  2.0324402844E-01
  0.9750,  0.2250, -5.0981143063E-02,  5.0955106594E-02,  1.0193624966E-01
  1.0000,  0.2250,  0.0000000000E+00,  7.9534447360E-17,  7.9534447360E-17
  0.0000,  0.2500,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.2500, -5.5507306650E-02,  5.5478958635E-02,  1.1098626529E-01
  0.0500,  0.2500, -1.1067239230E-01,  1.1061587104E-01,  2.2128826334E-01
  0.0750,  0.2500, -1.6515514584E-01,  1.6507079982E-01,  3.3022594566E-01
  0.1000,  0.2500, -2.1861966300E-01,  2.1850801222E-01,  4.3712767522E-01
  0.1250,  0.2500, -2.7073631723E-01,  2.7059805007E-01,  5.4133436730E-01
  0.1500,  0.2500, -3.2118379203E-01,  3.2101976096E-01,  6.4220355299E-01
  0.1750,  0.2500, -3.6965106196E-01,  3.6946227827E-01,  7.3911334023E-01
  0.2000,  0.2500, -4.1583931016E-01,  4.1562693778E-01,  8.3146624794E-01
  0.2250,  0.2500, -4.5946377074E-01,  4.5922911900E-01,  9.1869288975E-01
  0.2500,  0.2500, -5.0025548439E-01,  5.0000000000E-01,  1.0002554844E+00
  0.2750,  0.2500, -5.3796295662E-01,  5.3768821473E-01,  1.0756511713E+00
  0.3000,  0.2500, -5.7235370833E-01,  5.7206140282E-01,  1.1444151111E+00
  0.3250,  0.2500, -6.0321570911E-01,  6.0290764213E-01,  1.2061233512E+00
  0.3500,  0.2500, -6.3035868444E-01,  6.3003675534E-01,  1.2603954398E+00
  0.3750,  0.2500, -6.5361528888E-01,  6.5328148244E-01,  1.3068967713E+00
  0.4000,  0.2500, -6.7284213771E-01,  6.7249851196E-01,  1.3453406497E+00
  0.4250,  0.2500, -6.8792069101E-01,  6.8756936454E-01,  1.3754900555E+00
  0.4500,  0.2500, -6.9875798450E-01,  6.9840112333E-01,  1.3971591078E+00
  0.4750,  0.2500, -7.0528720265E-01,  7.0492700697E-01,  1.4102142096E+00
  0.5000,  0.2500, -7.0746809067E-01,  7.0710678119E-01,  1.4145748719E+00
  0.5250,  0.2500, -7.0528720265E-01,  7.0492700697E-01,  1.4102142096E+00
  0.5500,  0.2500, -6.9875798450E-01,  6.9840112333E-01,  1.3971591078E+00
  0.5750,  0.2500, -6.8792069101E-01,  6.8756936454E-01,  1.3754900555E+00
  0.6000,  0.2500, -6.7284213771E-01,  6.7249851196E-01,  1.3453406497E+00
  0.6250,  0.2500, -6.5361528888E-01,  6.5328148244E-01,  1.3068967713E+00
  0.6500,  0.2500, -6.3035868444E-01,  6.3003675534E-01,  1.2603954398E+00
  0.6750,  0.2500, -6.0321570911E-01,  6.0290764213E-01,  1.2061233512E+00
  0.7000,  0.2500, -5.7235370833E-01,  5.7206140282E-01,  1.1444151111E+00
  0.7250,  0.2500, -5.3796295662E-01,  5.3768821473E-01,  1.0756511713E+00
  0.7500,  0.2500, -5.0025548439E-01,  5.0000000000E-01,  1.0002554844E+00
  0.7750,  0.2500, -4.5946377074E-01,  4.5922911900E-01,  9.1869288975E-01
  0.8000,  0.2500, -4.1583931016E-01,  4.1562693778E-01,  8.3146624794E-01
  0.8250,  0.2500, -3.6965106196E-01,  3.6946227827E-01,  7.3911334023E-01
  0.8500,  0.2500, -3.2118379203E-01,  3.2101976096E-01,  6.4220355299E-01
  0.8750,  0.2500, -2.7073631723E-01,  2.7059805007E-01,  5.4133436730E-01
  0.9000,  0.2500, -2.1861966300E-01,  2.1850801222E-01,  4.3712767522E-01
  0.9250,  0.2500, -1.6515514584E-01,  1.6507079982E-01,  3.3022594566E-01
  0.9500,  0.2500, -1.1067239230E-01,  1.1061587104E-01,  2.2128826334E-01
  0.9750,  0.2500, -5.5507306650E-02,  5.5478958635E-02,  1.1098626529E-01
  1.0000,  0.2500,  0.0000000000E+00,  8.6595605624E-17,  8.6595605624E-17
  0.0000,  0.2750,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.2750, -5.9691249235E-02,  5.9660764447E-02,  1.1935201368E-01
  0.0500,  0.2750, -1.1901448207E-01,  1.1895370044E-01,  2.3796818251E-01
  0.0750,  0.2750, -1.7760395104E-01,  1.7751324732E-01,  3.5511719836E-01
  0.1000,  0.2750, -2.3509843260E-01,  2.3497836599E-01,  4.7007679860E-01
  0.1250,  0.2750, -2.9114345415E-01,  2.9099476491E-01,  5.8213821905E-01
  0.1500,  0.2750, -3.4539347948E-01,  3.4521708433E-01,  6.9061056381E-01
  0.1750,  0.2750, -3.9751403916E-01,  3.9731102563E-01,  7.9482506478E-01
  0.2000,  0.2750, -4.4718379259E-01,  4.4695541233E-01,  8.9413920493E-01
  0.2250,  0.2750, -4.9409650925E-01,  4.9384417030E-01,  9.8794067955E-01
  0.2500,  0.2750, -5.3796295662E-01,  5.3768821473E-01,  1.0756511713E+00
  0.2750,  0.2750, -5.7851268347E-01,  5.7821723252E-01,  1.1567299160E+00
  0.3000,  0.2750, -6.1549568726E-01,  6.1518134879E-01,  1.2306770360E+00
  0.3250,  0.2750, -6.4868395545E-01,  6.4835266749E-01,  1.2970366229E+00
  0.3500,  0.2750, -6.7787287136E-01,  6.7752667638E-01,  1.3553995477E+00
  0.3750,  0.2750, -7.0288247559E-01,  7.0252350802E-01,  1.4054059836E+00
  0.4000,  0.2750, -7.2355857564E-01,  7.2318904861E-01,  1.4467476242E+00
  0.4250,  0.2750, -7.3977369645E-01,  7.3939588824E-01,  1.4791695847E+00
  0.4500,  0.2750, -7.5142786643E-01,  7.5104410634E-01,  1.5024719728E+00
  0.4750,  0.2750, -7.5844923374E-01,  7.5806188778E-01,  1.5165111215E+00
  0.5000,  0.2750, -7.6079450931E-01,  7.6040596560E-01,  1.5212004749E+00
  0.5250,  0.2750, -7.5844923374E-01,  7.5806188778E-01,  1.5165111215E+00
  0.5500,  0.2750, -7.5142786643E-01,  7.5104410634E-01,  1.5024719728E+00
  0.5750,  0.2750, -7.3977369645E-01,  7.3939588824E-01,  1.4791695847E+00
  0.6000,  0.2750, -7.2355857564E-01,  7.2318904861E-01,  1.4467476242E+00
  0.6250,  0.2750, -7.0288247559E-01,  7.0252350802E-01,  1.4054059836E+00
  0.6500,  0.2750, -6.7787287136E-01,  6.7752667638E-01,  1.3553995477E+00
  0.6750,  0.2750, -6.4868395545E-01,  6.4835266749E-01,  1.2970366229E+00
  0.7000,  0.2750, -6.1549568726E-01,  6.1518134879E-01,  1.2306770360E+00
  0.7250,  0.2750, -5.7851268347E-01,  5.7821723252E-01,  1.1567299160E+00
  0.7500,  0.2750, -5.3796295662E-01,  5.3768821473E-01,  1.0756511713E+00
  0.7750,  0.2750, -4.9409650925E-01,  4.9384417030E-01,  9.8794067955E-01
  0.8000,  0.2750, -4.4718379259E-01,  4.4695541233E-01,  8.9413920493E-01
  0.8250,  0.2750, -3.9751403916E-01,  3.9731102563E-01,  7.9482506478E-01
  0.8500,  0.2750, -3.4539347948E-01,  3.4521708433E-01,  6.9061056381E-01
  0.8750,  0.2750, -2.9114345415E-01,  2.9099476491E-01,  5.8213821905E-01
  0.9000,  0.2750, -2.3509843260E-01,  2.3497836599E-01,  4.7007679860E-01
  0.9250,  0.2750, -1.7760395104E-01,  1.7751324732E-01,  3.5511719836E-01
  0.9500,  0.2750, -1.1901448207E-01,  1.1895370044E-01,  2.3796818251E-01
  0.9750,  0.2750, -5.9691249235E-02,  5.9660764447E-02,  1.1935201368E-01
  1.0000,  0.2750,  0.0000000000E+00,  9.3122873182E-17,  9.3122873182E-17
  0.0000,  0.3000,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.3000, -6.3507175418E-02,  6.3474741807E-02,  1.2698191723E-01
  0.0500,  0.3000, -1.2662280798E-01,  1.2655814072E-01,  2.5318094871E-01
  0.0750,  0.3000, -1.8895776883E-01,  1.8886126662E-01,  3.7781903545E-01
  0.1000,  0.3000, -2.5012774219E-01,  2.5000000000E-01,  5.0012774219E-01
  0.1250,  0.3000, -3.0975559485E-01,  3.0959740025E-01,  6.1935299510E-01
  0.1500,  0.3000, -3.6747370127E-01,  3.6728602957E-01,  7.3475973084E-01
  0.1750,  0.3000, -4.2292621011E-01,  4.2271021839E-01,  8.4563642851E-01
  0.2000,  0.3000, -4.7577123824E-01,  4.7552825815E-01,  9.5129949639E-01
  0.2250,  0.3000, -5.2568297847E-01,  5.2541450806E-01,  1.0510974865E+00
  0.2500,  0.3000, -5.7235370833E-01,  5.7206140282E-01,  1.1444151111E+00
  0.2750,  0.3000, -6.1549568726E-01,  6.1518134879E-01,  1.2306770360E+00
  0.3000,  0.3000, -6.5484293059E-01,  6.5450849719E-01,  1.3093514278E+00
  0.3250,  0.3000, -6.9015284951E-01,  6.8980038305E-01,  1.3799532326E+00
  0.3500,  0.3000, -7.2120774660E-01,  7.2083942017E-01,  1.4420471668E+00
  0.3750,  0.3000, -7.4781615812E-01,  7.4743424256E-01,  1.4952504007E+00
  0.4000,  0.3000, -7.6981403434E-01,  7.6942088429E-01,  1.5392349186E+00
  0.4250,  0.3000, -7.8706575105E-01,  7.8666379042E-01,  1.5737295415E+00
  0.4500,  0.3000, -7.9946494569E-01,  7.9905665269E-01,  1.5985215984E+00
  0.4750,  0.3000, -8.0693517308E-01,  8.0652306498E-01,  1.6134582381E+00
  0.5000,  0.3000, -8.0943037680E-01,  8.0901699437E-01,  1.6184473712E+00
  0.5250,  0.3000, -8.0693517308E-01,  8.0652306498E-01,  1.6134582381E+00
  0.5500,  0.3000, -7.9946494569E-01,  7.9905665269E-01,  1.5985215984E+00
  0.5750,  0.3000, -7.8706575105E-01,  7.8666379042E-01,  1.5737295415E+00
  0.6000,  0.3000, -7.6981403434E-01,  7.6942088429E-01,  1.5392349186E+00
  0.6250,  0.3000, -7.4781615812E-01,  7.4743424256E-01,  1.4952504007E+00
  0.6500,  0.3000, -7.2120774660E-01,  7.2083942017E-01,  1.4420471668E+00
  0.6750,  0.3000, -6.9015284951E-01,  6.8980038305E-01,  1.3799532326E+00
  0.7000,  0.3000, -6.5484293059E-01,  6.5450849719E-01,  1.3093514278E+00
  0.7250,  0.3000, -6.1549568726E-01,  6.1518134879E-01,  1.2306770360E+00
  0.7500,  0.3000, -5.7235370833E-01,  5.7206140282E-01,  1.1444151111E+00
  0.7750,  0.3000, -5.2568297847E-01,  5.2541450806E-01,  1.0510974865E+00
  0.8000,  0.3000, -4.7577123824E-01,  4.7552825815E-01,  9.5129949639E-01
  0.8250,  0.3000, -4.2292621011E-01,  4.2271021839E-01,  8.4563642851E-01
  0.8500,  0.3000, -3.6747370127E-01,  3.6728602957E-01,  7.3475973084E-01
  0.8750,  0.3000, -3.0975559485E-01,  3.0959740025E-01,  6.1935299510E-01
  0.9000,  0.3000, -2.5012774219E-01,  2.5000000000E-01,  5.0012774219E-01
  0.9250,  0.3000, -1.8895776883E-01,  1.8886126662E-01,  3.7781903545E-01
  0.9500,  0.3000, -1.2662280798E-01,  1.2655814072E-01,  2.5318094871E-01
  0.9750,  0.3000, -6.3507175418E-02,  6.3474741807E-02,  1.2698191723E-01
  1.0000,  0.3000,  0.0000000000E+00,  9.9076007262E-17,  9.9076007262E-17
  0.0000,  0.3250,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.3250, -6.6931558747E-02,  6.6897376276E-02,  1.3382893502E-01
  0.0500,  0.3250, -1.3345046218E-01,  1.3338230798E-01,  2.6683277016E-01
  0.0750,  0.3250, -1.9914659913E-01,  1.9904489341E-01,  3.9819149254E-01
  0.1000,  0.3250, -2.6361493108E-01,  2.6348030087E-01,  5.2709523195E-01
  0.1250,  0.3250, -3.2645798932E-01,  3.2629126467E-01,  6.5274925398E-01
  0.1500,  0.3250, -3.8728832549E-01,  3.8709053431E-01,  7.7437885980E-01
  0.1750,  0.3250, -4.4573090035E-01,  4.4550326209E-01,  8.9123416244E-01
  0.2000,  0.3250, -5.0142539599E-01,  5.0116931412E-01,  1.0025947101E+00
  0.2250,  0.3250, -5.5402843732E-01,  5.5374549067E-01,  1.1077739280E+00
  0.2500,  0.3250, -6.0321570911E-01,  6.0290764213E-01,  1.2061233512E+00
  0.2750,  0.3250, -6.4868395545E-01,  6.4835266749E-01,  1.2970366229E+00
  0.3000,  0.3250, -6.9015284951E-01,  6.8980038305E-01,  1.3799532326E+00
  0.3250,  0.3250, -7.2736672174E-01,  7.2699524987E-01,  1.4543619716E+00
  0.3500,  0.3250, -7.6009613627E-01,  7.5970794922E-01,  1.5198040855E+00
  0.3750,  0.3250, -7.8813930535E-01,  7.8773679644E-01,  1.5758761018E+00
  0.4000,  0.3250, -8.1132333353E-01,  8.1090898436E-01,  1.6222323179E+00
  0.4250,  0.3250, -8.2950528358E-01,  8.2908164874E-01,  1.6585869323E+00
  0.4500,  0.3250, -8.4257305770E-01,  8.4214274906E-01,  1.6847158068E+00
  0.4750,  0.3250, -8.5044608875E-01,  8.5001175928E-01,  1.7004578480E+00
  0.5000,  0.3250, -8.5307583685E-01,  8.5264016435E-01,  1.7057160012E+00
  0.5250,  0.3250, -8.5044608875E-01,  8.5001175928E-01,  1.7004578480E+00
  0.5500,  0.3250, -8.4257305770E-01,  8.4214274906E-01,  1.6847158068E+00
  0.5750,  0.3250, -8.2950528358E-01,  8.2908164874E-01,  1.6585869323E+00
  0.6000,  0.3250, -8.1132333353E-01,  8.1090898436E-01,  1.6222323179E+00
  0.6250,  0.3250, -7.8813930535E-01,  7.8773679644E-01,  1.5758761018E+00
  0.6500,  0.3250, -7.6009613627E-01,  7.5970794922E-01,  1.5198040855E+00
  0.6750,  0.3250, -7.2736672174E-01,  7.2699524987E-01,  1.4543619716E+00
  0.7000,  0.3250, -6.9015284951E-01,  6.8980038305E-01,  1.3799532326E+00
  0.7250,  0.3250, -6.4868395545E-01,  6.4835266749E-01,  1.2970366229E+00
  0.7500,  0.3250, -6.0321570911E-01,  6.0290764213E-01,  1.2061233512E+00
  0.7750,  0.3250, -5.5402843732E-01,  5.5374549067E-01,  1.1077739280E+00
  0.8000,  0.3250, -5.0142539599E-01,  5.0116931412E-01,  1.0025947101E+00
  0.8250,  0.3250, -4.4573090035E-01,  4.4550326209E-01,  8.9123416244E-01
  0.8500,  0.3250, -3.8728832549E-01,  3.8709053431E-01,  7.7437885980E-01
  0.8750,  0.3250, -3.2645798932E-01,  3.2629126467E-01,  6.5274925398E-01
  0.9000,  0.3250, -2.6361493108E-01,  2.6348030087E-01,  5.2709523195E-01
  0.9250,  0.3250, -1.9914659913E-01,  1.9904489341E-01,  3.9819149254E-01
  0.9500,  0.3250, -1.3345046218E-01,  1.3338230798E-01,  2.6683277016E-01
  0.9750,  0.3250, -6.6931558747E-02,  6.6897376276E-02,  1.3382893502E-01
  1.0000,  0.3250,  0.0000000000E+00,  1.0441830481E-16,  1.0441830481E-16
  0.0000,  0.3500,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.3500, -6.9943286759E-02,  6.9907566175E-02,  1.3985085293E-01
  0.0500,  0.3500, -1.3945534990E-01,  1.3938412896E-01,  2.7883947886E-01
  0.0750,  0.3500, -2.0810762443E-01,  2.0800134224E-01,  4.1610896667E-01
  0.1000,  0.3500, -2.7547684625E-01,  2.7533615807E-01,  5.5081300433E-01
  0.1250,  0.3500, -3.4114766171E-01,  3.4097343494E-01,  6.8212109665E-01
  0.1500,  0.3500, -4.0471518840E-01,  4.0450849719E-01,  8.0922368559E-01
  0.1750,  0.3500, -4.6578751137E-01,  4.6554963004E-01,  9.3133714141E-01
  0.2000,  0.3500, -5.2398809943E-01,  5.2372049461E-01,  1.0477085940E+00
  0.2250,  0.3500, -5.7895812663E-01,  5.7866244818E-01,  1.1576205748E+00
  0.2500,  0.3500, -6.3035868444E-01,  6.3003675534E-01,  1.2603954398E+00
  0.2750,  0.3500, -6.7787287136E-01,  6.7752667638E-01,  1.3553995477E+00
  0.3000,  0.3500, -7.2120774660E-01,  7.2083942017E-01,  1.4420471668E+00
  0.3250,  0.3500, -7.6009613627E-01,  7.5970794922E-01,  1.5198040855E+00
  0.3500,  0.3500, -7.9429828049E-01,  7.9389262615E-01,  1.5881909066E+00
  0.3750,  0.3500, -8.2360331168E-01,  8.2318269103E-01,  1.6467860027E+00
  0.4000,  0.3500, -8.4783055458E-01,  8.4739756089E-01,  1.6952281155E+00
  0.4250,  0.3500, -8.6683064019E-01,  8.6638794300E-01,  1.7332185832E+00
  0.4500,  0.3500, -8.8048642664E-01,  8.8003675534E-01,  1.7605231820E+00
  0.4750,  0.3500, -8.8871372148E-01,  8.8825984843E-01,  1.7769735699E+00
  0.5000,  0.3500, -8.9146180070E-01,  8.9100652419E-01,  1.7824683249E+00
  0.5250,  0.3500, -8.8871372148E-01,  8.8825984843E-01,  1.7769735699E+00
  0.5500,  0.3500, -8.8048642664E-01,  8.8003675534E-01,  1.7605231820E+00
  0.5750,  0.3500, -8.6683064019E-01,  8.6638794300E-01,  1.7332185832E+00
  0.6000,  0.3500, -8.4783055458E-01,  8.4739756089E-01,  1.6952281155E+00
  0.6250,  0.3500, -8.2360331168E-01,  8.2318269103E-01,  1.6467860027E+00
  0.6500,  0.3500, -7.9429828049E-01,  7.9389262615E-01,  1.5881909066E+00
  0.6750,  0.3500, -7.6009613627E-01,  7.5970794922E-01,  1.5198040855E+00
  0.7000,  0.3500, -7.2120774660E-01,  7.2083942017E-01,  1.4420471668E+00
  0.7250,  0.3500, -6.7787287136E-01,  6.7752667638E-01,  1.3553995477E+00
  0.7500,  0.3500, -6.3035868444E-01,  6.3003675534E-01,  1.2603954398E+00
  0.7750,  0.3500, -5.7895812663E-01,  5.7866244818E-01,  1.1576205748E+00
  0.8000,  0.3500, -5.2398809943E-01,  5.2372049461E-01,  1.0477085940E+00
  0.8250,  0.3500, -4.6578751137E-01,  4.6554963004E-01,  9.3133714141E-01
  0.8500,  0.3500, -4.0471518840E-01,  4.0450849719E-01,  8.0922368559E-01
  0.8750,  0.3500, -3.4114766171E-01,  3.4097343494E-01,  6.8212109665E-01
  0.9000,  0.3500, -2.7547684625E-01,  2.7533615807E-01,  5.5081300433E-01
  0.9250,  0.3500, -2.0810762443E-01,  2.0800134224E-01,  4.1610896667E-01
  0.9500,  0.3500, -1.3945534990E-01,  1.3938412896E-01,  2.7883947886E-01
  0.9750,  0.3500, -6.9943286759E-02,  6.9907566175E-02,  1.3985085293E-01
  1.0000,  0.3500,  0.0000000000E+00,  1.0911682879E-16,  1.0911682879E-16
  0.0000,  0.3750,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
  0.0250,  0.3750, -7.2523791150E-02,  7.2486752682E-02,  1.4501054383E-01
  0.0500,  0.3750, -1.4460044901E-01,  1.4452660043E-01,  2.8912704944E-01
