t,q_ver,p_ver,E_ver,q_mid,p_mid,E_mid
   49.000000  ************** ************** 4.58894403E-01 ************** ************** 4.59568619E-01
   50.000000  ************** ************** 4.59671591E-01 ************** ************** 4.59697055E-01
   51.000000  ************** 6.08772351E-01 4.59375358E-01 ************** 5.70465228E-01 4.59675833E-01
   52.000000  9.01461256E-02 9.53508558E-01 4.58649696E-01 3.58147992E-02 9.57999166E-01 4.59522482E-01
   53.000000  8.60486763E-01 4.72417899E-01 4.59520835E-01 8.31765150E-01 5.16246489E-01 4.59683069E-01
   54.000000  9.26445271E-01 ************** 4.59608625E-01 9.45490839E-01 ************** 4.59696068E-01
   55.000000  2.41679752E-01 ************** 4.58729683E-01 2.96826293E-01 ************** 4.59553892E-01
   56.000000  ************** ************** 4.59219023E-01 ************** ************** 4.59632210E-01
   57.000000  ************** 5.96519940E-02 4.59695284E-01 ************** 7.36781314E-03 4.59697694E-01
   58.000000  ************** 7.92786729E-01 4.59065952E-01 ************** 7.59467070E-01 4.59628673E-01
   59.000000  3.70607500E-01 8.84258130E-01 4.58848728E-01 3.12745126E-01 9.06697018E-01 4.59557183E-01
   60.000000  9.67626560E-01 2.32015367E-01 4.59659811E-01 9.50622143E-01 2.85913541E-01 4.59696360E-01
   61.000000  7.85892256E-01 ************** 4.59415303E-01 8.22612782E-01 ************** 4.59681543E-01
   62.000000  ************** ************** 4.58639891E-01 1.90402241E-02 ************** 4.59522130E-01
   63.000000  ************** ************** 4.59489282E-01 ************** ************** 4.59677699E-01
   64.000000  ************** 3.10030946E-01 4.59627923E-01 ************** 2.53451335E-01 4.59696881E-01
   65.000000  ************** 9.14980446E-01 4.58764378E-01 ************** 8.93808019E-01 4.59565024E-01
   66.000000  6.18315914E-01 7.40305069E-01 4.59169983E-01 5.63288057E-01 7.81184188E-01 4.59620404E-01
   67.000000  9.99744198E-01 ************** 4.59697404E-01 9.99010596E-01 4.07992894E-02 4.59697695E-01
   68.000000  5.81072856E-01 ************** 4.59116618E-01 6.36431983E-01 ************** 4.59639953E-01
   69.000000  ************** ************** 4.58805968E-01 ************** ************** 4.59546862E-01
   70.000000  ************** ************** 4.59645673E-01 ************** ************** 4.59695234E-01
   71.000000  ************** 5.43339993E-01 4.59452597E-01 ************** 4.86615738E-01 4.59686168E-01
   72.000000  1.44009924E-03 9.57742582E-01 4.58636463E-01 ************** 9.55823888E-01 4.59524072E-01
   73.000000  8.13480874E-01 5.41161768E-01 4.59454921E-01 7.67909778E-01 5.98390137E-01 4.59671200E-01
   74.000000  9.55177609E-01 ************** 4.59644673E-01 9.74502041E-01 ************** 4.59697348E-01
   75.000000  3.26517603E-01 ************** 4.58803312E-01 3.99084266E-01 ************** 4.59577029E-01
   76.000000  ************** ************** 4.59119891E-01 ************** ************** 4.59608035E-01
   77.000000  ************** ************** 4.59697470E-01 ************** ************** 4.59697687E-01
   78.000000  ************** 7.42040664E-01 4.59166762E-01 ************** 6.91508219E-01 4.59650320E-01
   79.000000  2.87149944E-01 9.14135376E-01 4.58766781E-01 2.07166628E-01 9.36114972E-01 4.59537988E-01
   80.000000  9.42606607E-01 3.07604040E-01 4.59629085E-01 9.12597188E-01 3.77853777E-01 4.59693546E-01
   81.000000  8.36253270E-01 ************** 4.59487139E-01 8.78306467E-01 ************** 4.59689799E-01
   82.000000  4.29651904E-02 ************** 4.58639474E-01 1.28384695E-01 ************** 4.59528239E-01
   83.000000  ************** ************** 4.59417803E-01 ************** ************** 4.59663542E-01
   84.000000  ************** 2.34485977E-01 4.59658967E-01 ************** 1.58744695E-01 4.59697580E-01
   85.000000  ************** 8.85340217E-01 4.58845860E-01 ************** 8.49397740E-01 4.59589551E-01
   86.000000  5.47261301E-01 7.91229485E-01 4.59069242E-01 4.70537801E-01 8.37758880E-01 4.59595374E-01
   87.000000  9.98056787E-01 5.71301240E-02 4.59695484E-01 9.88835019E-01 1.36828922E-01 4.59697635E-01
   88.000000  6.49862572E-01 ************** 4.59215883E-01 7.15562759E-01 ************** 4.59659640E-01
   89.000000  ************** ************** 4.58731792E-01 ************** ************** 4.59530858E-01
   90.000000  ************** ************** 4.59609955E-01 ************** ************** 4.59691162E-01
   91.000000  ************** 4.74691036E-01 4.59518874E-01 ************** 3.98548660E-01 4.59692547E-01
   92.000000  ************** 9.53774122E-01 4.58648870E-01 ************** 9.41195289E-01 4.59534484E-01
   93.000000  7.60242544E-01 6.06707378E-01 4.59378026E-01 6.94965803E-01 6.74878261E-01 4.59654733E-01
   94.000000  9.76908176E-01 ************** 4.59670897E-01 9.92673174E-01 ************** 4.59697672E-01
   95.000000  4.08604295E-01 ************** 4.58891366E-01 4.96266523E-01 ************** 4.59602244E-01
   96.000000  ************** ************** 4.59018586E-01 ************** ************** 4.59582731E-01
   97.000000  ************** ************** 4.59691426E-01 ************** ************** 4.59697477E-01
   98.000000  ************** 6.86095205E-01 4.59263546E-01 ************** 6.16477527E-01 4.59667831E-01
   99.000000  2.01263097E-01 9.36500335E-01 4.58701581E-01 9.89026099E-02 9.53560525E-01 4.59525715E-01
  100.000000  9.10647666E-01 3.81634591E-01 4.59588194E-01 8.64212359E-01 4.66749046E-01 4.59687951E-01
  101.000000  8.80249337E-01 ************** 4.59547791E-01 9.23923219E-01 ************** 4.59694538E-01
  102.000000  1.31404257E-01 ************** 4.58664481E-01 2.36057720E-01 ************** 4.59542592E-01
  103.000000  ************** ************** 4.59335741E-01 ************** ************** 4.59644832E-01
  104.000000  ************** 1.57792881E-01 4.59680549E-01 ************** 6.28797564E-02 4.59697694E-01
  105.000000  ************** 8.48619129E-01 4.58939160E-01 ************** 7.94969529E-01 4.59614784E-01
  106.000000  4.71743603E-01 8.36356144E-01 4.58968520E-01 3.71864046E-01 8.84558764E-01 4.59570445E-01
  107.000000  9.89161840E-01 1.34726765E-01 4.59685260E-01 9.67713964E-01 2.31865915E-01 4.59697131E-01
  108.000000  7.13462606E-01 ************** 4.59309375E-01 7.86112346E-01 ************** 4.59674860E-01
  109.000000  ************** ************** 4.58676660E-01 ************** ************** 4.59522739E-01
  110.000000  ************** ************** 4.59563724E-01 ************** ************** 4.59683795E-01
  111.000000  ************** 4.03373183E-01 4.59573910E-01 ************** 3.07228373E-01 4.59695905E-01
  112.000000  ************** 9.41667871E-01 4.58686031E-01 ************** 9.14471664E-01 4.59552288E-01
  113.000000  7.01094050E-01 6.68473010E-01 4.59291159E-01 6.13646694E-01 7.44563564E-01 4.59633951E-01
  114.000000  9.91531059E-01 ************** 4.59688000E-01 9.99870977E-01 ************** 4.59697694E-01
  115.000000  4.87282990E-01 ************** 4.58988573E-01 5.87227038E-01 ************** 4.59626878E-01
  116.000000  ************** ************** 4.58919680E-01 ************** ************** 4.59558868E-01
  117.000000  ************** ************** 4.59676931E-01 ************** ************** 4.59696491E-01
  118.000000  ************** 6.25575507E-01 4.59353060E-01 ************** 5.35532858E-01 4.59680741E-01
  119.000000  1.13661555E-01 9.51004667E-01 4.58657462E-01 ************** 9.58608700E-01 4.59522035E-01
  120.000000  8.71914268E-01 4.53649027E-01 4.59536483E-01 8.05870289E-01 5.51656113E-01 4.59678592E-01
  121.000000  9.17633871E-01 ************** 4.59597280E-01 9.59089261E-01 ************** 4.59696782E-01
  122.000000  2.18719445E-01 ************** 4.58713139E-01 3.40677093E-01 ************** 4.59563256E-01
  123.000000  ************** ************** 4.59244551E-01 ************** ************** 4.59622252E-01
  124.000000  ************** 8.03474189E-02 4.59693311E-01 ************** ************** 4.59697695E-01
  125.000000  ************** 8.05340387E-01 4.59038951E-01 ************** 7.31623317E-01 4.59638283E-01
  126.000000  3.92328087E-01 8.75093331E-01 4.58872726E-01 2.68444433E-01 9.20579169E-01 4.59548354E-01
  127.000000  9.73100964E-01 2.11684897E-01 4.59666371E-01 9.35803528E-01 3.25168131E-01 4.59695440E-01
  128.000000  7.71449521E-01 ************** 4.59394357E-01 8.47402549E-01 ************** 4.59685528E-01
  129.000000  ************** ************** 4.58644326E-01 6.54643506E-02 ************** 4.59523628E-01
  130.000000  ************** ************** 4.59506432E-01 ************** ************** 4.59672269E-01
  131.000000  ************** 3.29895038E-01 4.59617971E-01 ************** 2.13528558E-01 4.59697294E-01
  132.000000  ************** 9.21618829E-01 4.58745340E-01 ************** 8.76287734E-01 4.59575150E-01
  133.000000  6.36413057E-01 7.25849781E-01 4.59196253E-01 5.24799175E-01 8.06268607E-01 4.59609953E-01
  134.000000  9.98976875E-01 ************** 4.59696531E-01 9.96043650E-01 8.15464512E-02 4.59697690E-01
  135.000000  5.61945626E-01 ************** 4.59089674E-01 6.70945003E-01 ************** 4.59648800E-01
  136.000000  ************** ************** 4.58828331E-01 ************** ************** 4.59539239E-01
  137.000000  ************** ************** 4.59653500E-01 ************** ************** 4.59693846E-01
  138.000000  ************** 5.61096368E-01 4.59433078E-01 ************** 4.49773443E-01 4.59689304E-01
  139.000000  2.50871789E-02 9.57416128E-01 4.58637488E-01 ************** 9.51134461E-01 4.59527462E-01
  140.000000  8.26615083E-01 5.23150625E-01 4.59473563E-01 7.38086875E-01 6.31540959E-01 4.59664788E-01
  141.000000  9.48207383E-01 ************** 4.59636066E-01 9.83531032E-01 ************** 4.59697556E-01
  142.000000  3.04173500E-01 ************** 4.58782092E-01 4.40932743E-01 ************** 4.59587617E-01
  143.000000  ************** ************** 4.59146663E-01 ************** ************** 4.59597317E-01
  144.000000  ************** 2.52517585E-03 4.59697690E-01 ************** ************** 4.59697648E-01
  145.000000  ************** 7.56083375E-01 4.59140161E-01 ************** 6.60525635E-01 4.59658287E-01
  146.000000  3.09633125E-01 9.06898655E-01 4.58787161E-01 1.61561469E-01 9.44996439E-01 4.59531825E-01
  147.000000  9.49950718E-01 2.87615728E-01 4.59638228E-01 8.93348523E-01 4.15927969E-01 4.59691577E-01
  148.000000  8.23457006E-01 ************** 4.59469095E-01 8.98880812E-01 ************** 4.59692179E-01
  149.000000  1.93283346E-02 ************** 4.58637070E-01 1.74273024E-01 ************** 4.59533402E-01
  150.000000  ************** ************** 4.59437904E-01 ************** ************** 4.59656153E-01
  151.000000  ************** 2.54725874E-01 4.59651656E-01 ************** 1.18242470E-01 4.59697664E-01
  152.000000  ************** 8.93942248E-01 4.58822796E-01 ************** 8.27507178E-01 4.59600305E-01
  153.000000  5.66634674E-01 7.78213965E-01 4.59096246E-01 4.29403887E-01 8.58834956E-01 4.59584650E-01
  154.000000  9.99210882E-01 3.64130385E-02 4.59696797E-01 9.81218668E-01 1.77243020E-01 4.59697511E-01
  155.000000  6.32038122E-01 ************** 4.59189885E-01 7.46532540E-01 ************** 4.59666653E-01
  156.000000  ************** ************** 4.58749862E-01 ************** ************** 4.59526365E-01
  157.000000  ************** ************** 4.59620462E-01 ************** ************** 4.59688501E-01
  158.000000  ************** 4.93248657E-01 4.59502329E-01 ************** 3.60216163E-01 4.59694277E-01
  159.000000  ************** 9.55630442E-01 4.58643081E-01 ************** 9.31322604E-01 4.59541242E-01
  160.000000  7.75006634E-01 5.89603118E-01 4.59399527E-01 6.61501030E-01 7.05290647E-01 4.59646413E-01
  161.000000  9.71813800E-01 ************** 4.59664834E-01 9.97066074E-01 ************** 4.59697693E-01
  162.000000  3.87058589E-01 ************** 4.58866810E-01 5.35612806E-01 ************** 4.59612888E-01
  163.000000  ************** ************** 4.59045522E-01 ************** ************** 4.59572287E-01
  164.000000  ************** ************** 4.59693846E-01 ************** ************** 4.59697200E-01
  165.000000  ************** 7.01460939E-01 4.59238375E-01 ************** 5.82851517E-01 4.59673860E-01
  166.000000  2.24324557E-01 9.31301905E-01 4.58717038E-01 5.25784192E-02 9.57226328E-01 4.59523048E-01
  167.000000  9.19824671E-01 3.62104273E-01 4.59600113E-01 8.40691012E-01 5.03254618E-01 4.59684496E-01
  168.000000  8.69173600E-01 ************** 4.59532745E-01 9.40110955E-01 ************** 4.59695731E-01
  169.000000  1.07939736E-01 ************** 4.58655410E-01 2.80817954E-01 ************** 4.59550715E-01
  170.000000  ************** ************** 4.59358555E-01 ************** ************** 4.59635672E-01
  171.000000  ************** 1.78298727E-01 4.59675689E-01 ************** 2.21022145E-02 4.59697694E-01
  172.000000  ************** 8.59057909E-01 4.58913470E-01 ************** 7.69162347E-01 4.59625068E-01
  173.000000  4.92252173E-01 8.24943338E-01 4.58995065E-01 3.28569805E-01 9.01182999E-01 4.59560579E-01
  174.000000  9.92231997E-01 1.14116571E-01 4.59688808E-01 9.55503945E-01 2.71639172E-01 4.59696613E-01
  175.000000  6.97063450E-01 ************** 4.59285223E-01 8.13235813E-01 ************** 4.59679915E-01
  176.000000  ************** ************** 4.58689241E-01 2.25982400E-03 ************** 4.59521993E-01
  177.000000  ************** ************** 4.59577094E-01 ************** ************** 4.59679459E-01
  178.000000  ************** 4.22589970E-01 4.59560349E-01 ************** 2.67786422E-01 4.59696674E-01
  179.000000  ************** 9.45676752E-01 4.58673839E-01 ************** 8.99653170E-01 4.59561510E-01
  180.000000  7.17396928E-01 6.52433556E-01 4.59315167E-01 5.76882233E-01 7.71739955E-01 4.59624086E-01
  181.000000  9.88337063E-01 ************** 4.59684303E-01 9.99596106E-01 2.60699736E-02 4.59697695E-01
  182.000000  4.66706039E-01 ************** 4.58962103E-01 6.23622887E-01 ************** 4.59636592E-01
  183.000000  ************** ************** 4.58945491E-01 ************** ************** 4.59549880E-01
  184.000000  ************** ************** 4.59681638E-01 ************** ************** 4.59695632E-01
  185.000000  ************** 6.42098199E-01 4.59330084E-01 ************** 4.99737856E-01 4.59684864E-01
  186.000000  1.37107955E-01 9.47926545E-01 4.58666948E-01 ************** 9.56968136E-01 4.59523237E-01
  187.000000  8.82876207E-01 4.34702295E-01 4.59551335E-01 7.78280337E-01 5.86165847E-01 4.59673311E-01
  188.000000  9.08339550E-01 ************** 4.59585175E-01 9.70762861E-01 ************** 4.59697235E-01
  189.000000  1.95627081E-01 ************** 4.58698041E-01 3.83743917E-01 ************** 4.59573285E-01
  190.000000  ************** ************** 4.59269600E-01 ************** ************** 4.59611863E-01
  191.000000  ************** 1.01016201E-01 4.59690746E-01 ************** ************** 4.59697692E-01
  192.000000  ************** 8.17470195E-01 4.59012047E-01 ************** 7.02389027E-01 4.59647255E-01
  193.000000  4.13816004E-01 8.65436888E-01 4.58897450E-01 2.23521488E-01 9.32377002E-01 4.59540530E-01
  194.000000  9.78072757E-01 1.91281769E-01 4.59672276E-01 9.19092249E-01 3.63967707E-01 4.59694130E-01
  195.000000  7.56582735E-01 ************** 4.59372680E-01 8.70430832E-01 ************** 4.59688788E-01
  196.000000  ************** ************** 4.58650549E-01 1.11735032E-01 ************** 4.59526735E-01
  197.000000  ************** ************** 4.59522783E-01 ************** ************** 4.59666008E-01
  198.000000  ************** 3.49639491E-01 4.59607283E-01 ************** 1.73321997E-01 4.59697528E-01
  199.000000  ************** 9.27716087E-01 4.58727593E-01 ************** 8.56864560E-01 4.59585687E-01
  200.000000  6.54148638E-01 7.11039255E-01 4.59222155E-01 4.85134176E-01 8.29712778E-01 4.59599260E-01
